as_of_date,ticker,shares,price,market_value_usd,weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd
2026-05-13,ETR,2758.0,112.3499984741211,309861.295791626,0.4247990317601444,106.05122375488281,17372.02067565918,13.973812198638655
2026-05-13,PR,15698.0,20.239999771118164,317727.51640701294,0.4355830920684547,18.6336612701416,25216.301788330078,0.0
