row_type,ticker,projected_shares,reference_price,projected_market_value_usd,projected_weight
equity,FLEX,553.0,136.35000610351562,75401.55337524414,0.11386650190956359
equity,SNDK,42.0,1712.0,71904.0,0.10858472520532142
equity,NXT,477.0,111.0199966430664,52956.538398742676,0.07997150603377455
equity,RKLB,512.0,99.80000305175781,51097.6015625,0.077164261019068
equity,WDC,80.0,536.510009765625,42920.80078125,0.0648161904542776
equity,MU,43.0,957.0700073242188,41154.010314941406,0.062148098869949875
equity,UMC,1681.0,24.354999542236328,40940.75423049927,0.06182605345762911
equity,HPE,970.0,40.98500061035156,39755.450592041016,0.06003608530750037
equity,CIEN,84.0,419.5101013183594,35238.84851074219,0.05321540779498902
equity,AMD,59.0,511.4363098144531,30174.742279052734,0.04556792526858499
equity,MRVL,124.0,241.1501007080078,29902.61248779297,0.04515697262889703
equity,ALAB,75.0,397.8399963378906,29837.999725341797,0.04505939865449342
equity,STM,440.0,67.6500015258789,29766.00067138672,0.04495067038501251
equity,ON,329.0,90.18000030517578,29669.220100402832,0.04480451868683857
equity,QCOM,169.0,174.875,29553.875,0.044630332048667926
cash,CASH,0.0,1.0,31918.578119151593,0.04820135227543197
