ticker,shares,price,price_date,market_value_usd,cost_basis,current_weight
ALAB,100.0,397.8399963378906,2026-07-02,39783.99963378906,320.0899963378906,0.06006422554848737
AMD,63.0,511.4363098144531,2026-07-02,32220.487518310547,510.1300048828125,0.04864514999488269
CIEN,68.0,419.5101013183594,2026-07-02,28526.686889648438,386.80152297419,0.04306840366134732
FLEX,553.0,136.35000610351562,2026-07-02,75401.55337524414,148.00999450683594,0.11383812463115171
HPE,920.0,40.98500061035156,2026-07-02,37706.20056152344,46.862892150878906,0.05692725105447484
MRVL,147.0,241.1501007080078,2026-07-02,35449.06480407715,164.9499969482422,0.05351952150297781
MU,43.0,957.0700073242188,2026-07-02,41154.010314941406,571.281430444052,0.06213261061067409
NXT,396.0,111.0199966430664,2026-07-02,43963.9186706543,145.02000427246094,0.06637489320673504
ON,267.0,90.18000030517578,2026-07-02,24078.060081481934,103.02999877929688,0.03635205220230948
QCOM,141.0,174.875,2026-07-02,24657.375,228.14735412597656,0.03722667773643803
RKLB,452.0,99.80000305175781,2026-07-02,45109.60137939453,122.38999938964844,0.06810459723996981
SNDK,44.0,1712.0,2026-07-02,75328.0,768.0426355580814,0.11372707680888187
STM,468.0,67.6500015258789,2026-07-02,31660.200714111328,55.68721008300781,0.04779925231518633
UMC,1938.0,24.354999542236328,2026-07-02,47199.989112854004,22.889999389648438,0.071260577570305
WDC,85.0,536.510009765625,2026-07-02,45603.350830078125,337.1477259055395,0.06885003959476797
