portfolio,metric_source,official_source_pass,cagr,cagr_target,cagr_pass,cagr_gap_pp,max_dd,max_dd_target,max_dd_pass,max_dd_improvement_needed_pp,sharpe,avg_turnover_monthly,target_pass
main,broker_ledger_next_close,True,0.34277659909324787,0.3,True,0.0,-0.271786846224337,-0.25,False,2.1787,1.2557087262809452,0.0,False
concentrated,broker_ledger_next_close,True,0.44368847118705124,0.5,False,5.6312,-0.24704549355649696,-0.28,True,0.0,1.3992901065669034,0.0,False
