rebalance_date,ticker,Name,sector,weight,period_forward_return,weighted_forward_return,main_v3_score,main_v3_sleeves,main_v3_style_regime,main_v3_replacement_score,main_v3_replacement_catalyst_score,main_v3_replacement_decay_score,score,score_total,portfolio_sleeve_label,portfolio_candidate_gate_label,portfolio_future_winner_engine_score,portfolio_early_scout_engine_score,portfolio_monster_early_score,portfolio_stale_mega_leader_score,portfolio_risk_entry_block_score,rs_acceleration_score,regime_state,style_regime,theme_horizon_primary,theme_holding_profile_primary,research_only_backtest,production_activation_allowed
2019-05-31,HEI,HEICO CORP,Industrials,0.2342716802084453,0.0960678287828531,0.022505971662936237,2.3265026281535097,"core,future",cash_defense,0.8982868658130896,0.13424307885568107,0.15779355971108067,1.4994763840951046,,future_winner,future_relaxed,0.5796513815873865,0.4999328736311953,0.541614529446904,0.0,0.1083333333333333,0.0532449126755429,bear,cash_defense,unknown,neutral,True,False
2019-05-31,SBUX,STARBUCKS CORP,Consumer Discretionary,0.11831653985843406,0.1132421770987988,0.013398422560365877,2.3468429465436356,core,cash_defense,0.6745769303763121,0.2672875079519986,0.19505346673968116,4.404663085812422,,core_compounder,core_strict,0.3352645868686857,0.2811726271840529,0.4709981437105994,0.0,0.1333333333333333,-0.5588986054290075,bear,cash_defense,unknown,neutral,True,False
2019-05-31,HD,HOME DEPOT INC,Consumer Discretionary,0.08769407590331318,0.1171100536242524,0.010269857931566267,2.2699994752700468,core,cash_defense,0.7955239342044379,0.25,0.15779355971108067,5.904532019236793,,core_compounder,core_strict,0.5487490114359098,0.4003323700009405,0.3861041980004491,0.0,0.0270833333333333,0.3789407079013001,bear,cash_defense,unknown,neutral,True,False
2019-05-31,SHOP,Shopify,Software,0.02549370538952288,0.1134242423125566,0.0028916042175461732,1.3912402682050762,future,cash_defense,0.6192136309999874,0.12079228131988583,0.2246032547764779,2.4453178562369704,,early_scout,adr_global_alpha_fallback,0.5796513815873865,0.4999328736311953,0.5259075765404961,0.0,0.2416666666666667,-1.0021454259809586,bear,cash_defense,unknown,neutral,True,False
2019-05-31,FDS,FACTSET RESEARCH SYSTEMS INC,Financials,0.024223998640284527,0.0279084119704284,0.000676053333624158,2.0443333545455937,core,cash_defense,0.5930419972283133,0.047559400638667725,0.15779355971108067,2.19593528001689,,early_scout,early_relaxed,0.4541629692577665,0.4126481950566782,0.4850663069908485,0.0,0.0,0.1322565090976488,bear,cash_defense,unknown,neutral,True,False
2019-06-28,HEI,HEICO CORP,Industrials,0.31959131336180674,0.0312220847037651,0.009978307056369864,2.0086188161164746,future,balanced,0.9695303105121327,0.07889949716764312,0.1303171919682254,1.1175943665596213,,future_winner,future_relaxed,0.6521438343998639,0.537123585970858,0.5771473372094856,0.0,0.2416666666666667,-0.5482580665284456,neutral,balanced,unknown,neutral,True,False
2019-06-28,HD,HOME DEPOT INC,Consumer Discretionary,0.21502478995900337,0.0317120361377829,0.006818873909699093,2.2894862441039048,"core,early",balanced,1.1340131659162345,0.298993081580501,0.015484485763357678,5.561409462340783,,core_compounder,core_strict,0.6521438343998639,0.499782778740051,0.5034571490875366,0.0,0.0135416666666666,0.4892001839093582,neutral,balanced,unknown,neutral,True,False
2019-06-28,SBUX,STARBUCKS CORP,Consumer Discretionary,0.0938069390875247,0.1421651704505622,0.013336079484823456,2.46445262805193,core,balanced,0.8690592479468975,0.30498893836087115,0.17381447865743765,4.991027189692356,,core_compounder,core_strict,0.464253384954312,0.3983839720857732,0.5106335998764562,0.0,0.1333333333333333,-2.007217179861565,neutral,balanced,unknown,neutral,True,False
2019-06-28,MSCI,MSCI INC,Financials,0.08043682138635853,-0.0586802286089476,-0.0047200510675286045,1.6219535330473964,future,balanced,0.9274649209426553,0.2670661101984042,0.08156258734992773,1.6189788118215165,,future_winner,future_relaxed,0.5774363563454038,0.391238242952414,0.5099036374752098,0.0,0.2416666666666667,-0.1359388102489158,neutral,balanced,unknown,neutral,True,False
2019-06-28,CHDN,CHURCHILL DOWNS INC,Consumer Discretionary,0.06993590733786952,0.056379318770861,0.003942938813331142,1.595430515452053,future,balanced,1.1515332645745897,0.4285088378635391,0.1596763701995619,0.7088159286317929,,early_scout,early_relaxed,0.5246308699239374,0.5121468864938532,0.5035682174416095,0.0,0.2166666666666666,1.8755634740646543,neutral,balanced,unknown,neutral,True,False
