source_run_id,source_commit_sha,source_branch,portfolio_policy,metric_mode,official_metric_source,candidate_source,target_book_source,source_artifact_name,source_of_truth_level,generated_at,production_mutation_allowed,portfolio,lane,trade_count,median_holding_days,pct_held_180d_plus,pct_held_365d_plus
27926056802,6ca5b35c5650435f1aa92bc96f9a5c5f23131f18,claude/pr146-review-analysis-6dkvd8,alphaops_vnext_production,broker_ledger_next_close,outputs/account_evaluation/official_metrics.json,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/reports/candidate_replay_book.csv,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/reports/operating_*_target_book.csv,minimal_operating_minimal_27926056802,GITHUB_ARTIFACT,2026-06-22T05:52:01.985786+00:00,False,concentrated,unassigned,392,33.0,0.007653061224489796,0.0
27926056802,6ca5b35c5650435f1aa92bc96f9a5c5f23131f18,claude/pr146-review-analysis-6dkvd8,alphaops_vnext_production,broker_ledger_next_close,outputs/account_evaluation/official_metrics.json,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/reports/candidate_replay_book.csv,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/reports/operating_*_target_book.csv,minimal_operating_minimal_27926056802,GITHUB_ARTIFACT,2026-06-22T05:52:01.985786+00:00,False,main,unassigned,1125,58.0,0.02666666666666667,0.0
