ticker,position_pnl_usd,avg_weight,max_weight,days_held,sector,industry_group,primary_lane
DDOG,-42141.08151245117,0.07348611318030417,0.2161800572087164,29,Information Technology,Software - Application,MARKET_LEADER
NVDA,-30029.993850708008,0.05552576939470406,0.0794200521926112,42,Information Technology,Semiconductors,MARKET_LEADER
BLD,-23060.939666748047,0.13423942480377732,0.2169684423415533,41,Consumer Discretionary,Construction & Engineering,MARKET_LEADER
ORLY,-15021.063003540039,0.057816113668204376,0.1010204629508663,41,Consumer Discretionary,Auto Manufacturers & Parts,QUALITY_COMPOUNDER
STLD,-13213.880153656006,0.01931983653532831,0.0316800866249999,42,Materials,Metals & Mining,MARKET_LEADER
MA,-12456.716705322266,0.046813539790662294,0.108522571433296,123,Financials,Consumer Finance,QUALITY_COMPOUNDER
MLI,-11669.882568359375,0.07432143513991606,0.1078444694465844,42,Industrials,Other,MARKET_LEADER
XPO,-11120.550518035892,0.18256103567731277,0.2305077001482806,33,Industrials,Transportation & Logistics,MARKET_LEADER
NET,-8761.018341064453,0.274099527893527,0.2844509517178812,7,Information Technology,Software - Infrastructure,MARKET_LEADER
WCC,-6250.767822265624,0.04814370414140358,0.0695971998924312,65,Industrials,Capital Goods - Machinery,QUALITY_COMPOUNDER
LOPE,-3885.08002471924,0.0743428756128378,0.0904569088775977,42,Consumer Discretionary,Other,MARKET_LEADER
ON,-3738.4194946289062,0.11372098926881807,0.119594203813453,13,Information Technology,Semiconductors,MARKET_LEADER
DXCM,-3003.698120117191,0.09757017379894828,0.1017389402602573,7,Health Care,Medical Devices,MARKET_LEADER
RKLB,-2869.25984954834,0.06422735054273625,0.0760391087872546,22,Industrials,Aerospace & Defense,MARKET_LEADER
FANG,-2711.268814086914,0.027886445084331107,0.0390906012764569,43,Energy,Oil Gas & Consumable Fuels,QUALITY_COMPOUNDER
ONTO,-2447.899444580078,0.11722786986605226,0.1203381323662645,13,Information Technology,Semiconductors,MARKET_LEADER
CTAS,-1929.010971069336,0.017816036267265457,0.023426499590005,44,Industrials,Commercial Services,QUALITY_COMPOUNDER
MSI,-878.7612304687464,0.11253812013597252,0.1150903145054936,22,Information Technology,Communication Equipment,QUALITY_COMPOUNDER
PCTY,-807.119384765625,0.08779350765042138,0.0897428086700341,7,Industrials,Software - Application,MARKET_LEADER
TXRH,-788.3473968505896,0.11295274972168205,0.117536497744642,22,Consumer Discretionary,Hotels Restaurants & Leisure,QUALITY_COMPOUNDER
BRKR,-730.1620330810547,0.01895754970758813,0.0213927526347084,23,Health Care,Medical Devices,QUALITY_COMPOUNDER
JBL,-626.9435806274414,0.12376580110912512,0.2919603578188812,123,Information Technology,Tech Hardware & Storage,MARKET_LEADER
DAL,-572.3030319213867,0.0940111552211361,0.0987197952011691,20,Industrials,Transportation & Logistics,MARKET_LEADER
TSLA,-554.3992309570294,0.0740582474057384,0.0788902850567691,29,Consumer Discretionary,Auto Manufacturers & Parts,MARKET_LEADER
RGLD,-477.007431030273,0.01796858197820394,0.0197993230860726,21,Materials,Metals & Mining,MARKET_LEADER
CHE,-390.1547241210974,0.06322199263776773,0.0643876623420307,22,Health Care,Diagnostics & Research,QUALITY_COMPOUNDER
PLNT,-382.6300506591797,0.03992013426208185,0.0418201065553106,19,Consumer Discretionary,Specialty Retail,QUALITY_COMPOUNDER
CW,-100.27735900878906,0.015072513325544342,0.0158388125408804,21,Industrials,Aerospace & Defense,QUALITY_COMPOUNDER
LOW,-81.20674133300804,0.011001658135300785,0.0115965384895506,21,Consumer Discretionary,Specialty Retail,QUALITY_COMPOUNDER
DPZ,-54.124908447265625,0.01040419542548028,0.0106953720296902,20,Consumer Discretionary,Hotels Restaurants & Leisure,QUALITY_COMPOUNDER
