ticker,side,quantity,reference_price,limit_price,gross_value_usd,estimated_fee_usd,cash_impact_usd,current_shares,current_weight,target_weight,target_value_usd,current_value_usd,trade_value_delta_usd,order_type,time_in_force,reason,status,estimated_cash_after_usd,client_order_id,idempotency_key
AMAT,SELL,74.0,435.44000244140625,434.35140243530276,32222.560180664062,80.55640045166015,32142.003780212402,74.0,0.09109165756335039,0.0,0.0,32222.560180664062,-32222.560180664062,limit,day,target_rebalance,ready,122716.49128189584,r1k-M-20260508-S-AMAT-3a650d400efd,3a650d400efd24d09ac05a4660dc373451345eb2b027f08ec11bb04eb1282bbe
MU,SELL,43.0,746.8099975585938,744.9429725646974,32112.82989501953,80.28207473754883,32032.547820281983,43.0,0.09078145522225092,0.0,0.0,32112.82989501953,-32112.82989501953,limit,day,target_rebalance,ready,154749.03910217783,r1k-M-20260508-S-MU-e1cb37b0cb44,e1cb37b0cb44df8fb5e6ce2ca677ee0d8a294e5a850a1fcc6c46422f1e18636e
GOOGL,SELL,44.0,400.79998779296875,399.7979878234863,17635.199462890625,44.087998657226564,17591.1114642334,44.0,0.04985387695851011,0.0,0.0,17635.199462890625,-17635.199462890625,limit,day,target_rebalance,ready,172340.15056641123,r1k-M-20260508-S-GOOGL-aa60ba73b14b,aa60ba73b14b32fabc81ffd811373a3cafcf5f8ce5ebef5bff0ee5d5e5e38b28
ETR,SELL,150.0,111.58999633789062,111.31102134704591,16738.499450683594,41.846248626708984,16696.653202056885,150.0,0.04731894832493647,0.0,0.0,16738.499450683594,-16738.499450683594,limit,day,target_rebalance,ready,189036.80376846812,r1k-M-20260508-S-ETR-1ef6f46824d1,1ef6f46824d12e16f3f21f4d0dae345625856a9113331cad0039249493a2a577
VZ,SELL,281.0,47.220001220703125,47.10195121765137,13268.820343017578,33.172050857543944,13235.648292160035,281.0,0.03751032916624272,0.0,0.0,13268.820343017578,-13268.820343017578,limit,day,target_rebalance,ready,202272.45206062816,r1k-M-20260508-S-VZ-14da7c40b371,14da7c40b3710b1a3c14a0785346043990cec916b936e7011261cea40ec0857f
KO,SELL,145.0,78.41999816894531,78.22394817352296,11370.89973449707,28.427249336242678,11342.472485160828,145.0,0.032144997138481644,0.0,0.0,11370.89973449707,-11370.89973449707,limit,day,target_rebalance,ready,213614.924545789,r1k-M-20260508-S-KO-3d41f61827bf,3d41f61827bff6c2195c3a091937467e0e0d74bbfbc445277690f7686d4fc24b
SCCO,SELL,60.0,185.2899932861328,184.8267683029175,11117.399597167969,27.793498992919922,11089.606098175049,60.0,0.03142836420887037,0.0,0.0,11117.399597167969,-11117.399597167969,limit,day,target_rebalance,ready,224704.53064396404,r1k-M-20260508-S-SCCO-db1038e11aa5,db1038e11aa536ad6fb9ca3d4104b87c805a22d1b895566457af67bcc9e964c1
APH,SELL,86.0,128.02999877929688,127.70992378234864,11010.579895019531,27.52644973754883,10983.053445281983,86.0,0.031126389950010474,0.0,0.0,11010.579895019531,-11010.579895019531,limit,day,target_rebalance,ready,235687.58408924603,r1k-M-20260508-S-APH-174b9f4016a1,174b9f4016a18e7e09153858f88e6c357a946b935e04bb61c85bd818bb61aa13
ADI,SELL,26.0,416.5199890136719,415.4786890411377,10829.519714355469,27.073799285888672,10802.44591506958,26.0,0.030614541360608004,0.0,0.0,10829.519714355469,-10829.519714355469,limit,day,target_rebalance,ready,246490.0300043156,r1k-M-20260508-S-ADI-f45d6d5f5dee,f45d6d5f5dee0dcf8b60a90f97953583fa082164c0f7de9e509af2eb0735e011
COST,SELL,10.0,1008.7899780273438,1006.2680030822754,10087.899780273438,25.219749450683594,10062.680030822754,10.0,0.028518016792144534,0.0,0.0,10087.899780273438,-10087.899780273438,limit,day,target_rebalance,ready,256552.71003513836,r1k-M-20260508-S-COST-13827f136117,13827f136117b57af9951abe64468f5c645ef4279d1a12a049977a0571f585f0
