as_of_date,account_source,approval_status,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,target_weight,target_value_usd,delta_weight,delta_value_usd,suggested_action,suggested_quantity_delta,preview_trade_value_delta_usd,preview_order_count,preview_order_status,monster_recommendation,monster_stage,monster_priority_score,monster_reason,portfolio_sources,source_current,source_target,risk_state,block_reason
2026-05-22,simulated_broker_replay,simulation_ready_preview_only,cash,CASH,0.0,1.0,99980.39758891924,0.09313125216671116,0.03273938013225138,35147.13016612123,-0.060391872034459775,-64833.26742279801,DEPLOY_CASH,0.0,0.0,0,,,,0.0,,,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-05-22,simulated_broker_replay,simulation_ready_preview_only,equity,MRVL,0.0,196.3300018310547,0.0,0.0,0.28851751609409093,309735.940399665,0.28851751609409093,309735.940399665,BUY,1576.0,309416.0828857422,2,ready,,,0.0,,"concentrated,main",account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-05-22,simulated_broker_replay,simulation_ready_preview_only,equity,ARM,0.0,306.510009765625,0.0,0.0,0.2865689420696216,307644.06252660527,0.2865689420696216,307644.06252660527,BUY,1003.0,307429.5397949219,2,ready,,,0.0,,"concentrated,main",account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-05-22,simulated_broker_replay,simulation_ready_preview_only,equity,MTSI,0.0,385.9800109863281,0.0,0.0,0.11082253516982614,118972.74942955903,0.11082253516982614,118972.74942955903,BUY,300.0,115794.00329589844,1,cash_scaled,,,0.0,,concentrated,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-05-22,simulated_broker_replay,simulation_ready_preview_only,equity,VRT,49.0,327.4599914550781,16045.539581298828,0.014946341772324609,0.02851783272269256,30615.11777899444,0.01357149095036795,14569.578197695613,BUY,44.0,14408.239624023438,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-05-22,simulated_broker_replay,simulation_ready_preview_only,equity,LRCX,78.0,305.3500061035156,23817.30047607422,0.022185699097614232,0.021190951183597855,22749.395883037352,-0.0009947479140163772,-1067.9045930368666,SELL,-3.0,-916.0500183105468,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-05-22,simulated_broker_replay,simulation_ready_preview_only,equity,UMC,0.0,18.21999931335449,0.0,0.0,0.020337264365872926,21832.926433021024,0.020337264365872926,21832.926433021024,BUY,1198.0,21827.55917739868,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-05-22,simulated_broker_replay,simulation_ready_preview_only,equity,CBOE,0.0,357.3500061035156,0.0,0.0,0.019646334516199133,21091.183575824376,0.019646334516199133,21091.183575824376,BUY,59.0,21083.650360107426,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-05-22,simulated_broker_replay,simulation_ready_preview_only,equity,OKE,0.0,94.02999877929688,0.0,0.0,0.019552188884337206,20990.114198082454,0.019552188884337206,20990.114198082454,BUY,223.0,20968.689727783203,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-05-22,simulated_broker_replay,simulation_ready_preview_only,equity,SU,0.0,67.33999633789062,0.0,0.0,0.019480522296259784,20913.1770389321,0.019480522296259784,20913.1770389321,BUY,310.0,20875.398864746094,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-05-22,simulated_broker_replay,simulation_ready_preview_only,equity,RKLB,0.0,135.75999450683594,0.0,0.0,0.018360943807988563,19711.261465103187,0.018360943807988563,19711.261465103187,BUY,145.0,19685.19920349121,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-05-22,simulated_broker_replay,simulation_ready_preview_only,equity,FIX,0.0,1828.25,0.0,0.0,0.01806349334378819,19391.93562139471,0.01806349334378819,19391.93562139471,BUY,10.0,18282.5,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-05-22,simulated_broker_replay,simulation_ready_preview_only,equity,PWR,0.0,723.4400024414062,0.0,0.0,0.017682085671211392,18982.478109973825,0.017682085671211392,18982.478109973825,BUY,26.0,18809.44006347656,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-05-22,simulated_broker_replay,simulation_ready_preview_only,equity,PR,15153.0,20.440000534057617,309727.3280925751,0.2885094937720891,0.01425891636134628,15307.55888949722,-0.2742505774107428,-294419.7692030778,SELL,-14404.0,-294417.7676925659,2,ready,,,0.0,,"concentrated,main",account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-05-22,simulated_broker_replay,simulation_ready_preview_only,equity,ARW,0.0,217.3300018310547,0.0,0.0,0.01425891636134628,15307.55888949722,0.01425891636134628,15307.55888949722,BUY,70.0,15213.100128173828,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
