ticker,side,quantity,fill_price,gross_value,fee_usd,cash_delta,cash_after,shares_after,date,signal_date,reason,target_weight,fill_mode,risk_rule_action
ELS,BUY,995.0,50.220008850097656,49968.90880584717,124.92227201461792,-50093.83107786179,49906.16892213821,995.0,2019-06-03,2019-05-31,target_rebalance,0.5,next_close,
PEG,BUY,1060.0,46.920223236083984,49735.43663024902,124.33859157562256,-49859.775221824646,46.393700313565205,1060.0,2019-06-03,2019-05-31,target_rebalance,0.5,next_close,
ELS,SELL,995.0,51.358219146728516,51101.42805099487,127.75357012748718,50973.67448086738,51020.06818118095,0.0,2019-07-01,2019-06-28,target_exit,,next_close,
PEG,SELL,1060.0,46.531517028808594,49323.40805053711,123.30852012634277,49200.099530410764,100220.16771159171,0.0,2019-07-01,2019-06-28,target_exit,,next_close,
VEEV,BUY,306.0,163.47000122070312,50021.820373535156,125.05455093383789,-50146.874924469,50073.292787122715,306.0,2019-07-01,2019-06-28,target_rebalance,0.5,next_close,
WRB,BUY,1950.0,25.609556198120117,49938.63458633423,124.84658646583557,-50063.481172800064,9.811614322650712,1950.0,2019-07-01,2019-06-28,target_rebalance,0.5,next_close,
VEEV,SELL,306.0,165.24000549316406,50563.4416809082,126.40860420227051,50437.033076705935,50446.844691028586,0.0,2019-08-01,2019-07-31,target_exit,,next_close,
WRB,SELL,24.0,26.52721405029297,636.6531372070312,1.5916328430175781,635.0615043640137,51081.9061953926,1926.0,2019-08-01,2019-07-31,target_rebalance,0.5,next_close,
TER,BUY,957.0,53.21874237060547,50930.33644866943,127.32584112167359,-51057.66228979111,24.24390560149186,957.0,2019-08-01,2019-07-31,target_rebalance,0.5,next_close,
TER,SELL,957.0,50.78977584838867,48605.81548690796,121.5145387172699,48484.30094819069,48508.544853792184,0.0,2019-09-03,2019-08-30,target_exit,,next_close,
WRB,SELL,1926.0,27.533554077148438,53029.62515258789,132.57406288146973,52897.05108970642,101405.5959434986,0.0,2019-09-03,2019-08-30,target_exit,,next_close,
AEP,BUY,693.0,73.12709045410156,50677.07368469238,126.69268421173096,-50803.766368904115,50601.829574594485,693.0,2019-09-03,2019-08-30,target_rebalance,0.5,next_close,
BKNG,BUY,662.0,76.24681854248047,50475.39387512207,126.18848468780517,-50601.58235980987,0.24721478461287916,662.0,2019-09-03,2019-08-30,target_rebalance,0.5,next_close,
BKNG,SELL,3.0,77.67022705078125,233.01068115234375,0.5825267028808594,232.42815444946288,232.67536923407576,659.0,2019-10-01,2019-09-30,target_rebalance,0.5,next_close,
AEP,BUY,3.0,73.473876953125,220.421630859375,0.5510540771484375,-220.97268493652345,11.70268429755231,696.0,2019-10-01,2019-09-30,target_rebalance,0.5,next_close,
AEP,SELL,696.0,73.74185943603516,51324.33416748047,128.31083541870117,51196.02333206177,51207.726016359324,0.0,2019-11-01,2019-10-31,target_exit,,next_close,
BKNG,SELL,8.0,79.79021453857422,638.3217163085938,1.5958042907714844,636.7259120178222,51844.451928377144,651.0,2019-11-01,2019-10-31,target_rebalance,0.5,next_close,
LRCX,BUY,2006.0,25.778263092041016,51711.19576263428,129.2779894065857,-51840.47375204086,3.9781763362843776,2006.0,2019-11-01,2019-10-31,target_rebalance,0.5,next_close,
BKNG,SELL,325.0,74.45076751708984,24196.4994430542,60.4912486076355,24136.008194446564,24139.986370782848,326.0,2019-11-11,2019-11-08,weekly_relative_trim,,next_close,weekly_relative_trim
LRCX,SELL,1003.0,24.921335220336914,24996.099225997925,62.490248064994816,24933.60897793293,49073.59534871578,1003.0,2019-11-25,2019-11-22,weekly_relative_trim,,next_close,weekly_relative_trim
BKNG,SELL,326.0,73.99528503417969,24122.462921142578,60.30615730285645,24062.15676383972,73135.7521125555,0.0,2019-12-02,2019-11-29,target_exit,,next_close,
LRCX,SELL,1003.0,24.3590030670166,24432.08007621765,61.08020019054413,24370.99987602711,97506.75198858262,0.0,2019-12-02,2019-11-29,target_exit,,next_close,
CPRT,BUY,2217.0,21.989999771118164,48751.82949256897,121.87957373142243,-48873.70906630039,48633.04292228223,2217.0,2019-12-02,2019-11-29,target_rebalance,0.5,next_close,
PANW,BUY,1295.0,37.45166778564453,48499.90978240967,121.24977445602417,-48621.15955686569,11.883365416535526,1295.0,2019-12-02,2019-11-29,target_rebalance,0.5,next_close,
CPRT,SELL,2217.0,23.3700008392334,51811.291860580444,129.5282296514511,51681.763630928996,51693.64699634553,0.0,2020-01-02,2019-12-31,target_exit,,next_close,
PANW,SELL,1295.0,39.23500061035156,50809.32579040527,127.02331447601318,50682.30247592926,102375.94947227479,0.0,2020-01-02,2019-12-31,target_exit,,next_close,
LRCX,BUY,1846.0,27.71573257446289,51163.242332458496,127.90810583114624,-51291.150438289646,51084.799033985146,1846.0,2020-01-02,2019-12-31,target_rebalance,0.5,next_close,
MCHP,BUY,1073.0,47.460716247558594,50925.34853363037,127.31337133407592,-51052.66190496445,32.13712902069528,1073.0,2020-01-02,2019-12-31,target_rebalance,0.5,next_close,
MCHP,SELL,1073.0,43.027828216552734,46168.859676361084,115.42214919090272,46053.43752717018,46085.574656190875,0.0,2020-02-03,2020-01-31,target_exit,,next_close,
LRCX,SELL,120.0,28.69729995727539,3443.675994873047,8.609189987182617,3435.0668048858643,49520.64146107674,1726.0,2020-02-03,2020-01-31,target_rebalance,0.5,next_close,
CPRT,BUY,1960.0,25.200000762939453,49392.00149536133,123.48000373840333,-49515.48149909973,5.159961977005878,1960.0,2020-02-03,2020-01-31,target_rebalance,0.5,next_close,
