rebalance_date,ticker,original_weight,defended_weight,cash_after_defense,list_action,reason,period_forward_return,risk_adjusted_return,risk_return_cap,risk_exit_proxy,sector,regime_state,score,main_v2_score,risk_penalty,stage2_overext_penalty,explosion_exit_score,rs_acceleration_score
2026-03-31,COST,0.1457506630818038,0.1457506630818038,,hold,hold,0.0219323526411681,0.0219323526411681,-0.08,False,Consumer Staples,bear,4.924678422982877,1.8316316358021496,-4.031275640631866,0.0,0.0,1.211635244484646
2026-03-31,CW,0.1355295467780791,0.1355295467780791,,hold,hold,0.0366414168074324,0.0366414168074324,-0.08,False,Industrials,bear,0.5012125732031186,1.8095785849131287,-0.0654352760173994,0.0,0.0,-1.9033173011353608
2026-03-31,TRGP,0.1332127063881921,0.1332127063881921,,hold,hold,0.0554451865219802,0.0554451865219802,-0.08,False,Energy,bear,1.7673055769709238,1.745217269675688,-0.0341950385056171,0.0,0.0,1.882121815979585
2026-03-31,UI,0.108014789953462,0.0,,move_to_cash_proxy,distribution_risk_decay,0.2643899430309879,0.2643899430309879,-0.08,True,Information Technology,bear,0.2130632920703377,1.7456873738455825,1.9185127337569912,0.0,0.0,-2.0799576903552737
2026-03-31,FTI,0.0789300103927392,0.0,,move_to_cash_proxy,distribution_risk_decay,0.0799538294462032,0.0799538294462032,-0.08,True,Energy,bear,1.8029669497553549,1.731273023669342,0.945322472520189,0.0,0.0,-0.0314067805332207
2026-03-31,TPL,0.0696739806551866,0.0696739806551866,,hold,hold,-0.0487311906712029,-0.0487311906712029,-0.08,False,Energy,bear,0.4972559586106919,1.6997803849025577,1.2973638717080098,0.0,0.0,3.0
2026-03-31,WM,0.0368316383230508,0.0368316383230508,,hold,hold,0.018498457986978,0.018498457986978,-0.08,False,Industrials,bear,2.933368974825802,1.5244391256636465,-1.7924065633598196,0.0,0.0,0.6841558096254782
2026-03-31,SPG,0.0238733618636041,0.0238733618636041,,hold,hold,0.0919318725246158,0.0919318725246158,-0.08,False,Real Estate,bear,2.8327007732880043,1.4639161517168304,-0.9670956184660164,0.0,0.0,-0.0675926006331445
2026-03-31,PBR,0.0181833025638819,0.0181833025638819,,hold,hold,0.0794758875114289,0.0794758875114289,-0.08,False,Energy,bear,1.0174268160262212,1.4604085868553618,-0.7772452409814243,0.0,0.0,2.336741647062481
2026-03-31,CASH,0.0,0.1869448003462012,0.1869448003462012,cash_from_risk_exits,risk_exit_proxy_cash,0.0,0.0,-0.08,False,Cash,,,,,,,
