rebalance_date,original_return,net_return,return_delta,risk_exit_count,equity,drawdown
2019-04-30,-0.01342031106415163,-0.0009448759299771686,0.01247543513417446,5,0.9990551240700228,-0.0009448759299771625
2019-05-31,0.05393318701915331,0.05393318701915331,0.0,0,1.0529373509189348,0.0
2019-06-28,0.030096331001507257,0.030096331001507257,0.0,2,1.0846269019560413,0.0
2019-07-31,0.058412053695139826,0.058412053695139826,0.0,1,1.1479821867922906,0.0
2019-08-30,-0.08100688026401902,-0.034006899891026954,0.046999980372992065,6,1.108942871489363,-0.0340068998910269
2019-09-30,0.0024270222286314966,0.006657413449280491,0.004230391220648995,4,1.1163255626765,-0.02757588443444925
2019-10-31,0.0032639521588487307,0.005285936486482131,0.0020219843276334006,5,1.1222263886990445,-0.022435712321646206
2019-11-29,0.04020704397458265,0.04020704397458265,0.0,2,1.1673477944589041,0.0
2019-12-31,-0.015286298879481582,-0.005087936333527788,0.010198362545953793,2,1.1614084032016132,-0.005087936333527776
2020-01-31,-0.030661548627045326,-0.027820811101567092,0.0028407375254782333,2,1.1290970794043684,-0.03276719691946295
2020-02-28,-0.10610738159309908,-0.043437093049801236,0.06267028854329784,7,1.080052384504022,-0.07478097818769247
2020-03-31,0.09545448032679325,0.09545448032679325,0.0,0,1.1831482235925672,0.0
2020-04-30,0.10007638105437086,0.10007638105437086,0.0,0,1.3015534160606188,0.0
2020-05-29,0.06230453197409486,0.06273693006739892,0.00043239809330405943,2,1.3832088817029982,0.0
2020-06-30,0.12285803943887827,0.12427480828766795,0.0014167688487896762,2,1.5551069002984377,0.0
2020-07-31,0.06213705791263197,0.06213705791263197,0.0,0,1.6517366678226153,0.0
2020-08-31,-0.02995176158581918,-0.023383594365079637,0.0065681672207395445,5,1.613113127584323,-0.02338359436507964
2020-09-30,0.039819627980528696,0.039819627980528696,0.0,0,1.6773466922152378,0.0
2020-10-30,0.07299205453180223,0.07299205453180223,0.0,0,1.7997796734421503,0.0
2020-11-30,0.055500944897212495,0.055500944897212495,0.0,0,1.8996691459249864,0.0
2020-12-31,0.05449768050505764,0.05449768050505764,0.0,1,2.0031967081049222,0.0
2021-01-29,-0.01720849888883458,0.006856562022404147,0.02406506091123873,3,2.0169317505771196,0.0
2021-02-26,-0.07155386678591345,-0.03198596510980203,0.039567901676111426,5,1.952418241974308,-0.031985965109802006
2021-03-31,0.004818603132625096,0.0049418347072906835,0.00012323157466558737,1,1.962066770205644,-0.027202199755037126
2021-04-30,-0.0220250332351127,-0.013633335339796002,0.008391697895316698,5,1.93531725596836,-0.04046467838359258
2021-05-28,0.054342830780231444,0.0612324812443001,0.006889650464068656,2,2.053821533546213,0.0
2021-06-30,0.03482880753723304,0.03482880753723304,0.0,2,2.125353688453919,0.0
2021-07-30,0.05191870861876481,0.05375052451746749,0.0018318158987026822,1,2.239592563993451,0.0
2021-08-31,-0.02866206436373225,-0.024380456319605833,0.004281608044126417,4,2.184990275313295,-0.024380456319605837
2021-09-30,0.054669839851260026,0.054669839851260026,0.0,0,2.304443343741233,0.0
2021-10-29,-0.0021559186490747915,0.011435860600934298,0.01359177925000909,3,2.330796636583009,0.0
2021-11-30,-0.011013476904442217,0.0027970391149460885,0.013810516019388305,4,2.337315965944516,0.0
2021-12-31,-0.09477291105698935,-0.051574600698024844,0.0431983103589645,9,2.2167698282958095,-0.051574600698024886
2022-01-31,0.022914097376517308,0.025227935561895364,0.0023138381853780553,2,2.27269435467961,-0.027647785839169714
2022-02-28,0.021921245410560786,0.021921245410560786,0.0,3,2.3225146453717382,-0.006332614327047903
2022-03-31,-0.055257073172333374,-0.03441759034635179,0.02083948282598158,6,2.242579287733931,-0.04053225134767002
2022-04-29,0.017118224143819652,0.017118224143819652,0.0,0,2.280968262641648,-0.02410786736747328
2022-05-31,-0.1401680035994293,-0.05674309932243759,0.0834249042769917,8,2.151539053963245,-0.07948301157742621
2022-06-30,0.036170988820426124,0.036170988820426124,0.0,0,2.2293623490308594,-0.0461870018801811
2022-07-29,0.045845436868920036,0.045845436868920036,0.0,1,2.331568439861301,-0.002459028290123566
2022-08-31,-0.034892963903856815,-0.0321215249096324,0.002771438994224412,3,2.2566749061417837,-0.03450156546128125
2022-09-30,0.05521895948452594,0.05521895948452594,0.0,0,2.3812861463537733,0.0
2022-10-31,-0.0015420829964755008,-0.0015420829964755008,0.0,1,2.3776140054777386,-0.0015420829964755134
2022-11-30,-0.05841672111431373,-0.04005505342691615,0.01836166768739758,7,2.2823785494597435,-0.041535368206579104
2022-12-30,0.10509472476931926,0.10521107656760474,0.00011635179828548003,3,2.522510053783211,0.0
2023-01-31,0.048434560350216385,0.051374152273095594,0.002939591922879209,5,2.6521018693966836,0.0
2023-02-28,-0.026658341176716643,-0.014261524573613208,0.012396816603103435,4,2.6142788534145573,-0.014261524573613182
2023-03-31,-0.02696545649430717,-0.015349219711044484,0.011616236783262686,6,2.5741517129075597,-0.029391841010562803
2023-04-28,0.053338650228655936,0.060017823839510355,0.006679173610854419,6,2.7286466969490197,0.0
2023-05-31,0.08205034378355765,0.08205034378355765,0.0,2,2.9525330964975556,0.0
2023-06-30,0.015580432163169186,0.015803931143640385,0.00022349898047119808,2,2.9991947262539225,0.0
2023-07-31,-0.01340513872702018,-0.010813232799138137,0.002591905927882044,3,2.9667637354689913,-0.01081323279913815
2023-08-31,-0.07096838792567398,-0.05002297529590698,0.020945412629767,5,2.8183573864208333,-0.06029529801786493
2023-09-29,-0.02243164222133582,-0.018134486399176503,0.004297155822159317,2,2.767247922728766,-0.07733636015520218
2023-10-31,0.04421372901064778,0.04421372901064778,0.0,0,2.8895982724895735,-0.03654196001512644
2023-11-30,0.013511003204275153,0.013511003204275153,0.0,1,2.928639644008248,-0.023524675349706148
2023-12-29,0.04336938895853189,0.04336938895853189,0.0,2,3.055652955848618,0.0
2024-01-31,0.21625525246184077,0.21786307243738867,0.0016078199755479028,2,3.721366897112186,0.0
2024-02-29,0.02906684690009632,0.04203822731729542,0.012971380417199096,3,3.8778065646640467,0.0
2024-03-28,-0.041123378442721056,-0.01629662906355768,0.024826749379163376,4,3.814611389499488,-0.016296629063557666
2024-04-30,0.0232866566574356,0.030275265922756357,0.006988609265320758,1,3.9300997637085597,0.0
2024-05-31,-0.014369364294084329,0.007066528501120917,0.021435892795205247,3,3.957871925701055,0.0
2024-06-28,-0.026864711517761642,-0.019690326141205198,0.007174385376556444,3,3.879940136658881,-0.01969032614120525
2024-07-31,0.030485540603569436,0.03060359565471865,0.00011805505114921566,2,3.998680255765703,0.0
2024-08-30,0.06679630016791625,0.06803824254928238,0.001241942381366129,4,4.270743432884517,0.0
2024-09-30,0.026653139520652003,0.03423552500707754,0.007582385486425539,3,4.4169545764798475,0.0
2024-10-31,0.18375535166655135,0.18375535166655135,0.0,0,5.2285936179760855,0.0
2024-11-29,-0.06969150150778818,-0.03690485336651272,0.03278664814127546,5,5.035633137191594,-0.036904853366512724
2024-12-31,0.03799930130738123,0.05057919169225202,0.012579890384870791,2,5.290331390929464,0.0
2025-01-31,-0.05462759478158856,-0.03196286606825292,0.022664728713335643,6,5.121237237224511,-0.03196286606825305
2025-02-28,-0.06344729969797058,-0.04879044673038266,0.014656852967587924,6,4.871369784608056,-0.0791938302843822
2025-03-31,0.012826881265005599,0.019800552704036734,0.006973671439031135,2,4.967825598769041,-0.06096135919072576
2025-04-30,0.06741652584234012,0.06741652584234012,0.0,1,5.302739141628693,0.0
2025-05-30,0.038793587045855456,0.038793587045855456,0.0,0,5.50845141410093,0.0
2025-06-30,0.06274809845578351,0.06321043498781108,0.0004623365320275685,1,5.856643024095473,0.0
2025-07-31,-0.013898036497001214,-0.009112209967307428,0.004785826529693785,3,5.803276063156349,-0.009112209967307439
2025-08-29,0.09238242139517686,0.09238242139517686,0.0,2,6.339396757895402,0.0
2025-09-30,0.12397641998049909,0.12397641998049909,0.0,2,7.125332472775257,0.0
2025-10-31,-0.06363299030957052,-0.033960701539875036,0.029672288769695486,4,6.883351183294957,-0.03396070153987507
2025-11-28,0.11232546022097982,0.11232546022097982,0.0,0,7.656526772821189,0.0
2025-12-31,0.10696370735984734,0.13268294669947625,0.025719239339628913,3,8.672417306522537,0.0
2026-01-30,-0.0018267939595589307,0.0019754051876467804,0.003802199147205711,5,8.68954884465928,0.0
2026-02-27,-0.11875094896710338,-0.0603469382246152,0.05840401074248818,10,8.16516117733085,-0.06034693822461523
2026-03-31,0.051343323104544515,0.051343323104544515,0.0,2,8.584387685859232,-0.012102027467706944
