rebalance_date,ticker,weight,period_forward_return,risk_adjusted_return,action,reason,cum_return_before,peak_return_before
2019-04-30,GDDY,0.15,-0.1078216164314549,-0.08,risk_exit_proxy,hard_stop,0.0,0.0
2019-04-30,NOW,0.15,-0.0507028931635488,-0.0507028931635488,hold,hold,0.0,0.0
2019-04-30,SBUX,0.1180775958484043,-0.0221359167352789,-0.0221359167352789,hold,hold,0.0,0.0
2019-04-30,SHOP,0.1020143154936798,0.1256331321500048,0.1256331321500048,hold,hold,0.0,0.0
2019-04-30,PAYC,0.0895461345700649,0.0169291817007437,0.0169291817007437,risk_exit_proxy,distribution_risk_decay,0.0,0.0
2019-04-30,CPRT,0.0673381142222439,0.0538130359332365,0.0538130359332365,hold,hold,0.0,0.0
2019-04-30,MELI,0.0605403246549325,0.1615072347706942,0.1615072347706942,hold,hold,0.0,0.0
2019-04-30,UNH,0.0503063313376249,0.0381000857260387,0.0381000857260387,hold,hold,0.0,0.0
2019-04-30,CDNS,0.0419574421748274,-0.0883620380174052,-0.08,risk_exit_proxy,hard_stop,0.0,0.0
2019-04-30,UI,0.0328027543855045,-0.2859317119832857,-0.08,risk_exit_proxy,hard_stop,0.0,0.0
2019-04-30,W,0.0299404435867997,-0.1199531680629629,-0.08,risk_exit_proxy,hard_stop,0.0,0.0
2019-05-31,HEI,0.15,0.0960683236878499,0.0960683236878499,hold,hold,0.0,0.0
2019-05-31,MA,0.15,0.0598887446112887,0.0598887446112887,hold,hold,0.0,0.0
2019-05-31,SBUX,0.0814773654741995,0.1132420374300997,0.1132420374300997,hold,hold,-0.022135916735278927,0.0
2019-05-31,HD,0.0578541320245579,0.1171098624340922,0.1171098624340922,hold,hold,0.0,0.0
2019-05-31,SHOP,0.0499350057678817,0.1134242423125566,0.1134242423125566,hold,hold,0.12563313215000482,0.12563313215000482
2019-05-31,MELI,0.0413215477777132,0.085290387170348,0.085290387170348,hold,hold,0.16150723477069429,0.16150723477069429
2019-05-31,NOW,0.0407950601310375,0.0813358224960263,0.0813358224960263,hold,hold,-0.05070289316354881,0.0
2019-05-31,TSCO,0.020376706252846,0.0996924460525461,0.0996924460525461,hold,hold,0.0,0.0
2019-06-28,HEI,0.15,0.0312218528445378,0.0312218528445378,hold,hold,0.0960683236878499,0.0960683236878499
2019-06-28,MA,0.1266991774415189,0.0334027601467783,0.0334027601467783,hold,hold,0.05988874461128879,0.05988874461128879
2019-06-28,PAYC,0.0851292503149289,0.0566734356732789,0.0566734356732789,risk_exit_proxy,distribution_risk_decay,0.016929181700743756,0.016929181700743756
2019-06-28,SHOP,0.0760555115392839,0.0256318354898856,0.0256318354898856,hold,hold,0.2533072172860291,0.2533072172860291
2019-06-28,SBUX,0.0700817115743379,0.1421647158322214,0.1421647158322214,hold,hold,0.08859940438333469,0.08859940438333469
2019-06-28,PODD,0.0687130685596128,0.0358056595995892,0.0358056595995892,hold,hold,0.0,0.0
2019-06-28,MELI,0.0510954373152337,0.0154817869144261,0.0154817869144261,hold,hold,0.26057263652544727,0.26057263652544727
2019-06-28,NOW,0.0383507602982901,-0.0009929387042298,-0.0009929387042298,hold,hold,0.026508967814092177,0.026508967814092177
2019-06-28,WING,0.0311174190001267,0.0200127463711015,0.0200127463711015,risk_exit_proxy,distribution_risk_decay,0.0,0.0
2019-06-28,HD,0.0191652061689914,0.0317118582728894,0.0317118582728894,hold,hold,0.11710986243409227,0.11710986243409227
2019-07-31,HEI,0.15,0.0728854019327134,0.0728854019327134,hold,hold,0.13028960759759123,0.13028960759759123
