rebalance_date,ticker,original_weight,defended_weight,cash_after_defense,list_action,reason,period_forward_return,risk_adjusted_return,risk_return_cap,risk_exit_proxy,sector,regime_state,score,main_v2_score,risk_penalty,stage2_overext_penalty,explosion_exit_score,rs_acceleration_score
2019-04-30,GDDY,0.15,0.0,,move_to_cash_proxy,hard_stop,-0.1078216164314549,-0.08,-0.08,True,Information Technology,bull,0.5373801077334238,0.6852181548507014,0.3170569104948575,0.0,0.0,0.5067973285192302
2019-04-30,NOW,0.15,0.15,,hold,hold,-0.0507028931635488,-0.0507028931635488,-0.08,False,Information Technology,bull,5.032591152740799,1.7380234123156248,-1.4892395024309797,0.0,0.0,0.6558648489330277
2019-04-30,SBUX,0.1180775958484043,0.1180775958484043,,hold,hold,-0.0221359167352789,-0.0221359167352789,-0.08,False,Consumer Discretionary,bull,4.585174332620212,1.9629015439594275,-2.8638011854205727,0.0,0.0,-0.5986951428708222
2019-04-30,SHOP,0.1020143154936798,0.1020143154936798,,hold,hold,0.1256331321500048,0.1256331321500048,-0.08,False,Software,bull,0.7871946421308638,1.5413859551503708,0.1518141427980772,0.0,0.0,0.2239593186515169
2019-04-30,PAYC,0.0895461345700649,0.0,,move_to_cash_proxy,distribution_risk_decay,0.0169291817007437,0.0169291817007437,-0.08,True,Industrials,bull,1.0455438875006895,1.512266958098954,1.28847680934763,0.0,0.0,-0.1910228838710446
2019-04-30,CPRT,0.0673381142222439,0.0673381142222439,,hold,hold,0.0538130359332365,0.0538130359332365,-0.08,False,Industrials,bull,1.196173863420558,1.7297651003591217,0.5629739764044872,0.0,0.0,1.264781039453528
2019-04-30,MELI,0.0605403246549325,0.0605403246549325,,hold,hold,0.1615072347706942,0.1615072347706942,-0.08,False,Internet,bull,2.363391117069352,1.4354129123689383,0.9334317400623738,0.0,0.0,0.9445210330992346
2019-04-30,UNH,0.0503063313376249,0.0503063313376249,,hold,hold,0.0381000857260387,0.0381000857260387,-0.08,False,Health Care,bull,4.240103185834785,1.7951183935096382,-3.4414932083852494,0.0,0.0,-1.407713651564383
2019-04-30,CDNS,0.0419574421748274,0.0,,move_to_cash_proxy,hard_stop,-0.0883620380174052,-0.08,-0.08,True,Information Technology,bull,1.1655553021274383,1.37586609184124,-0.3252182428669883,0.0,0.0,0.5926719795016333
2019-04-30,UI,0.0328027543855045,0.0,,move_to_cash_proxy,hard_stop,-0.2859317119832857,-0.08,-0.08,True,Information Technology,bull,0.0826115847243857,1.3415954007595143,1.1920113723333414,0.0,0.0,-1.7382496501996396
2019-04-30,W,0.0299404435867997,0.0,,move_to_cash_proxy,hard_stop,-0.1199531680629629,-0.08,-0.08,True,Consumer Discretionary,bull,1.5592471906200631,1.3299181010795509,1.96482434478732,0.0,0.0,-1.9120203849906576
2019-04-30,CASH,0.0,0.3442467747171965,0.3442467747171965,cash_from_risk_exits,risk_exit_proxy_cash,0.0,0.0,-0.08,False,Cash,,,,,,,
2019-05-31,HEI,0.15,0.15,,hold,hold,0.0960683236878499,0.0960683236878499,-0.08,False,Industrials,bear,1.030093790684046,1.9171079574044467,0.7371824347248763,0.0,0.0,0.1760495344549948
2019-05-31,MA,0.15,0.15,,hold,hold,0.0598887446112887,0.0598887446112887,-0.08,False,Financials,bear,5.762591453789893,2.2986348709172906,-3.2754194728307104,0.0,0.0,-0.1374379134607665
2019-05-31,SBUX,0.0814773654741995,0.0814773654741995,,hold,hold,0.1132420374300997,0.1132420374300997,-0.08,False,Consumer Discretionary,bear,4.544948241383145,1.9684025688873308,-3.1295477355827725,0.0,0.0,-0.5162595088553606
2019-05-31,HD,0.0578541320245579,0.0578541320245579,,hold,hold,0.1171098624340922,0.1171098624340922,-0.08,False,Consumer Discretionary,bear,5.812853636066909,1.8897432209123728,-3.634929780830356,0.0,0.0,0.3690445313785088
2019-05-31,SHOP,0.0499350057678817,0.0499350057678817,,hold,hold,0.1134242423125566,0.1134242423125566,-0.08,False,Software,bear,2.5143726921573792,1.388847519114009,-0.5170888539512687,0.0,0.0,-0.8163699935044484
2019-05-31,MELI,0.0413215477777132,0.0413215477777132,,hold,hold,0.085290387170348,0.085290387170348,-0.08,False,Internet,bear,1.1983415666173112,1.3638640931172152,0.8184748316580638,0.0,0.0,-1.1084678083470116
2019-05-31,NOW,0.0407950601310375,0.0407950601310375,,hold,hold,0.0813358224960263,0.0813358224960263,-0.08,False,Information Technology,bear,4.788313075080547,1.362256055742591,-1.5030708008509104,0.0,0.0,-0.9935855300210228
2019-05-31,TSCO,0.020376706252846,0.020376706252846,,hold,hold,0.0996924460525461,0.0996924460525461,-0.08,False,Consumer Discretionary,bear,1.870832125328398,1.7184929361651615,-0.4829755534833946,0.0,0.0,-0.6404024965613316
2019-06-28,HEI,0.15,0.15,,hold,hold,0.0312218528445378,0.0312218528445378,-0.08,False,Industrials,neutral,1.0057476893849235,1.975389881073735,0.4879041450728832,0.0,0.0,-0.2545508814135382
2019-06-28,MA,0.1266991774415189,0.1266991774415189,,hold,hold,0.0334027601467783,0.0334027601467783,-0.08,False,Financials,neutral,5.564374540776211,2.2849340687948247,-3.306113826391,0.0,0.0,-0.4131892444020532
2019-06-28,PAYC,0.0851292503149289,0.0,,move_to_cash_proxy,distribution_risk_decay,0.0566734356732789,0.0566734356732789,-0.08,True,Industrials,neutral,1.1951098209138973,1.3985288342674158,0.8746395407959426,0.0,0.0,-3.0
2019-06-28,SHOP,0.0760555115392839,0.0760555115392839,,hold,hold,0.0256318354898856,0.0256318354898856,-0.08,False,Software,neutral,2.9554423476939613,1.3758709294095397,-1.165723991907018,0.0,0.0,-1.2267252885917723
2019-06-28,SBUX,0.0700817115743379,0.0700817115743379,,hold,hold,0.1421647158322214,0.1421647158322214,-0.08,False,Consumer Discretionary,neutral,4.91009678536884,2.1202060459468224,-3.611863118123347,0.0,0.0,-1.8452710846287848
2019-06-28,PODD,0.0687130685596128,0.0687130685596128,,hold,hold,0.0358056595995892,0.0358056595995892,-0.08,False,Health Care,neutral,0.1178612404514148,1.356526031929988,1.164259164482993,0.0,0.0,0.9214766994651185
2019-06-28,MELI,0.0510954373152337,0.0510954373152337,,hold,hold,0.0154817869144261,0.0154817869144261,-0.08,False,Internet,neutral,1.6070946701470628,1.305380181443915,0.7104969169161073,0.0,0.0,-2.9786088201722367
2019-06-28,NOW,0.0383507602982901,0.0383507602982901,,hold,hold,-0.0009929387042298,-0.0009929387042298,-0.08,False,Information Technology,neutral,4.057866503881175,1.2625665837343218,-1.5539630148884285,0.0,0.0,-1.6649524196400434
2019-06-28,WING,0.0311174190001267,0.0,,move_to_cash_proxy,distribution_risk_decay,0.0200127463711015,0.0200127463711015,-0.08,True,Consumer Discretionary,neutral,0.6967640487356253,1.2350268202194674,1.0336714083863736,0.0,0.0,-1.6809373770024054
