ticker,pnl_usd,contribution_return_on_start,positive_contribution_share
SNDK,428458.52813720703,4.23534749851379,0.39768664113714963
WDC,179057.92373657227,1.7700021812704068,0.16619798553055243
FTAI,61883.962478637695,0.6117280167617204,0.05743945694203973
CIEN,49257.90133666993,0.48691837250931197,0.0457201993789519
PLTR,40121.26560211181,0.3966019830294872,0.037239756727086896
ACLS,40089.32879638672,0.3962862850999201,0.03721011362241425
BE,35587.54357910156,0.3517857710320352,0.033031646572250425
LRCX,27363.517238616943,0.270490599851013,0.025398269717341798
CROX,25414.318840026855,0.25122261469159074,0.023589062727308527
ELF,25037.379638671882,0.24749653994057227,0.023239195295444093
SQM,18150.74829864502,0.17942162742575102,0.016847161746077845
TSCO,16424.533615112305,0.16235785447767986,0.015244923783023657
AVGO,15653.618343353271,0.1547372941354544,0.014529375638002245
ROKU,13143.189636230469,0.12992150159857466,0.012199245894312713
AMD,12715.44155883789,0.12569317696362053,0.011802218679355159
TLN,9272.07051086425,0.09165517329055627,0.008606150503956347
P,8051.795349121108,0.0795926537831087,0.007473515491539657
TEAM,6849.921691894531,0.06771203464875436,0.0063579603877780225
CHRW,6075.072937011719,0.060052591505009724,0.0056387612623495535
ZS,5750.522705078125,0.056844385989908326,0.005337520224671756
BKR,5414.801063537598,0.05352575017962921,0.005025910107907906
TSLA,5306.936944961548,0.052459504569402564,0.0049257927891974435
RH,4835.849868774414,0.04780277039635229,0.004488539181884515
UAL,4685.579383850105,0.04631733439583274,0.004349061121612456
CPRT,4555.680233001709,0.04503327069427272,0.004228491326416493
ENPH,4130.669540405272,0.04083200533130744,0.0038340048973077127
INTU,3294.4121704101562,0.032565533018289745,0.003057807522860671
PCTY,3030.2792053222656,0.029954557113985227,0.002812644584556964
MRNA,2624.7201232910156,0.025945572508057294,0.002436212751546455
NTNX,2188.3198852539135,0.021631720559405283,0.002031154774031182
SSD,1787.0301818847656,0.01766493910979065,0.0016586856929520113
MOS,1480.4073333740234,0.014633947242098683,0.0013740844942075371
EXEL,1340.8200874328613,0.013254115930322323,0.0012445224028068283
ARES,1328.96390914917,0.013136916640920654,0.0012335177351232047
ANET,1250.9399681091309,0.012365643619597355,0.0011610974727108772
PWR,907.5729751586914,0.00897143288702644,0.0008423910935952423
SAN,778.9662752151489,0.00770014516808164,0.0007230209254936934
BWA,724.0350761413574,0.007157145784689643,0.000672034884561637
ALGN,616.9501647949219,0.006098602701484966,0.0005726408104257248
HII,490.87921142578125,0.00485238104426019,0.00045562427160618173
UTHR,476.0009765625,0.004705308479070591,0.0004418145914148397
HEI,341.4371643066406,0.0033751342190175295,0.00031691515074480674
TPG,286.5873908996582,0.00283293973498355,0.0002660046874890227
MUSA,261.0258483886719,0.0025802618022960004,0.00024227897469325993
EXE,250.4029312133789,0.0024752533995436843,0.00023241899531815566
TREX,169.06019592285156,0.0016711738263517628,0.00015691829442362502
KBR,147.96284484863327,0.0014626247901452917,0.00013733615488243167
COF,117.30834960937318,0.0011596026043242493,0.00010888326516995954
FDS,101.8645935058596,0.001006939815547346,9.45486794679313e-05
CARR,66.81260299682253,0.0006604480302961064,6.201412254986657e-05
PDD,26.36016845703125,0.000260572415305355,2.4466981434733297e-05
GGG,-1.8898086547851705,-1.868091269769505e-05,0.0
CHRD,-22.49212646484375,-0.0002223365047097993,0.0
RRX,-40.21099853515619,-0.00039748900039183533,0.0
AFG,-41.198974609375,-0.0004072552244712732,0.0
DPZ,-54.12506103515648,-0.000535030643126203,0.0
LOW,-81.20657348632835,-0.0008027336026511681,0.0
CW,-100.27677917480469,-0.000991244141372355,0.0
SMG,-115.30078887939544,-0.001139757702758647,0.0
MRVL,-122.86083984375,-0.0012144894231884528,0.0
SAIA,-221.94044494628906,-0.0021938994012071214,0.0
PANW,-228.4797821044922,-0.002258541282407032,0.0
GEN,-319.0314884185773,-0.0031536522853106786,0.0
PLNT,-387.24005126953125,-0.0038278994926284823,0.0
CHE,-390.14959716796875,-0.0038566605911561145,0.0
RGLD,-493.45664978027344,-0.004877859232627061,0.0
DAL,-575.4021148681641,-0.0056878968390285,0.0
WSM,-586.6990432739276,-0.005799567897770778,0.0
JBL,-692.3742141723633,-0.006844175581659332,0.0
BRKR,-730.1626853942871,-0.007217717701962707,0.0
UI,-741.0860595703125,-0.007325696146674499,0.0
TXRH,-792.4335784912109,-0.007833270559446775,0.0
PODD,-850.3995361328125,-0.008406268778816315,0.0
MSI,-878.7612304687536,-0.008686626440692225,0.0
WMS,-1080.666160583496,-0.010682473143561988,0.0
DKS,-1099.5418701171857,-0.01086906107192873,0.0
HUBS,-1105.1098022460938,-0.010924100535179917,0.0
BLDR,-1238.1699295043945,-0.012239410746381737,0.0
THC,-1480.1396942138672,-0.014631301607170138,0.0
AMAT,-1484.0130615234375,-0.014669590158962392,0.0
LI,-1736.00006103516,-0.017160502202842164,0.0
NET,-1830.0766601562427,-0.018090457058656275,0.0
CTAS,-1835.2136840820312,-0.018141236959171934,0.0
ON,-2012.6694259643555,-0.019895401442128677,0.0
RGEN,-2025.5014190673865,-0.020022246740613352,0.0
DRS,-2636.0222396850586,-0.02605729485048688,0.0
FANG,-2711.271125793457,-0.026801136227459294,0.0
RBRK,-2750.6504135131836,-0.02719040369860084,0.0
RKLB,-2889.6298484802264,-0.028564226749320992,0.0
APP,-3692.1011352539062,-0.036496720873881054,0.0
FTNT,-3792.0503463745117,-0.03748472697831906,0.0
LOPE,-3880.540023803711,-0.03835945465750306,0.0
WBD,-3930.2403259277344,-0.03885074619788046,0.0
SHOP,-4206.640029907227,-0.04158297981668385,0.0
SN,-4719.0010070800745,-0.04664770986754699,0.0
BLD,-4761.329483032227,-0.04706613030492113,0.0
AMKR,-4893.294023513794,-0.04837061055147172,0.0
INTC,-5072.151763916016,-0.05013863390415381,0.0
FUTU,-5269.649185180664,-0.05209091202253517,0.0
WCC,-6250.764633178711,-0.06178931825218332,0.0
VST,-6504.571876525879,-0.06429822355484745,0.0
ETSY,-6725.970283508301,-0.06648676486656958,0.0
UBER,-7125.149131774902,-0.07043268034132041,0.0
WAL,-7163.357810974121,-0.07081037625175425,0.0
NOW,-7172.315589904785,-0.07089892462713886,0.0
FSLR,-8270.499038696289,-0.08175455759346151,0.0
NTLA,-8806.700012207031,-0.08705494795267062,0.0
KVUE,-9055.095022201538,-0.08951035288718658,0.0
SFM,-10301.95011138916,-0.1018356171454554,0.0
SE,-11023.990737915039,-0.1089730476330157,0.0
DXCM,-11488.889427185051,-0.11356860909662495,0.0
RUN,-11587.790058135986,-0.1145462499005567,0.0
MLI,-11741.50080871582,-0.11606569320769167,0.0
MA,-12456.718749999996,-0.12313568089513494,0.0
VKTX,-12542.260467529297,-0.12398126775025356,0.0
BEAM,-13686.40200805664,-0.13529120020202728,0.0
CRS,-14086.480690002441,-0.1392460106060933,0.0
STLD,-14424.4458694458,-0.14258682397153952,0.0
CELH,-14718.799514770508,-0.14549653376498115,0.0
TPL,-14912.761779785156,-0.1474138665754808,0.0
ORLY,-15135.35366821289,-0.149614205548638,0.0
NVDA,-15597.852661132812,-0.1541860458180917,0.0
AXON,-15879.571533203125,-0.15697085984733894,0.0
MU,-16974.20474243164,-0.1677913984060007,0.0
QRVO,-17095.590270996094,-0.1689913042568573,0.0
BROS,-17130.378814697266,-0.16933519184892434,0.0
LSCC,-17151.49814224243,-0.16954395812433867,0.0
ATI,-18754.047889709473,-0.1853852930924803,0.0
ONTO,-19288.699752807617,-0.19067037036890533,0.0
CRUS,-20187.03037261963,-0.19955044181946294,0.0
TPR,-20502.375381469727,-0.20266765295354583,0.0
VRT,-23350.712593078613,-0.23082369861929633,0.0
PENN,-23652.499923706055,-0.23380689099829544,0.0
HALO,-23966.25058746338,-0.23690834190109106,0.0
NRG,-25795.61605834961,-0.25499176879580404,0.0
CORT,-27541.317626953125,-0.27224817119227773,0.0
XPO,-27670.370204925537,-0.2735238664519066,0.0
KKR,-29156.77809906006,-0.28821712972656777,0.0
ZM,-29387.320068359375,-0.29049605589760114,0.0
DDOG,-31229.921142578125,-0.30871031781083835,0.0
LPX,-34317.43035888672,-0.3392305982514771,0.0
ALNY,-36384.6721496582,-0.35966545197100297,0.0
INSM,-39020.93795776367,-0.3857251545151926,0.0
DOCU,-41066.8197631836,-0.40594886303725836,0.0
LITE,-43955.80456542967,-0.43450671345194053,0.0
SMCI,-47674.23293304443,-0.4712636811651298,0.0
GEV,-48083.633056640625,-0.4753106347802276,0.0
BILL,-56313.431213378906,-0.5566628608357043,0.0
ALAB,-63114.762939453125,-0.6238945797090097,0.0
TER,-83756.86045837402,-0.827943397387911,0.0
