portfolio_kind,ticker,current_weight,target_weight,cleanup_action,cleanup_reason,projected_weight_after_cleanup_review
concentrated,SNDK,0.3836829992626897,0.2048804664817521,TRIM_REVIEW,current weight materially above target,0.2048804664817521
concentrated,BE,0.2361264042229797,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
concentrated,WDC,0.2105604620573278,0.3944878342444349,INCREASE_TO_MEANINGFUL_WEIGHT_REVIEW,target is meaningful and current is under target,0.3944878342444349
concentrated,CIEN,0.0707982257055582,0.0,FULL_EXIT_REVIEW,concentrated position below minimum meaningful weight,0.0
concentrated,LITE,0.0412226368664049,0.0,FULL_EXIT_REVIEW,concentrated position below minimum meaningful weight,0.0
concentrated,CASH,0.0576092718850395,0.0,CASH_NO_ACTION,cash row,0.0576092718850395
main,SNDK,0.1643813305364139,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,WDC,0.144109598120645,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,MRVL,0.1211248769497441,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,STM,0.1127518228880549,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,CIEN,0.055846991269392,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,ON,0.0501765040978455,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,MU,0.0497710448894957,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,LITE,0.0415702872737698,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,PWR,0.0369862696228116,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,FIX,0.029605719567836,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,COHR,0.0219835345489308,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,TER,0.0131797000985513,0.0,HOLD_REVIEW,protected HOLD/SHAKEOUT state,0.0131797000985513
main,KEYS,0.0091208850262724,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,CASH,0.1493914351102364,0.0,CASH_NO_ACTION,cash row,0.1493914351102364
main,AMAT,0.0,0.0706428889055141,NEW_POSITION_REVIEW,target-only position from production target,0.0706428889055141
main,CAT,0.0,0.2537861882196313,NEW_POSITION_REVIEW,target-only position from production target,0.2537861882196313
main,ENTG,0.0,0.0521183210207513,NEW_POSITION_REVIEW,target-only position from production target,0.0521183210207513
main,GOOG,0.0,0.2552079017736747,NEW_POSITION_REVIEW,target-only position from production target,0.2552079017736747
main,KLAC,0.0,0.0599999999999999,NEW_POSITION_REVIEW,target-only position from production target,0.0599999999999999
main,LRCX,0.0,0.0619065639315626,NEW_POSITION_REVIEW,target-only position from production target,0.0619065639315626
main,NXPI,0.0,0.0353862823322741,NEW_POSITION_REVIEW,target-only position from production target,0.0353862823322741
main,ROST,0.0,0.0334652540238506,NEW_POSITION_REVIEW,target-only position from production target,0.0334652540238506
main,TKR,0.0,0.0599999999999999,NEW_POSITION_REVIEW,target-only position from production target,0.0599999999999999
main,UMC,0.0,0.0468254335182551,NEW_POSITION_REVIEW,target-only position from production target,0.0468254335182551
main,VRT,0.0,0.0706611662744858,NEW_POSITION_REVIEW,target-only position from production target,0.0706611662744858
concentrated,MU,0.0,0.4006316992738129,NEW_POSITION_REVIEW,target-only position from production target,0.4006316992738129
