portfolio,official_metric_mode,status,valid_for_production,target_pass,cagr,cagr_target,cagr_gap_pp,max_dd,max_dd_target,max_dd_gap_pp,sharpe,start_date,end_date,years,ending_capital_usd,avg_cash_weight,latest_cash_weight,latest_position_count,broker_trade_count,total_fees_usd,order_preview_count,order_preview_buy_count,order_preview_sell_count,journal_trade_count,journal_win_rate,journal_avg_realized_return,journal_avg_holding_days,journal_profit_factor,legacy_cagr,legacy_max_dd,legacy_sharpe
main,broker_ledger_next_close,completed,True,False,0.3433467646244528,0.35,0.6653,-0.2593350230450131,-0.25,0.9335,1.2708383020209202,2019-06-03,2026-06-12,7.025325119780972,795359.2122037135,0.2679130353180229,0.16088992800798854,13,1671,39482.234062937496,13,8,5,1137,0.5795954265611257,0.11409380255404476,60.24626209322779,3.7707761699130256,0.33251852306784,-0.15524565653891098,1.8053664301478265
concentrated,broker_ledger_next_close,completed,True,False,0.4456994566932744,0.5,5.4301,-0.25878262050008727,-0.25,0.8783,1.4014706395996714,2019-06-03,2026-06-12,7.025325119780972,1332294.1459974574,0.42366950852946966,0.06545455598869707,5,597,42131.54266793251,5,3,2,398,0.5577889447236181,0.12299756775004432,53.379396984924625,3.9142490064003237,0.43396280411398447,-0.19815228908014249,1.6664449369099428
