row_type,ticker,projected_shares,reference_price,projected_market_value_usd,projected_weight
equity,GOOG,171.0,382.95001220703125,65484.452087402344,0.1786691047429936
equity,PLTR,167.0,134.10009765625,22394.71630859375,0.06110219733516726
equity,LRCX,77.0,288.2900085449219,22198.330657958984,0.06056637475034282
equity,VRT,60.0,367.69500732421875,22061.700439453125,0.0601935900962283
equity,GLW,111.0,196.16000366210938,21773.76040649414,0.05940796868124288
equity,FTI,285.0,73.25,20876.25,0.05695918311895706
equity,UMC,1295.0,15.984999656677246,20700.574555397034,0.05647986667952735
equity,PWR,27.0,765.8809814453125,20678.786499023438,0.05642041970544006
equity,SU,310.0,66.5,20615.0,0.05624638333021016
equity,OKE,232.0,88.63500213623047,20563.32049560547,0.05610537992421986
equity,FIX,10.0,2014.469970703125,20144.69970703125,0.05496320649011167
equity,NXPI,50.0,294.0299987792969,14701.499938964844,0.04011187005074353
equity,PR,729.0,20.155000686645508,14692.995500564575,0.04008866636884832
equity,ON,142.0,103.33499908447266,14673.569869995117,0.04003566508515001
equity,MLI,105.0,139.17999267578125,14613.899230957031,0.03987285850562564
equity,TKR,125.0,116.8949966430664,14611.8745803833,0.03986733440801324
equity,AKAM,99.0,147.55999755859375,14608.439758300781,0.039857962769908724
equity,ATO,1.0,182.77999877929688,182.77999877929688,0.0004987006488690603
equity,VTR,2.0,88.7249984741211,177.4499969482422,0.0004841581639726147
equity,STT,1.0,150.5,150.5,0.0004106272467230962
equity,LEA,1.0,136.86000061035156,136.86000061035156,0.00037341159626013245
equity,WEC,1.0,112.58999633789062,112.58999633789062,0.00030719282528100675
equity,PPL,2.0,36.470001220703125,72.94000244140625,0.00019901097925907352
equity,WBS,1.0,71.94499969482422,71.94499969482422,0.00019629619362245628
cash,CASH,0.0,1.0,213.51927165970324,0.0005825703032820251
