ticker,Name,sector,industry_group,source_universe,selected_main_current,selected_concentrated_current,current_main_weight,current_concentrated_weight,decision_bucket,selection_pressure_score,score,concentrated_score,portfolio_monster_early_score,portfolio_future_winner_engine_score,portfolio_early_scout_engine_score,relative_strength_composite,oneil_leadership_score,portfolio_candidate_minimum_pass,portfolio_candidate_gate_label,portfolio_risk_entry_block_score,portfolio_stale_mega_leader_score,portfolio_stale_leader_reason,portfolio_defensive_rotation_action,entry_quality_score,concentrated_entry_quality_gate_pass,selection_confirmation_score,trend_template_full,breakout_setup_quality_score,price_above_ma50,price_above_ma200,market_cap_live,dollar_vol_20d,sales_growth_yoy,eps_growth_yoy,revenues_ttm,months_held_main,first_held_main,last_held_main,months_held_concentrated,first_held_concentrated,last_held_concentrated
LNG,CHENIERE ENERGY INC,Energy,Oil Gas & Consumable Fuels,current_constituents_proxy,False,False,0.0,0.0,not_selected_low_priority,0.6660461285008237,5.149079409852958,,0.5406253536372078,0.6459332121273897,0.4579127853067864,,0.7598832068384076,True,future_relaxed,0.121875,0.0,,neutral,0.1557292035435116,,1.0,0.0,0.1761781299493122,1.0,1.0,,1163420784.3655396,0.2627481510315297,0.2334067365595464,19464000000.0,6,2022-01-31,2023-04-28,0,,
PR,PERMIAN RESOURCES CORP CLASS A,Energy,Oil Gas & Consumable Fuels,current_constituents_proxy,False,False,0.0,0.0,not_selected_low_priority,0.6630065897858319,3.322168361528546,,0.5834789474741082,0.6855482800720829,0.623030577595136,,0.8881751768241127,True,early_relaxed,0.325,0.0,,promote_monster_early,0.0,,1.0,1.0,0.5715704928262371,1.0,1.0,,296382456.2846565,0.6023407402945247,0.0,5000734000.0,2,2025-07-31,2026-02-27,5,2024-05-31,2026-02-27
VZ,VERIZON COMMUNICATIONS INC,Communication,Communication Equipment,current_constituents_proxy,False,False,0.0,0.0,not_selected_low_priority,0.6602965403624382,4.295930606688011,,0.5946024761849851,0.4833668193559526,0.3346292917211004,,1.12,True,future_relaxed,0.0,0.0,,promote_monster_early,0.4672655068288536,,1.0,1.0,0.7359885940279746,1.0,1.0,,1346412168.8243866,0.0,,138191000000.0,5,2020-03-31,2026-02-27,0,,
ETR,ENTERGY CORP,Utilities,Utilities,current_constituents_proxy,False,False,0.0,0.0,not_selected_low_priority,0.6594233937397035,3.548610763933084,,0.5777110375860801,0.6855482800720829,0.623030577595136,,0.3207604009069537,True,early_relaxed,0.0,0.0,,neutral,0.3554311835116672,,1.0,1.0,0.5759386407374922,1.0,1.0,,312422400.68943024,0.0898202161292085,0.0,12946686000.0,17,2022-05-31,2026-02-27,15,2022-05-31,2026-02-27
SLB,SLB NV,Energy,Oil Gas & Consumable Fuels,current_constituents_proxy,False,False,0.0,0.0,not_selected_low_priority,0.6493492586490939,2.9989581392611133,,0.5822678183110024,0.6330099749797202,0.4371190656957254,,0.2960583922747041,True,future_relaxed,0.1083333333333333,0.0,,promote_monster_early,0.0,,1.0,1.0,0.3290001929856653,1.0,1.0,,1061105627.6293564,0.1795592894521376,,33135000000.0,0,,,0,,
SNDK,SANDISK CORP,Information Technology,Tech Hardware & Storage,current_constituents_proxy+strategic_global_hardware,False,False,0.0,0.0,omitted_candidate_gate_block,0.6480148270181221,3.288932083828789,,0.4932398990092128,0.663922947677357,0.5031926033917752,,0.9036968719527434,False,rejected,0.3333333333333333,0.0,,neutral,0.0,,1.0,1.0,-0.5823859422326502,1.0,1.0,,12184408465.398865,,,7355000000.0,0,,,0,,
OKE,ONEOK INC,Energy,Oil Gas & Consumable Fuels,current_constituents_proxy,False,False,0.0,0.0,omitted_candidate_gate_block,0.6452388797364085,2.7106723694565127,,0.5488598933395068,0.6696698391825493,0.4989571613046862,,0.6019853976252321,False,rejected,0.0135416666666666,0.0,,neutral,0.3947555593309519,,1.0,0.0,0.3926598232534617,1.0,1.0,,481146874.2302704,0.5498663471287677,0.0,33629000000.0,1,2022-03-31,2022-03-31,0,,
CNQ,Canadian Natural Resources,Energy,Oil Gas & Consumable Fuels,adr_whitelist,False,False,0.0,0.0,not_selected_low_priority,0.6432537067545305,2.466956002263127,,0.5864346627990019,0.6474768260549404,0.5759560031293338,,0.5329051060944677,True,adr_global_alpha_fallback,0.1083333333333333,0.0,,promote_monster_early,0.0,,1.0,1.0,0.5245531006557579,1.0,1.0,,636884564.5054245,,,44167000000.0,0,,,0,,
SU,Suncor Energy,Energy,Oil Gas & Consumable Fuels,adr_whitelist,False,False,0.0,0.0,not_selected_low_priority,0.6380477759472818,2.0961707524232915,,0.6120091101085063,0.6855482800720829,0.623030577595136,,0.5329051060944677,True,adr_global_alpha_fallback,0.1083333333333333,0.0,,promote_monster_early,0.0,,1.0,1.0,0.6139589047630386,1.0,1.0,,367127802.8251457,,,52377000000.0,0,,,0,,
DAL,DELTA AIR LINES INC,Industrials,Transportation & Logistics,current_constituents_proxy,False,False,0.0,0.0,omitted_candidate_gate_block,0.6373970345963756,3.08358096365493,,0.4777031627318007,0.5239336595001991,0.4164703779619134,,0.9587080026300911,False,rejected,0.146875,0.0,,neutral,0.855301565863489,,1.0,1.0,0.224981650118778,1.0,1.0,,1032787756.4658736,0.0279188228995992,0.4307551250131161,63364000000.0,2,2024-03-28,2024-04-30,5,2024-02-29,2025-09-30
