rebalance_date,policy,gross_return,cost,turnover,net_return,cash_weight,n_positions,selected_tickers,monster_count,winner_count,scout_count,equity,drawdown
2019-04-30,lifecycle_review_main,-0.00905389370384032,0.000225,0.045,-0.00927889370384032,0.91,3,"ALGN,CDNS,ADBE",0,0,3,0.9907211062961597,-0.009278893703840274
2019-05-31,lifecycle_review_main,0.012675818872957136,0.0002625,0.0525,0.012413318872957135,0.835,6,"ALGN,CDNS,ADBE,SBAC,BR,MKTX",0,0,6,1.003019243302783,0.0
2019-06-28,lifecycle_review_main,0.00956262946246817,0.0007250000000000001,0.14500000000000002,0.00883762946246817,0.5449999999999999,9,"ALGN,CDNS,ADBE,SBAC,BR,MKTX,HEI,TT,NOC",0,0,5,1.0118835557188182,0.0
2019-07-31,lifecycle_review_main,0.02307073575216987,0.0008874999999999999,0.1775,0.02218323575216987,0.21999999999999997,11,"CDNS,ADBE,SBAC,BR,MKTX,HEI,TT,NOC,MU,HUM,RMD",0,1,4,1.0343304071890727,0.0
2019-08-30,lifecycle_review_main,-0.09001549032289509,0.0013111650485436892,0.26223300970873786,-0.09132665537143878,0.0,11,"CDNS,ADBE,SBAC,MKTX,HEI,NOC,MU,RMD,KLAC,TGT,EW",0,3,3,0.9398684705515162,-0.0913266553714388
2019-09-30,lifecycle_review_main,0.022360525208042343,0.0012128783552255854,0.2425756710451171,0.021147646852816757,0.0,12,"ADBE,SBAC,MKTX,HEI,NOC,MU,RMD,KLAC,TGT,EW,SYY,SHW",0,5,2,0.9597444770548367,-0.07211035237466623
2019-10-31,lifecycle_review_main,-0.007360462867894149,0.0022794117647058827,0.4558823529411765,-0.009639874632600031,0.0,11,"NOC,MU,RMD,KLAC,TGT,EW,SYY,SHW,AAPL,VST,J",1,1,4,0.9504926606166977,-0.08105509225066188
2019-11-29,lifecycle_review_main,0.04000869099679078,0.0007737864077669903,0.15475728155339805,0.03923490458902379,0.040000000000000036,12,"MU,RMD,KLAC,TGT,EW,SYY,SHW,AAPL,VST,J,DPZ,UNH",1,0,5,0.9877851494685611,-0.0450003764725474
2019-12-31,lifecycle_review_main,-0.021673083561329996,0.0012206349206349207,0.24412698412698414,-0.022893718481964916,0.0,12,"MU,RMD,KLAC,TGT,EW,SYY,AAPL,DPZ,UNH,LW,HCA,ELV",1,2,3,0.9651710743359623,-0.06686386900396735
2020-01-31,lifecycle_review_main,0.010664861460936075,0.00031746031746031746,0.06349206349206349,0.010347401143475758,0.0,12,"MU,RMD,KLAC,TGT,SYY,AAPL,DPZ,UNH,LW,HCA,ELV,ADBE",1,2,3,0.9751580866141958,-0.05720833513508061
2020-02-28,lifecycle_review_main,-0.11370157492514606,0.0015753968253968253,0.31507936507936507,-0.11527697175054288,0.020000000000000018,9,"MU,RMD,AAPL,DPZ,LW,ADBE,XYZ,NOW,TMUS",1,2,3,0.8627448154112577,-0.1658905032523612
2020-03-31,lifecycle_review_main,0.07648952924776742,0.0018,0.36,0.07468952924776742,0.48,9,"MU,DPZ,ADBE,XYZ,NOW,TMUS,GILD,AMZN,VRTX",0,1,6,0.9271828195352765,-0.10359125759918797
2020-04-30,lifecycle_review_main,0.08245231897292195,0.0018,0.36,0.08065231897292195,0.12,11,"DPZ,ADBE,XYZ,NOW,TMUS,GILD,AMZN,VRTX,INCY,CDNS,MOH",0,2,4,1.0019622640426489,-0.03129381377696172
2020-05-29,lifecycle_review_main,0.05102584653697674,0.0008168674698795182,0.16337349397590364,0.050208979067097224,0.0,12,"DPZ,ADBE,XYZ,NOW,TMUS,GILD,AMZN,VRTX,INCY,CDNS,MOH,MELI",1,5,1,1.0522697663839875,0.0
2020-06-30,lifecycle_review_main,0.05984577939612539,0.0008208509714533811,0.16417019429067622,0.05902492842467201,1.1102230246251565e-16,12,"DPZ,ADBE,XYZ,NOW,TMUS,GILD,AMZN,VRTX,INCY,CDNS,MOH,MELI",3,6,0,1.1143799140282487,0.0
2020-07-31,lifecycle_review_main,0.09111754678378788,0.0010045403969706757,0.20090807939413513,0.0901130063868172,1.1102230246251565e-16,12,"ADBE,XYZ,NOW,TMUS,AMZN,VRTX,INCY,CDNS,MOH,MELI,TWLO,SE",5,4,2,1.214800038338417,0.0
2020-08-31,lifecycle_review_main,-0.034870607126515574,0.001000352332167927,0.2000704664335854,-0.0358709594586835,0.0,12,"ADBE,XYZ,NOW,TMUS,AMZN,CDNS,MOH,MELI,TWLO,SE,WDAY,ROKU",6,1,3,1.1712239954127726,-0.03587095945868346
2020-09-30,lifecycle_review_main,0.017384944502119522,0.0006186051656434931,0.12372103312869862,0.01676633933647603,0.0,12,"ADBE,XYZ,NOW,TMUS,AMZN,CDNS,MELI,TWLO,SE,WDAY,ROKU,TT",6,1,2,1.1908611343588864,-0.019706044800816613
2020-10-30,lifecycle_review_main,0.16033539450947515,0.0018292682926829265,0.3658536585365853,0.15850612621679222,1.1102230246251565e-16,10,"ADBE,XYZ,NOW,MELI,SE,WDAY,ROKU,MLM,ALGN,GOOG",4,2,3,1.3796199196282484,0.0
2020-11-30,lifecycle_review_main,0.06676207738177346,0.001783783783783784,0.3567567567567568,0.06497829359798968,0.0,11,"NOW,MELI,SE,WDAY,ROKU,MLM,ALGN,GOOG,MU,TGT,STE",3,2,3,1.4692652678194875,0.0
2020-12-31,lifecycle_review_main,0.13948456046583385,0.0017288135593220338,0.34576271186440677,0.13775574690651182,0.0,12,"MELI,SE,ROKU,MLM,ALGN,GOOG,MU,TGT,STE,HPQ,AMAT,OLED",2,1,4,1.6716650021917572,0.0
2021-01-29,lifecycle_review_main,0.043592620377819497,0.0011548987411056375,0.2309797482211275,0.04243772163671386,0.0,12,"MELI,ROKU,MLM,ALGN,GOOG,MU,TGT,STE,HPQ,AMAT,OLED,KLAC",2,2,3,1.7426066562246074,0.0
