recommendation_date,as_of_date,recommended_next_review_date,recommendation_semantics,portfolio_kind,rank,ticker,company_name,sector,recommended_weight,current_account_weight,projected_account_weight_after_orders,trade_action_from_current,trade_value_delta_usd,estimated_order_quantity,target_value_per_100k_usd,reference_price,reference_price_date,reference_price_source,estimated_shares_per_100k,suggested_action,buy_logic,score,monster_early_score,stale_leader_score,risk_entry_block_score
2026-05-13,2026-05-13,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,1,GOOG,ALPHABET INC CLASS C,Communication,0.12,0.0,0.1194522396042498,BUY,0.0,0.0,12000.0,399.0400085449219,2026-05-13,price_cache_latest_close,30,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=core_compounder; dominant_archetype_label=emerging_growth,6.948261423590578,0.0,0.0,0.0
2026-05-13,2026-05-13,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,2,GEV,GE VERNOVA INC,Industrials,0.12,0.0,0.1189081431907918,BUY,0.0,0.0,12000.0,1062.5699462890625,2026-05-13,price_cache_latest_close,11,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=core_compounder; dominant_archetype_label=emerging_growth,6.374216704477395,0.0,0.0,0.0
2026-05-13,2026-05-13,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,3,MRVL,MARVELL TECHNOLOGY INC,Information Technology,0.0620623942401402,0.0,0.0617324833575853,BUY,0.0,0.0,6206.23942401402,177.9499969482422,2026-05-13,price_cache_latest_close,34,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=future_winner; dominant_archetype_label=emerging_growth,6.948791834841701,0.0,0.0,0.0
2026-05-13,2026-05-13,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,4,LRCX,LAM RESEARCH CORP,Information Technology,0.0620623942401402,0.0,0.0628169677213552,BUY,0.0,0.0,6206.23942401402,295.44000244140625,2026-05-13,price_cache_latest_close,21,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=core_compounder; dominant_archetype_label=emerging_growth,6.942545598738401,0.0,0.0,0.0
2026-05-13,2026-05-13,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,5,VRT,VERTIV HOLDINGS CLASS A,Industrials,0.0620623942401402,0.0,0.0621062494167047,BUY,0.0,0.0,6206.23942401402,369.989990234375,2026-05-13,price_cache_latest_close,16,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=core_compounder; dominant_archetype_label=emerging_growth,6.619901294162451,0.0,0.0,0.0
2026-05-13,2026-05-13,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,6,WDC,WESTERN DIGITAL CORP,Information Technology,0.0584699357972493,0.0,0.0580563100347523,BUY,0.0,0.0,5846.99357972493,494.0899963378906,2026-05-13,price_cache_latest_close,11,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=future_winner; dominant_archetype_label=emerging_growth,6.784211307186276,0.0,0.0,0.0
2026-05-13,2026-05-13,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,7,FIX,COMFORT SYSTEMS USA INC,Industrials,0.0563224517666814,0.0,0.0512297258936316,BUY,0.0,0.0,5632.24517666814,2034.6300048828125,2026-05-13,price_cache_latest_close,2,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=core_compounder; dominant_archetype_label=emerging_growth,3.487933986604351,0.0,0.0,0.0
2026-05-13,2026-05-13,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,8,FTI,TECHNIPFMC PLC,Energy,0.0549813639866352,0.0,0.0549000528545386,BUY,0.0,0.0,5498.136398663521,72.68000030517578,2026-05-13,price_cache_latest_close,75,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=future_winner; dominant_archetype_label=emerging_growth,2.306242474472122,0.0,0.0,0.0
2026-05-13,2026-05-13,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,9,NXPI,NXP Semiconductors,Semiconductors,0.0547573388073909,0.0,0.0542651256037591,BUY,0.0,0.0,5475.73388073909,298.4100036621094,2026-05-13,price_cache_latest_close,18,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=future_winner; dominant_archetype_label=emerging_growth,4.259862626488406,0.0,0.0,0.0
2026-05-13,2026-05-13,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,10,UMC,United Microelectronics,Semiconductors,0.0547350914833406,0.0,0.0548270900577039,BUY,0.0,0.0,5473.50914833406,15.920000076293945,2026-05-13,price_cache_latest_close,343,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=future_winner; dominant_archetype_label=emerging_growth,3.453541809794048,0.0,0.0,0.0
2026-05-13,2026-05-13,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,11,CBOE,CBOE GLOBAL MARKETS INC,Financials,0.0545466354382817,0.0,0.0543726965629092,BUY,0.0,0.0,5454.66354382817,366.70001220703125,2026-05-13,price_cache_latest_close,14,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=future_winner; dominant_archetype_label=emerging_growth,3.1576029619426738,0.0,0.0,0.0
2026-05-13,2026-05-13,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,12,ON,ON SEMICONDUCTOR CORP,Information Technology,0.04,0.0,0.0398171415938011,BUY,0.0,0.0,4000.0,115.70999908447266,2026-05-13,price_cache_latest_close,34,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=early_scout; dominant_archetype_label=emerging_growth,5.055313408432161,0.0,0.0,0.0
2026-05-13,2026-05-13,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,13,STM,STMicroelectronics,Semiconductors,0.04,0.0,0.0400795894905206,BUY,0.0,0.0,4000.0,63.38999938964844,2026-05-13,price_cache_latest_close,63,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=future_winner; dominant_archetype_label=emerging_growth,2.978287472002124,0.0,0.0,0.0
2026-05-13,2026-05-13,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,14,HPE,HEWLETT PACKARD ENTERPRISE,Information Technology,0.04,0.0,0.0400154672547627,BUY,0.0,0.0,4000.0,32.06999969482422,2026-05-13,price_cache_latest_close,124,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=early_scout; dominant_archetype_label=emerging_growth,3.756822014564776,0.0,0.0,0.0
2026-05-13,2026-05-13,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,15,PR,PERMIAN RESOURCES CORP CLASS A,Energy,0.04,0.0,0.0400335400308289,BUY,0.0,0.0,4000.0,20.239999771118164,2026-05-13,price_cache_latest_close,197,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=early_scout; dominant_archetype_label=compounder,2.7460417659856016,0.0,0.0,0.0
2026-05-13,2026-05-13,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,16,TKR,TIMKEN,Industrials,0.04,0.0,0.0398274645188064,BUY,0.0,0.0,4000.0,115.73999786376953,2026-05-13,price_cache_latest_close,34,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=early_scout; dominant_archetype_label=emerging_growth,2.2506964004620063,0.0,0.0,0.0
2026-05-13,2026-05-13,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,17,MLI,MUELLER INDUSTRIES INC,Industrials,0.04,0.0,0.0398220946281415,BUY,0.0,0.0,4000.0,139.5500030517578,2026-05-13,price_cache_latest_close,28,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=future_winner; dominant_archetype_label=emerging_growth,3.003877702417128,0.0,0.0,0.0
2026-05-13,2026-05-13,,latest_close_target_recommendation_not_yet_filled,main,18,CASH,Cash reserve,Cash,0.0,0.007737618185156299,0.0077376181851562,DEPLOY_CASH,0.0,0.0,0.0,1.0,2026-05-13,cash,0,NO_CASH_TARGET,residual cash after target stock weights,0.0,0.0,0.0,0.0
