rebalance_date,next_rebalance_date,gross_return,cost,net_return,turnover,missing_tickers,cash_weight,rebalance_action,active_rebalance_interval_months,next_scheduled_rebalance_date,target_n,weighting_mode,portfolio_mode,raw_gross_return,position_risk_return_delta,position_risk_exit_count,position_risk_enabled,position_risk_hard_stop,equity,equity_value_usd,bench_return,benchmark_equity,benchmark_value_usd,target_stock_names
2019-04-30,2019-05-31,0.006335792244684835,0.00125,0.0050857922446848345,0.25,0,0.0,initial_rebalance,1,2019-05-31,1,conviction_curve,concentrated_alpha,0.006335792244684835,0.0,0,True,-0.08,1.0050857922446848,100508.57922446847,-0.06131893163869451,0.9386810683613055,93868.10683613055,1
2019-05-31,2019-06-28,0.036119840750878485,0.00375,0.03236984075087848,0.75,0,0.0,rebalance,1,2019-06-28,1,conviction_curve,concentrated_alpha,0.036119840750878485,0.0,0,True,-0.08,1.0376202592806159,103762.02592806159,0.08011805644118142,1.0138863711765451,101388.6371176545,1
2019-06-28,2019-07-31,0.007912672486736994,0.00125,0.006662672486736993,0.25,0,0.0,rebalance,1,2019-07-31,1,conviction_curve,concentrated_alpha,0.007912672486736994,0.0,0,True,-0.08,1.0445335832338056,104453.35832338057,-0.0036331987329345505,1.0102027204974469,101020.27204974469,1
2019-07-31,2019-08-30,0.0044378252244350325,0.00375,0.0006878252244350326,0.75,0,0.0,rebalance,1,2019-08-30,1,conviction_curve,concentrated_alpha,0.0044378252244350325,0.0,0,True,-0.08,1.0452520397801235,104525.20397801235,-0.01601118650035893,0.9940281763363923,99402.81763363924,1
2019-08-30,2019-09-30,-0.020773240642440738,0.00125,-0.02202324064244074,0.25,0,0.0,rebalance,1,2019-09-30,1,conviction_curve,concentrated_alpha,-0.020773240642440738,0.0,0,True,-0.08,1.0222322025760437,102223.22025760438,0.011691962549935209,1.0056503165476978,100565.03165476977,1
2019-09-30,2019-10-31,0.011790588938796032,0.00375,0.008040588938796032,0.75,0,0.0,rebalance,1,2019-10-31,1,conviction_curve,concentrated_alpha,0.011790588938796032,0.0,0,True,-0.08,1.0304515515169577,103045.15515169577,0.043077969560411544,1.0489716902723578,104897.16902723578,1
2019-10-31,2019-11-29,0.012264904967974166,0.00375,0.008514904967974166,0.75,0,0.0,rebalance,1,2019-11-29,1,conviction_curve,concentrated_alpha,0.012264904967974166,0.0,0,True,-0.08,1.0392257485522263,103922.57485522263,0.01531182851795454,1.0650333649139971,106503.3364913997,1
2019-11-29,2019-12-31,0.016982461716038122,0.00375,0.013232461716038122,0.75,0,0.0,rebalance,1,2019-12-31,1,conviction_curve,concentrated_alpha,0.016982461716038122,0.0,0,True,-0.08,1.0529772634842647,105297.72634842647,0.046238282266118924,1.114278678263725,111427.8678263725,1
2019-12-31,2020-01-31,0.0071336166307993665,0.00375,0.0033836166307993666,0.75,0,0.0,rebalance,1,2020-01-31,1,conviction_curve,concentrated_alpha,0.0071336166307993665,0.0,0,True,-0.08,1.0565401348648438,105654.01348648437,-0.0027410715656029927,1.1112243606625787,111122.43606625787,1
2020-01-31,2020-02-28,-0.031226487381172896,0.00375,-0.0349764873811729,0.75,0,0.0,rebalance,1,2020-02-28,1,conviction_curve,concentrated_alpha,-0.031226487381172896,0.0,0,True,-0.08,1.019586072170041,101958.6072170041,-0.048843923519200194,1.0569478029777035,105694.78029777035,1
2020-02-28,2020-03-31,-0.04,0.00125,-0.04125,0.25,0,1.0,rebalance,1,2020-03-31,1,conviction_curve,concentrated_alpha,-0.11367052541180372,0.07367052541180372,1,True,-0.08,0.9775281466930268,97752.81466930268,-0.20054494325665084,0.8449822658042982,84498.22658042982,1
2020-03-31,2020-04-30,0.08265239879972619,0.00375,0.07890239879972619,0.75,0,0.0,rebalance,1,2020-04-30,1,conviction_curve,concentrated_alpha,0.08265239879972619,0.0,0,True,-0.08,1.0546574623613572,105465.74623613572,0.1458044930176079,0.9681844766787635,96818.44766787635,1
2020-04-30,2020-05-29,0.02379324444648756,0.00375,0.02004324444648756,0.75,0,0.0,rebalance,1,2020-05-29,1,conviction_curve,concentrated_alpha,0.02379324444648756,0.0,0,True,-0.08,1.075796219686778,107579.6219686778,0.07949242416213598,1.0451478077661074,104514.78077661074,1
2020-05-29,2020-06-30,0.03916136334831222,0.00375,0.035411363348312214,0.75,0,0.0,rebalance,1,2020-06-30,1,conviction_curve,concentrated_alpha,0.03916136334831222,0.0,0,True,-0.08,1.1138916305108473,111389.16305108473,0.019677785668236414,1.065714002318956,106571.40023189559,1
2020-06-30,2020-07-31,0.04728900807609593,0.00375,0.043539008076095925,0.75,0,0.0,rebalance,1,2020-07-31,1,conviction_curve,concentrated_alpha,0.04728900807609593,0.0,0,True,-0.08,1.1623893672075547,116238.93672075548,0.0573677893101745,1.1268516586688926,112685.16586688926,1
2020-07-31,2020-08-31,0.1281870772513959,0.00375,0.12443707725139588,0.75,0,0.0,rebalance,1,2020-08-31,1,conviction_curve,concentrated_alpha,0.1281870772513959,0.0,0,True,-0.08,1.3070337026909624,130703.37026909624,0.07043018748804863,1.2062160322601614,120621.60322601614,1
2020-08-31,2020-09-30,-0.04,0.00375,-0.04375,0.75,0,1.0,rebalance,1,2020-09-30,1,conviction_curve,concentrated_alpha,-0.0498116465481217,0.009811646548121701,1,True,-0.08,1.2498509781982328,124985.09781982328,-0.04135652814994395,1.1563311249670802,115633.11249670802,1
2020-09-30,2020-10-30,0.07300795200418886,0.00375,0.06925795200418886,0.75,0,0.0,rebalance,1,2020-10-30,1,conviction_curve,concentrated_alpha,0.07300795200418886,0.0,0,True,-0.08,1.3364130972586745,133641.30972586744,-0.02087079981069584,1.1321975695430155,113219.75695430156,1
2020-10-30,2020-11-30,0.01831992143973693,0.00375,0.01456992143973693,0.75,0,0.0,rebalance,1,2020-11-30,1,conviction_curve,concentrated_alpha,0.01831992143973693,0.0,0,True,-0.08,1.355884531096769,135588.45310967692,0.10640014017110544,1.2526635496437772,125266.35496437772,1
2020-11-30,2020-12-31,0.020991864042235964,0.00375,0.017241864042235964,0.75,0,0.0,rebalance,1,2020-12-31,1,conviction_curve,concentrated_alpha,0.020991864042235964,0.0,0,True,-0.08,1.3792625078389105,137926.25078389104,0.010430176521181167,1.2657290515882111,126572.90515882112,1
2020-12-31,2021-01-29,0.013489439649000845,0.00125,0.012239439649000846,0.25,0,0.0,rebalance,1,2021-01-29,1,conviction_curve,concentrated_alpha,0.013489439649000845,0.0,0,True,-0.08,1.3961439080637343,139614.39080637344,0.019783011092645797,1.2907689834560647,129076.89834560647,1
2021-01-29,2021-02-26,0.03147688144803251,0.00375,0.027726881448032512,0.75,0,0.0,rebalance,1,2021-02-26,1,conviction_curve,concentrated_alpha,0.03147688144803251,0.0,0,True,-0.08,1.4348546246870102,143485.462468701,0.03390692818493535,1.3345349946814515,133453.49946814516,1
2021-02-26,2021-03-31,0.03135319646813506,0.00375,0.02760319646813506,0.75,0,0.0,rebalance,1,2021-03-31,1,conviction_curve,concentrated_alpha,0.03135319646813506,0.0,0,True,-0.08,1.4744611987954581,147446.11987954582,0.03025511171709616,1.3749115000359131,137491.15000359132,1
2021-03-31,2021-04-30,0.014757055181693124,0.00125,0.013507055181693125,0.25,0,0.0,rebalance,1,2021-04-30,1,conviction_curve,concentrated_alpha,0.014757055181693124,0.0,0,True,-0.08,1.4943768275708538,149437.68275708536,0.04298397709378654,1.4340106644594406,143401.06644594404,1
2021-04-30,2021-05-28,0.03785128833614648,0.00375,0.03410128833614648,0.75,0,0.0,rebalance,1,2021-05-28,1,conviction_curve,concentrated_alpha,0.03785128833614648,0.0,0,True,-0.08,1.5453370026507032,154533.7002650703,0.0022372431821326977,1.437218895041608,143721.8895041608,1
2021-05-28,2021-06-30,0.06220043185046542,0.00375,0.05845043185046542,0.75,0,0.0,rebalance,1,2021-06-30,1,conviction_curve,concentrated_alpha,0.06220043185046542,0.0,0,True,-0.08,1.6356626178101408,163566.26178101407,0.02805780049690143,1.4775440960690627,147754.40960690627,1
