hypothesis_id,experiment_id,status,passed_discovery,production_ready,cagr_delta_pp,maxdd_delta_pp,sharpe_delta
main_future_alpha_concentration_v1,E2_main_v2_balanced,needs_full_challenger_backtest,False,False,0.0,0.0,0.0
concentrated_neutral_25_v1,E4_concentrated_balanced,needs_full_challenger_backtest,True,False,13.445809942687514,4.332503511417363,0.245547238427817
risk_governor_layered_exit_v1,E6_risk_sensing_on,counterfactual_available,True,False,-2.937219575004235,5.64744405347003,-0.0636541409809035
alpha_sprint_breakout_fallback_v1,weekly_leader_entry_broker_replay,counterfactual_available,False,False,-11.607270269845982,9.200693093384748,-0.471094137764515
counterfactual_replay_priority_v1,,infrastructure_or_guardrail,False,False,,,
