as_of_date,account_source,approval_status,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,target_weight,target_value_usd,delta_weight,delta_value_usd,suggested_action,suggested_quantity_delta,preview_trade_value_delta_usd,preview_order_count,preview_order_status,monster_recommendation,monster_stage,monster_priority_score,monster_reason,portfolio_sources,source_current,source_target,risk_state,block_reason
2026-05-22,simulated_broker_replay,simulation_ready_preview_only,cash,CASH,0.0,1.0,97737.326473397,0.08786094979263558,0.030890625515654777,34363.01517473537,-0.0569703242769808,-63374.31129866163,DEPLOY_CASH,0.0,0.0,0,,,,0.0,,,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-05-22,simulated_broker_replay,simulation_ready_preview_only,equity,MRVL,0.0,196.3300018310547,0.0,0.0,0.2951484043976662,328325.7923662332,0.2951484043976662,328325.7923662332,BUY,1671.0,328067.4330596924,2,ready,,,0.0,,"concentrated,main",account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-05-22,simulated_broker_replay,simulation_ready_preview_only,equity,ARM,0.0,306.510009765625,0.0,0.0,0.29336127834426323,326337.77695161715,0.29336127834426323,326337.77695161715,BUY,1064.0,326126.650390625,2,ready,,,0.0,,"concentrated,main",account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-05-22,simulated_broker_replay,simulation_ready_preview_only,equity,MTSI,0.0,385.9800109863281,0.0,0.0,0.11523091409046433,128183.92581537602,0.11523091409046433,128183.92581537602,BUY,323.0,124671.54354858398,1,cash_scaled,,,0.0,,concentrated,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-05-22,simulated_broker_replay,simulation_ready_preview_only,equity,VRT,48.0,327.4599914550781,15718.07958984375,0.014129764456528344,0.026901206541458743,29925.148914008412,0.012771442084930399,14207.069324164662,BUY,43.0,14080.77963256836,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-05-22,simulated_broker_replay,simulation_ready_preview_only,equity,LRCX,76.0,305.3500061035156,23206.600463867188,0.020861568776066007,0.020002839300314018,22251.3419181539,-0.0008587294757519889,-955.2585457132882,SELL,-3.0,-916.0500183105468,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-05-22,simulated_broker_replay,simulation_ready_preview_only,equity,UMC,0.0,18.21999931335449,0.0,0.0,0.01918263980086977,21338.944471510105,0.01918263980086977,21338.944471510105,BUY,1171.0,21335.61919593811,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-05-22,simulated_broker_replay,simulation_ready_preview_only,equity,CBOE,0.0,357.3500061035156,0.0,0.0,0.01851344040271199,20594.520922619336,0.01851344040271199,20594.520922619336,BUY,57.0,20368.95034790039,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-05-22,simulated_broker_replay,simulation_ready_preview_only,equity,OKE,0.0,94.02999877929688,0.0,0.0,0.018440964964535043,20513.89858039425,0.018440964964535043,20513.89858039425,BUY,218.0,20498.53973388672,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-05-22,simulated_broker_replay,simulation_ready_preview_only,equity,SU,0.0,67.33999633789062,0.0,0.0,0.01836046963823472,20424.354841056516,0.01836046963823472,20424.354841056516,BUY,303.0,20404.01889038086,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-05-22,simulated_broker_replay,simulation_ready_preview_only,equity,RKLB,0.0,135.75999450683594,0.0,0.0,0.017293065381913438,19236.964555322193,0.017293065381913438,19236.964555322193,BUY,141.0,19142.159225463867,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-05-22,simulated_broker_replay,simulation_ready_preview_only,equity,FIX,0.0,1828.25,0.0,0.0,0.016947021798608356,18852.02249909202,0.016947021798608356,18852.02249909202,BUY,10.0,18282.5,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-05-22,simulated_broker_replay,simulation_ready_preview_only,equity,NVT,0.0,164.66000366210938,0.0,0.0,0.0167888547776079,18676.076054109,0.0167888547776079,18676.076054109,BUY,113.0,18606.58041381836,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
