portfolio,official_metric_mode,status,valid_for_production,target_pass,cagr,cagr_target,cagr_gap_pp,max_dd,max_dd_target,max_dd_gap_pp,sharpe,start_date,end_date,years,ending_capital_usd,avg_cash_weight,latest_cash_weight,latest_position_count,broker_trade_count,total_fees_usd,order_preview_count,order_preview_buy_count,order_preview_sell_count,journal_trade_count,journal_win_rate,journal_avg_realized_return,journal_avg_holding_days,journal_profit_factor,legacy_cagr,legacy_max_dd,legacy_sharpe
main,broker_ledger_next_close,completed,True,False,0.21091695275130307,0.3,8.9083,-0.31687963309928746,-0.15,16.688,1.0028760256935103,2019-05-01,2026-05-08,7.019849418206708,383221.8710737216,0.053161870119544145,0.262807923697103,28,2636,39505.43500566602,41,16,25,1873,0.5525894287239722,0.04423278494269674,67.38387613454351,2.2675342305539,0.29661380780480173,-0.1565521458123409,1.7776333218625067
concentrated,broker_ledger_next_close,completed,True,False,0.31306004125285103,0.5,18.694,-0.3923096979843662,-0.18,21.231,1.0506311027845716,2019-05-01,2026-05-08,7.019849418206708,676612.4370955732,0.000438173991728232,5.5379111655396666e-05,3,401,64547.630267212386,7,4,3,244,0.6229508196721312,0.05276509900674862,51.96311475409836,3.1146213345412526,0.4352259081975951,-0.1251288170364555,1.7435623649459715
