as_of_date,account_source,approval_status,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,target_weight,target_value_usd,delta_weight,delta_value_usd,suggested_action,suggested_quantity_delta,preview_trade_value_delta_usd,preview_order_count,preview_order_status,monster_recommendation,monster_stage,monster_priority_score,monster_reason,portfolio_sources,source_current,source_target,risk_state,block_reason
2026-06-01,simulated_broker_replay,simulation_ready_preview_only,cash,CASH,0.0,1.0,705119.9787020923,0.6595744362782345,0.01462754895056972,15637.623954453273,-0.6449468873276648,-689482.354747639,DEPLOY_CASH,0.0,0.0,0,,,,0.0,,,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-06-01,simulated_broker_replay,simulation_ready_preview_only,equity,WDC,111.0,546.2000122070312,60628.20135498047,0.05671206736317636,0.18903156987090758,202084.75221312317,0.13231950250773122,141456.5508581427,MIXED_REVIEW,258.0,140919.60314941406,2,ready,,,0.0,,"concentrated,main",account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-06-01,simulated_broker_replay,simulation_ready_preview_only,equity,MU,8.0,1035.5,8284.0,0.00774891478778728,0.1886635900610778,201691.3623220078,0.18091467527329053,193407.3623220078,MIXED_REVIEW,186.0,192603.0,2,ready,,,0.0,,"concentrated,main",account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-06-01,simulated_broker_replay,simulation_ready_preview_only,equity,SNDK,39.0,1761.4300537109375,68695.77209472656,0.0642585326223191,0.11669241147090371,124750.36351522508,0.05243387884858461,56054.59142049852,MIXED_REVIEW,31.0,54604.33166503906,2,ready,,,0.0,,"concentrated,main",account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-06-01,simulated_broker_replay,simulation_ready_preview_only,equity,GOOG,0.0,372.5799865722656,0.0,0.0,0.06330898375201996,67680.65409988741,0.06330898375201996,67680.65409988741,BUY,181.0,67436.97756958008,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-06-01,simulated_broker_replay,simulation_ready_preview_only,equity,AAPL,0.0,306.3099975585937,0.0,0.0,0.04846362378168979,51810.17863820898,0.04846362378168979,51810.17863820898,BUY,169.0,51766.38958740234,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-06-01,simulated_broker_replay,simulation_ready_preview_only,equity,CAT,0.0,865.3599853515625,0.0,0.0,0.04717523907680433,50432.82720416142,0.04717523907680433,50432.82720416142,BUY,58.0,50190.87915039063,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-06-01,simulated_broker_replay,simulation_ready_preview_only,equity,AMZN,0.0,261.260009765625,0.0,0.0,0.042826723878479585,45784.03432290577,0.042826723878479585,45784.03432290577,BUY,175.0,45720.501708984375,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-06-01,simulated_broker_replay,simulation_ready_preview_only,equity,VRT,0.0,323.3900146484375,0.0,0.0,0.04044899428776887,43242.11555506859,0.04044899428776887,43242.11555506859,BUY,133.0,43010.87194824219,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-06-01,simulated_broker_replay,simulation_ready_preview_only,equity,LRCX,30.0,317.11999511718744,9513.599853515623,0.008899091572911409,0.028890727345431043,30885.716501457646,0.019991635772519632,21372.11664794202,BUY,67.0,21247.03967285156,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-06-01,simulated_broker_replay,simulation_ready_preview_only,equity,ARM,0.0,408.8500061035156,0.0,0.0,0.028890727345431043,30885.716501457646,0.028890727345431043,30885.716501457646,BUY,75.0,30663.750457763672,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-06-01,simulated_broker_replay,simulation_ready_preview_only,equity,TKR,0.0,126.54000091552734,0.0,0.0,0.023410719958404283,25027.29858909695,0.023410719958404283,25027.29858909695,BUY,197.0,24928.380180358887,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-06-01,simulated_broker_replay,simulation_ready_preview_only,equity,FIX,0.0,1787.8800048828125,0.0,0.0,0.022942897698396653,24527.17183483052,0.022942897698396653,24527.17183483052,BUY,13.0,23242.44006347656,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-06-01,simulated_broker_replay,simulation_ready_preview_only,equity,UMC,0.0,22.88999938964844,0.0,0.0,0.02078116751766757,22216.16786749004,0.02078116751766757,22216.16786749004,BUY,970.0,22203.299407958984,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-06-01,simulated_broker_replay,simulation_ready_preview_only,equity,ARW,0.0,217.50999450683597,0.0,0.0,0.020224497143884437,21621.057777534294,0.020224497143884437,21621.057777534294,BUY,99.0,21533.48945617676,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-06-01,simulated_broker_replay,simulation_ready_preview_only,equity,ON,0.0,120.91999816894533,0.0,0.0,0.020224497143884437,21621.057777534294,0.020224497143884437,21621.057777534294,BUY,178.0,21523.759674072266,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-06-01,simulated_broker_replay,simulation_ready_preview_only,equity,RKLB,0.0,122.38999938964844,0.0,0.0,0.018915391031258028,20221.55406198319,0.018915391031258028,20221.55406198319,BUY,165.0,20194.349899291992,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-06-01,simulated_broker_replay,simulation_ready_preview_only,equity,NVT,0.0,171.5500030517578,0.0,0.0,0.018146032472032857,19399.069045801818,0.018146032472032857,19399.069045801818,BUY,113.0,19385.150344848636,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
