signal,ic_all,n_all,ic_deep_bear,n_deep_bear,ic_bear,n_bear,ic_neutral,n_neutral,ic_bull,n_bull,ic_strong_bull,n_strong_bull
rs_acceleration_score,0.04144699016346262,536,,6,0.14090575420260318,101,-0.0488318271490788,259,0.13898731349311363,147,,6
h1_oversold_value_score,0.009651672804839369,536,,6,,101,0.008340088810854566,259,,147,,6
h6_dynamic_leader_score,-0.02452280688543604,536,,6,-0.03531762630777089,101,-0.03531877364018161,259,-0.04171363430226005,147,,6
stage2_overext_penalty,,536,,6,,101,,259,,147,,6
theme_phase_multiplier_primary,-0.07985737438137745,536,,6,-0.12187146257010399,101,-0.11466997156068096,259,-0.031997570453668106,147,,6
theme_phase_multiplier_max,-0.05043703397170563,536,,6,-0.11292083172998431,101,-0.08874823739512688,259,0.023050499969204788,147,,6
explosion_entry_score,,536,,6,,101,,259,,147,,6
explosion_exit_score,,536,,6,,101,,259,,147,,6
explosion_net_score,,536,,6,,101,,259,,147,,6
