portfolio,metric_source,cagr,cagr_target,cagr_pass,cagr_gap_pp,max_dd,max_dd_target,max_dd_pass,max_dd_improvement_needed_pp,sharpe,avg_turnover_monthly,target_pass
main,broker_ledger_next_close,0.20204996746216164,0.3,False,9.795,-0.3202239262888399,-0.15,False,17.0224,1.0570535173637137,0.0,False
concentrated,broker_ledger_next_close,0.2941501486165121,0.5,False,20.585,-0.32558014940398905,-0.18,False,14.558,1.0782318630667798,0.0,False
