split,feature,rows,auc,spearman
holdout,crisis_score,1687,0.47463728352246537,-0.022232508690218193
holdout,cash_raise_confirmation_score,1687,0.4204493074913848,-0.06973275806490696
holdout,liquidity_confirmation_score,1687,0.34998847648104653,-0.13152300285639756
holdout,market_trend_damage_score,1687,0.5077783752935754,0.0068426708312668534
holdout,volatility_stress_score,1687,0.5365679668122654,0.03277841117049741
holdout,credit_stress_score,1687,0.43961401698895936,-0.07288451801802738
holdout,rate_shock_score,1687,0.6194440176474462,0.104710137637672
holdout,vix_zscore_252d,1687,0.6306821923220439,0.1145536984979546
holdout,hy_oas_zscore_252d,735,0.19127169127169127,-0.22146528809424568
holdout,m2_6m_change_lag1m,1687,0.389119054412959,-0.09720048903277785
holdout,net_liquidity_13w_change_pct,1687,0.4659397704076033,-0.029856595419085433
holdout,fed_assets_13w_change_pct,1687,0.39256239162404793,-0.09417830401368299
holdout,reverse_repo_13w_change_pct,1661,0.4634834281888182,-0.03224170871731429
holdout,tga_13w_change_pct,1687,0.6072949362365284,0.0940532396128272
holdout,dxy_ret_20d,1687,0.5185254285651573,0.016239063134394285
test,crisis_score,2227,0.3086117719146482,-0.09917457390658108
test,cash_raise_confirmation_score,2227,0.2813851643598616,-0.11328337678975506
test,liquidity_confirmation_score,2227,0.3071925461361015,-0.0999533954826603
test,market_trend_damage_score,2227,0.36912035034602075,-0.06805850243763384
test,volatility_stress_score,2227,0.3976265138408305,-0.05485876426254503
test,credit_stress_score,2227,0.5,
test,rate_shock_score,2227,0.44323547433679356,-0.02942117929179067
test,vix_zscore_252d,2178,0.4978740027344982,-0.0008723532112519737
test,hy_oas_zscore_252d,0,,
test,m2_6m_change_lag1m,2101,0.6490416082281439,0.06225154127658832
test,net_liquidity_13w_change_pct,2162,0.5609815170826963,0.025113428996439528
test,fed_assets_13w_change_pct,2162,0.578026369567521,0.03213291062633932
test,reverse_repo_13w_change_pct,2162,0.38768713764550944,-0.0462679869927404
test,tga_13w_change_pct,2162,0.5293440910673468,0.01208451784831871
test,dxy_ret_20d,2207,0.30159206275957545,-0.09168680283878466
all,crisis_score,3914,0.4497578102402081,-0.03517535451526405
all,cash_raise_confirmation_score,3914,0.4065080407639485,-0.06545530839306907
all,liquidity_confirmation_score,3914,0.3642474858130017,-0.09506993763509379
all,market_trend_damage_score,3914,0.4834062859069691,-0.01165860951767119
all,volatility_stress_score,3914,0.5022556967729872,0.0016246094501832196
all,credit_stress_score,3914,0.49034676843271024,-0.013266613132000653
all,rate_shock_score,3914,0.5820824324129963,0.05747454761250109
all,vix_zscore_252d,3865,0.6177577001752826,0.07802680331475868
all,hy_oas_zscore_252d,735,0.19127169127169127,-0.22146528809424568
all,m2_6m_change_lag1m,3788,0.43579359785661037,-0.04295677899385156
all,net_liquidity_13w_change_pct,3849,0.48345810501402076,-0.010982593358770148
all,fed_assets_13w_change_pct,3849,0.4440291513688133,-0.03716052528539332
all,reverse_repo_13w_change_pct,3823,0.4296540161222269,-0.0468597967238562
all,tga_13w_change_pct,3849,0.5631815124753304,0.04194787553392029
all,dxy_ret_20d,3894,0.44168347258234897,-0.03961578749469774
