portfolio,cagr,cagr_target,cagr_gap_pp,cagr_pass,max_dd,max_dd_target,max_dd_improvement_needed_pp,max_dd_pass,target_pass
main_proxy,0.3250087016678953,0.25,0.0,True,-0.15838304938301584,-0.2,0.0,True,True
concentrated,0.386765273780979,0.4,1.3234726219020998,False,-0.24389301594499935,-0.22,2.3893015944999347,False,False
unified_balanced,0.2585919234503886,0.28,2.140807654961141,False,-0.13047636266245166,-0.22,0.0,True,False
