rebalance_date,regime_state,main_capacity,concentrated_capacity,cash_capacity,main_return,concentrated_return,net_return,equity,main_names,concentrated_source_proxy
2019-05-31,bear,0.55,0.05,0.39999999999999997,0.038172523087662065,0.01700949582959104,0.02184536248969369,1.0218453624896937,14,False
2019-06-28,neutral,0.55,0.25,0.19999999999999996,0.017432307837273363,0.006981304348486644,0.011333095397622011,1.0334260334644072,14,False
2019-07-31,neutral,0.55,0.25,0.19999999999999996,0.01631626616399142,-0.0026483683679442947,0.008311854298209208,1.0420157200825397,14,False
2019-08-30,neutral,0.55,0.25,0.19999999999999996,0.011278550483130626,0.03352129469033483,0.014583526438305553,1.0572119838854934,14,False
2019-09-30,neutral,0.55,0.25,0.19999999999999996,0.01776702669585088,0.045654717052697295,0.02118554394589231,1.0796095948302236,14,False
2019-10-31,neutral,0.55,0.25,0.19999999999999996,0.0016534963020545688,-0.034128301072185216,-0.007622652301916291,1.07138010626702,16,False
2019-11-29,bull,0.6,0.25,0.15000000000000002,0.03234062964228044,0.022146380325350497,0.024940972866705886,1.0981013684273542,25,False
2019-12-31,neutral,0.55,0.25,0.19999999999999996,0.05885770743178427,0.03999127336007312,0.042369557427499635,1.1446274374181529,14,False
2020-01-31,neutral,0.55,0.25,0.19999999999999996,-0.042187463533005745,-0.03542203141141331,-0.03205861279600649,1.1079322696062792,14,False
2020-02-28,bear,0.55,0.05,0.39999999999999997,-0.052960682909558285,-0.08328947762423534,-0.03329284948146882,1.0710460473186152,14,False
2020-03-31,deep_bear,0.4,0.0,0.6,0.0989520452923167,0.10287380490154767,0.03958081811692668,1.1134389261123865,14,False
2020-04-30,bear,0.55,0.05,0.39999999999999997,0.11541975600547495,0.22902568755286362,0.07493215018065441,1.1968712989408263,21,False
2020-05-29,neutral,0.55,0.25,0.19999999999999996,0.03197646173049962,0.11857919996444215,0.04723185394288533,1.253401749320831,13,False
2020-06-30,bull,0.6,0.25,0.15000000000000002,0.08950714704577224,0.08170157172885338,0.07412968115967669,1.3463160213629652,21,False
2020-07-31,bull,0.6,0.25,0.15000000000000002,0.083398439183441,0.1250059702627633,0.08129055607575543,1.4557587993932595,26,False
2020-08-31,neutral,0.55,0.25,0.19999999999999996,-0.010063393474363629,-0.06191286031600417,-0.02101308148990104,1.4251688211119684,13,False
2020-09-30,neutral,0.55,0.25,0.19999999999999996,-0.013430909269232402,-0.01804849732930494,-0.011899124430404057,1.4082105599752248,14,False
2020-10-30,neutral,0.55,0.25,0.19999999999999996,0.06311598331657203,0.10667338544668852,0.06138213718578675,1.4946495337540977,21,False
2020-11-30,neutral,0.55,0.25,0.19999999999999996,0.05161692156162775,0.043908220028433295,0.03936636186600359,1.5534884481627151,28,False
2020-12-31,bull,0.6,0.25,0.15000000000000002,0.013297040016143657,-0.021922494594032668,0.0024976003611780267,1.5573684414719322,13,False
2021-01-29,neutral,0.55,0.25,0.19999999999999996,0.0423134604299952,0.09142270913236267,0.04612808051958803,1.6292068583388148,13,False
2021-02-26,neutral,0.55,0.25,0.19999999999999996,0.009605685651830892,0.02246755173118674,0.010900015041303675,1.646965237600103,14,False
2021-03-31,bull,0.6,0.25,0.15000000000000002,0.0548086432781263,0.02681912703365789,0.03958996772529025,1.712168538201366,18,False
2021-04-30,bull,0.6,0.25,0.15000000000000002,0.011722670193397094,0.028455628515613136,0.01414750924494154,1.7363914584244677,16,False
2021-05-28,bull,0.6,0.25,0.15000000000000002,0.05192757716540501,0.10283231610582427,0.056864625325699074,1.8351307081265191,13,False
2021-06-30,bull,0.6,0.25,0.15000000000000002,0.055748822530396376,0.07171709517925955,0.05137856731305271,1.9294170947422475,22,False
