signal,ic_all,n_all,ic_deep_bear,n_deep_bear,ic_bear,n_bear,ic_neutral,n_neutral,ic_bull,n_bull,ic_strong_bull,n_strong_bull
rs_acceleration_score,0.03969815483837377,726,,7,0.0585391960282887,138,-0.016584811068840292,357,0.11456950821513827,206,,5
h1_oversold_value_score,0.01073040183304212,726,,7,,138,0.014409954580638673,357,,206,,5
h6_dynamic_leader_score,0.0018676478230329197,726,,7,-0.03830045166675104,138,0.006335963561625228,357,0.007306878033913544,206,,5
stage2_overext_penalty,,726,,7,,138,,357,,206,,5
theme_phase_multiplier_primary,-0.038722372943049074,726,,7,-0.09474159460149668,138,-0.024808432339966924,357,-0.000844816637727122,206,,5
theme_phase_multiplier_max,-0.022907878327922963,726,,7,-0.07713872635370553,138,-0.03250340070570922,357,0.05718007760349229,206,,5
explosion_entry_score,,726,,7,,138,,357,,206,,5
explosion_exit_score,,726,,7,,138,,357,,206,,5
explosion_net_score,,726,,7,,138,,357,,206,,5
