rebalance_date,ticker,weight,stage,monster_onset_score,cum_return,peak_return,months_held,bad_months,period_forward_return,risk_adjusted_forward_return,weighted_forward_return,risk_exit_proxy,risk_exit_reason,hard_stop_proxy,sector,industry_group,theme_horizon_primary,theme_holding_profile_primary,theme_event_risk_sensitivity_max,theme_structural_growth_max,technical_leadership_signal,leadership_signal,growth_signal,rs_acceleration_score,revenue_growth_final,revision_score,portfolio_monster_early_score,portfolio_risk_entry_block_score,portfolio_defensive_rotation_action,distribution_risk_score,explosion_exit_score,stage2_overext_penalty
2019-04-30,ALGN,0.05,scout,1.380408533818093,0.0,0.0,0,0,-0.1456680915583611,-0.08,-0.004,True,monthly_hard_stop_proxy,-0.08,Health Care,Medical Devices,unknown,neutral,0.35,0.35,1.0,1.0,1.0,2.328679177382933,nan,1.0,0.3744397427591351,0.0135416666666666,neutral,0.5027381831122988,0.0,0.0
2019-04-30,CDNS,0.05,scout,1.3538923489320644,0.0,0.0,0,0,-0.0883620380174052,-0.08,-0.004,True,monthly_hard_stop_proxy,-0.08,Information Technology,Software - Application,unknown,neutral,0.35,0.35,1.0,1.897352919483448,1.0,0.597049858046157,nan,1.0,0.5911639916906101,0.1083333333333333,promote_monster_early,0.4065130085109977,0.0,0.0
2019-04-30,ADBE,0.05,scout,1.298971289020024,-0.06776632721891096,0.0,1,0,-0.067766327218911,-0.067766327218911,-0.00338831636094555,False,hold,-0.08,Information Technology,Software - Application,structural_growth,long_duration,0.15,1.0,1.0,1.897352919483448,1.0,0.0646952495656473,nan,1.0,0.5366063365005311,0.0135416666666666,neutral,0.151809073128744,0.0,0.0
2019-05-31,ADBE,0.05,scout,0.5764221378743912,0.03796329911846863,0.03796329911846863,2,0,0.1134153693697432,0.1134153693697432,0.00567076846848716,False,hold,-0.08,Information Technology,Software - Application,structural_growth,long_duration,0.15,1.0,0.4300652044762903,2.475683333214812,1.0,0.0848277558999779,nan,1.0,0.4300652044762903,0.0270833333333333,neutral,0.5259785323702689,0.0,0.0
2019-05-31,SBAC,0.05,scout,0.9879437053983697,0.040036897248732384,0.040036897248732384,1,0,0.0400368972487323,0.0400368972487323,0.002001844862436615,False,hold,-0.08,Real Estate,Equity REITs,unknown,neutral,0.35,0.35,1.0,1.0,1.0,0.3674197222280055,nan,1.0,0.510803181327703,0.0,neutral,0.5259785323702689,0.0,0.0
2019-05-31,BR,0.05,scout,0.9652154001453692,0.04162093251642496,0.04162093251642496,1,0,0.0416209325164249,0.0416209325164249,0.002081046625821245,False,hold,-0.08,Industrials,Software - Infrastructure,unknown,neutral,0.35,0.35,1.0,1.0,0.3202208946218877,1.8226830572445252,nan,0.0,0.3772578837438188,0.0135416666666666,neutral,0.5259785323702689,0.0,0.0
2019-05-31,MKTX,0.05,scout,0.8991243206372487,0.08691708135102916,0.08691708135102916,1,0,0.0869170813510291,0.0869170813510291,0.0043458540675514554,False,hold,-0.08,Financials,Capital Markets,unknown,neutral,0.35,0.35,1.0,1.0,0.8337267903988055,0.5772438693846325,nan,0.8337267903988055,0.5195035382909331,0.1083333333333333,neutral,0.5259785323702689,0.0,0.0
2019-06-28,ADBE,0.14,confirm,1.1266164502166618,0.05203149685527997,0.05203149685527997,3,0,0.0135536562311588,0.0135536562311588,0.001897511872362232,False,hold,-0.08,Information Technology,Software - Application,structural_growth,long_duration,0.15,1.0,0.94,1.9576750660734243,1.0,-0.0032897710238731,nan,1.0,0.5420323243888625,0.1333333333333333,neutral,0.0516149525445256,0.0,0.0
2019-06-28,SBAC,0.05,scout,0.6815839871072618,0.13687170762781764,0.13687170762781764,2,0,0.0931070913303631,0.0931070913303631,0.004655354566518155,False,hold,-0.08,Real Estate,Equity REITs,unknown,neutral,0.35,0.35,0.7611464299602181,0.7611464299602181,1.0,-0.3701284865706632,nan,1.0,0.4485221618872602,0.1333333333333333,neutral,0.0516149525445256,0.0,0.0
2019-06-28,BR,0.14,confirm,0.8653612041045536,0.037593628892206965,0.04162093251642496,2,0,-0.003866381231883,-0.003866381231883,-0.00054129337246362,False,hold,-0.08,Industrials,Software - Infrastructure,unknown,neutral,0.35,0.35,0.8657435068983994,0.8657435068983994,0.0278303218113891,1.7314870137967988,nan,0.0,0.3373291810221766,0.0135416666666666,neutral,0.1602469889749153,0.0,0.0
