rebalance_date,policy,gross_return,cost,turnover,net_return,cash_weight,n_positions,selected_tickers,monster_count,winner_count,scout_count
2019-04-30,lifecycle_review_concentrated,-0.01138831636094555,0.00037500000000000006,0.07500000000000001,-0.01176331636094555,0.85,3,"ALGN,CDNS,ADBE",0,0,3
2019-05-31,lifecycle_review_concentrated,0.014099506164071123,0.000625,0.125,0.013474506164071122,0.8,4,"ADBE,SBAC,BR,MKTX",0,0,4
2019-06-28,lifecycle_review_concentrated,0.016930066016354023,0.0010500000000000002,0.21000000000000002,0.015880066016354024,0.3799999999999999,7,"ADBE,SBAC,BR,MKTX,HEI,TT,NOC",0,0,4
2019-07-31,lifecycle_review_concentrated,0.044379912629746915,0.001057943925233645,0.21158878504672896,0.04332196870451327,0.0,7,"ADBE,SBAC,BR,MKTX,HEI,TT,NOC",0,1,1
2019-08-30,lifecycle_review_concentrated,-0.05378490969896881,0.0011561392201095714,0.2312278440219143,-0.05494104891907838,0.0,7,"ADBE,SBAC,MKTX,HEI,NOC,MU,KLAC",0,2,2
2019-09-30,lifecycle_review_concentrated,-0.00729114339422746,0.0025362068965517244,0.5072413793103449,-0.009827350290779184,0.020000000000000018,7,"ADBE,NOC,MU,KLAC,SYY,EW,SHW",0,2,4
2019-10-31,lifecycle_review_concentrated,0.0024428066476480433,0.0009648800000000002,0.19297600000000004,0.0014779266476480431,0.04595199999999999,7,"ADBE,NOC,MU,KLAC,SYY,EW,SHW",0,2,2
2019-11-29,lifecycle_review_concentrated,0.05280269960597197,0.00030558725821035063,0.06111745164207013,0.05249711234776162,0.0,7,"ADBE,NOC,MU,KLAC,SYY,EW,SHW",0,2,1
2019-12-31,lifecycle_review_concentrated,-0.004453500277028543,0.0008409113805358425,0.1681822761071685,-0.0052944116575643855,0.0,7,"ADBE,NOC,MU,KLAC,SYY,EW,UNH",0,3,1
2020-01-31,lifecycle_review_concentrated,-0.017890411479569247,0.0007856315405568912,0.15712630811137823,-0.01867604302012614,1.1102230246251565e-16,7,"ADBE,NOC,MU,KLAC,SYY,UNH,AMD",1,2,2
2020-02-28,lifecycle_review_concentrated,-0.06929200480348831,0.001156913598285603,0.2313827196571206,-0.0704489184017739,0.0,7,"ADBE,MU,KLAC,AMD,XYZ,NOW,TMUS",1,1,4
2020-03-31,lifecycle_review_concentrated,0.026564171770368378,0.0027844827586206893,0.5568965517241379,0.02377968901174769,0.8,4,"AMD,AMZN,GILD,VRTX",0,0,4
2020-04-30,lifecycle_review_concentrated,0.03588465594435135,0.001275,0.255,0.03460965594435135,0.2899999999999999,7,"AMD,AMZN,GILD,VRTX,INCY,CDNS,MOH",0,0,3
2020-05-29,lifecycle_review_concentrated,0.02552240071711357,0.001565,0.313,0.02395740071711357,0.0,7,"AMD,AMZN,VRTX,INCY,CDNS,MOH,MELI",0,2,1
