variant_id,status,portfolio_kind,trigger_mode,caution_multiplier,crisis_multiplier,cagr,max_dd,sharpe,trade_count,avg_cash_weight,total_fees_usd,target_distance,reason,valid_for_production
ma50_200_caution_0p90_crisis_0p70,completed,concentrated,ma50_200,0.9,0.7,0.23251823786214554,-0.22882979788393065,0.8956104008320681,649,0.07209683677616265,93258.04720530272,0.3163115600217851,,True
ma50_caution_0p90_crisis_0p70,completed,concentrated,ma50,0.9,0.7,0.2167059361791952,-0.22140273650793307,0.848138133569889,557,0.08280798106600012,80996.43256491661,0.3246968003287379,,True
trend60_caution_0p90_crisis_0p70,completed,concentrated,trend60,0.9,0.7,0.21850912304735393,-0.22682658011760504,0.8506040150579404,583,0.08070789388176094,83627.72649484634,0.3283174570702511,,True
ma50_200_caution_0p80_crisis_0p50,completed,concentrated,ma50_200,0.8,0.5,0.21493049267118436,-0.2415133322705777,0.878256357830437,647,0.12736094391901534,97906.00165692568,0.34658283959939334,,True
ma50_caution_0p80_crisis_0p50,completed,concentrated,ma50,0.8,0.5,0.18947934828339585,-0.22289621791600112,0.7902587269036744,555,0.14246003817721592,78757.31502564192,0.35341686963260527,,True
trend60_caution_0p80_crisis_0p50,completed,concentrated,trend60,0.8,0.5,0.1957958659826018,-0.23312049468421625,0.8073783145673747,582,0.13652202436791014,82754.98534595015,0.35732462870161447,,True
ma50_200_caution_0p70_crisis_0p40,completed,concentrated,ma50_200,0.7,0.4,0.20066952248929337,-0.24901029209119507,0.8507894726649957,646,0.16615321033627764,98114.18096835852,0.3683407696019017,,True
trend60_caution_0p70_crisis_0p40,completed,concentrated,trend60,0.7,0.4,0.18278558229836261,-0.24233636686108118,0.775767508464604,580,0.1679046828262409,80721.28270439626,0.37955078456271857,,True
ma50_caution_0p70_crisis_0p40,completed,concentrated,ma50,0.7,0.4,0.1727416587858155,-0.233200098223169,0.7445529273066257,554,0.17856359426514512,77299.17283266305,0.3804584394373535,,True
ma50_200_caution_0p60_crisis_0p25,completed,concentrated,ma50_200,0.6,0.25,0.18443215703721672,-0.2683022541170579,0.8125466433033964,646,0.2131953209441692,100055.35123587848,0.4038700970798412,,True
ma50_caution_0p60_crisis_0p25,completed,concentrated,ma50,0.6,0.25,0.15062113680547196,-0.2523434588483826,0.6721677301278783,555,0.22652290898863003,75410.40127425909,0.42172232204291066,,True
trend60_caution_0p60_crisis_0p25,completed,concentrated,trend60,0.6,0.25,0.1646261772155455,-0.2702104271160496,0.7212544563343627,584,0.21152110033387625,79039.34902995825,0.4255842499005041,,True
