as_of_date,snapshot_semantics,portfolio_kind,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,unrealized_pnl_usd,realized_pnl_usd,first_entry_date,latest_entry_date,holding_days,avg_entry_price,entry_reasons,entry_sleeves,daily_review_action,daily_review_reason,risk_state,account_source,approval_status,backtest_metric_mode,official_broker_cagr,official_broker_max_dd,official_broker_sharpe,official_broker_avg_cash_weight,daily_monitoring_backtest_status,daily_monitoring_position_risk_cagr,daily_monitoring_position_risk_max_dd,daily_monitoring_risk_action_count
2026-06-05,current_broker_ledger_mark_to_market,concentrated,equity,SNDK,194.0,1559.3199462890625,302508.0695800781,0.3276187510284192,72230.06958007812,0.0,,,,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.37337294516610453,-0.3172058170623199,1.271329958657573,0.4424745079126815,missing,,,0
2026-06-05,current_broker_ledger_mark_to_market,concentrated,equity,BE,795.0,263.6099853515625,209569.9383544922,0.2269659832615689,-21393.45291137696,0.0,,,,0.0,,,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.37337294516610453,-0.3172058170623199,1.271329958657573,0.4424745079126815,missing,,,0
2026-06-05,current_broker_ledger_mark_to_market,concentrated,equity,WDC,365.0,511.7200012207031,186777.80044555664,0.2022819086669363,41890.6242539172,93904.57170937012,,,,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.37337294516610453,-0.3172058170623199,1.271329958657573,0.4424745079126815,missing,,,0
2026-06-05,current_broker_ledger_mark_to_market,concentrated,equity,CIEN,136.0,488.2099914550781,66396.55883789062,0.0719080245008023,14790.563295264195,63859.646990113295,,,,0.0,,,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.37337294516610453,-0.3172058170623199,1.271329958657573,0.4424745079126815,missing,,,0
2026-06-05,current_broker_ledger_mark_to_market,concentrated,equity,LITE,56.0,863.6599731445312,48364.95849609375,0.0523796516173169,26019.61873827808,235578.83285092484,,,,0.0,,,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.37337294516610453,-0.3172058170623199,1.271329958657573,0.4424745079126815,missing,,,0
2026-06-05,current_broker_ledger_mark_to_market,concentrated,cash,CASH,0.0,1.0,109736.62954786042,0.118845680924956,0.0,0.0,,,,0.0,,,RESERVE_CASH,Combined cash is below target under macro gate `none`.,green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.37337294516610453,-0.3172058170623199,1.271329958657573,0.4424745079126815,missing,,,0
2026-06-05,current_broker_ledger_mark_to_market,main,equity,SNDK,63.0,1559.3199462890625,98237.15661621094,0.1376732730436633,50148.39581298828,1582.1990454101565,,,,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.3237647873677443,-0.28447925588519773,1.183406090589618,0.23359557398328665,missing,,,0
2026-06-05,current_broker_ledger_mark_to_market,main,equity,STM,1315.0,70.72000122070312,92996.8016052246,0.1303292409979089,19685.55160522461,206.08807050704988,,,,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.3237647873677443,-0.28447925588519773,1.183406090589618,0.23359557398328665,missing,,,0
2026-06-05,current_broker_ledger_mark_to_market,main,equity,WDC,174.0,511.7200012207031,89039.28021240234,0.1247830205854153,30903.14482927284,35728.82677972832,,,,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.3237647873677443,-0.28447925588519773,1.183406090589618,0.23359557398328665,missing,,,0
2026-06-05,current_broker_ledger_mark_to_market,main,equity,MRVL,297.0,263.4700012207031,78250.59036254883,0.109663341895151,29260.4412689209,-5912.50661376953,,,,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.3237647873677443,-0.28447925588519773,1.183406090589618,0.23359557398328665,missing,,,0
