as_of_date,ticker,shares,price,market_value_usd,weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd
2026-05-15,CNQ,715.0,47.97999954223633,34305.699672698975,0.12851616504599905,46.560001373291016,1015.2986907958984,14978.458957986832
2026-05-15,LNG,121.0,241.83999633789062,29262.639556884766,0.1096238307585671,275.202392578125,-4036.8499450683594,0.0
2026-05-15,PR,1617.0,20.84000015258789,33698.28024673462,0.12624064768462295,18.6336612701416,3567.6499729156494,5173.895276231766
2026-05-15,SLB,665.0,55.380001068115234,36827.70071029663,0.13796409657593137,50.029998779296875,3557.751522064209,0.0
