ticker,side,reason,risk_rule_action,signal_date,fill_date,fill_price,sell_fraction,portfolio_kind,price_return,drawdown_from_peak,benchmark_return,relative_return,protected,quantity,gross_value,fee_usd,cash_after,shares_after
W,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2019-05-03,2019-05-06,151.82000732421875,1.0,main,-0.08995286225697952,-0.08995286225697952,0.007607667222750525,-0.096823925277022,False,26.0,3947.3201904296875,9.86830047607422,4992.037856466767,0.0
AVGO,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2019-05-13,2019-05-14,25.191450119018555,1.0,main,-0.08002488622018411,-0.08002488622018411,-0.03752468419897814,-0.044157186499723444,False,239.0,6020.756578445435,15.051891446113586,10997.742543466087,0.0
KEYS,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2019-05-20,2019-05-21,75.36000061035156,1.0,main,-0.13160963162624817,-0.15445682353646573,-0.02693529344157808,-0.10757181663168824,False,46.0,3466.560028076172,8.66640007019043,14455.63617147207,0.0
ORLY,SELL,weekly_relative_trim,weekly_relative_trim,2019-06-21,2019-06-24,25.03266716003418,0.5,main,0.0054780844892448055,-0.030131963538845508,0.07597311186603051,-0.06551746191364216,False,55.0,1376.7966938018799,3.4419917345047,29711.52142956735,55.0
AVGO,SELL,weekly_relative_trim,weekly_relative_trim,2019-07-05,2019-07-08,23.155799865722656,0.5,main,-0.05889798281532943,-0.05889798281532943,0.009470343118921365,-0.06772692868124863,False,74.0,1713.5291900634766,4.283822975158691,1767.4743669986829,75.0
PEG,SELL,weekly_relative_trim,weekly_relative_trim,2019-07-05,2019-07-08,47.543067932128906,0.5,main,0.01500914614397808,-0.025519206743948808,0.09229518612382481,-0.07075563543780505,False,68.0,3232.9286193847656,8.082321548461914,4992.320664834986,68.0
AVGO,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2019-07-08,2019-07-09,23.203800201416016,1.0,main,-0.08453480692846294,-0.08453480692846294,0.003923646142534709,-0.08811272989822427,False,75.0,1740.2850151062012,4.350712537765503,6728.254967403422,0.0
CMS,SELL,weekly_relative_trim,weekly_relative_trim,2019-07-12,2019-07-15,47.633018493652344,0.5,main,0.027719417972854155,-0.009636647483533212,0.10030970719181642,-0.0659725973010139,False,2.0,95.26603698730469,0.23816509246826173,6823.282839298258,2.0
XYZ,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2019-08-02,2019-08-05,64.8499984741211,1.0,main,-0.1405285800329389,-0.1405285800329389,-0.0075296295284145165,-0.13400798095496613,False,36.0,2334.5999450683594,5.836499862670898,2344.119333004964,0.0
CBRE,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2019-08-14,2019-08-15,50.459999084472656,1.0,main,-0.08513760347978783,-0.08513760347978783,-0.037104901983092464,-0.04988362864824969,False,64.0,3229.43994140625,8.073599853515626,5565.485674557698,0.0
ORCL,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2019-08-14,2019-08-15,47.69785690307617,1.0,main,-0.08277106174886306,-0.12665335065117422,-0.03977523585206866,-0.04477683507251273,False,160.0,7631.6571044921875,19.079142761230468,13178.063636288654,0.0
BFAM,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2019-09-10,2019-09-11,151.5800018310547,1.0,main,-0.08166011439795084,-0.09271243583418742,0.02541812263848464,-0.10442397561778449,False,21.0,3183.1800384521484,7.9579500961303715,3654.327433228507,0.0
