portfolio_kind,ticker,current_weight,target_weight,cleanup_action,cleanup_reason,projected_weight_after_cleanup_review
concentrated,SNDK,0.3668891713446866,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
concentrated,BE,0.2463712024673215,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
concentrated,WDC,0.2010731217606569,0.2101482872270067,INCREASE_TO_MEANINGFUL_WEIGHT_REVIEW,target is meaningful and current is under target,0.2101482872270067
concentrated,CIEN,0.080885104083737,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
concentrated,LITE,0.0436313166646981,0.0,FULL_EXIT_REVIEW,concentrated position below minimum meaningful weight,0.0
concentrated,CASH,0.0611500836788997,0.0,CASH_NO_ACTION,cash row,0.0611500836788997
main,SNDK,0.1588895874612862,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,WDC,0.1370231624222331,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,MRVL,0.1151169965050783,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,STM,0.1105875903419154,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,CIEN,0.0634398460332099,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,ON,0.0513983395249779,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,MU,0.0474364618340608,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,LITE,0.0439299734415965,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,PWR,0.0391271617497701,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,FIX,0.0303730301703382,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,COHR,0.0232619487461694,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,TER,0.0133751043159332,0.0,HOLD_REVIEW,protected HOLD/SHAKEOUT state,0.0133751043159332
main,KEYS,0.009354061845273,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,CASH,0.1566867356081573,0.051185241641063,CASH_NO_ACTION,cash row,0.1566867356081573
main,AMAT,0.0,0.0434425697427146,NEW_POSITION_REVIEW,target-only position from production target,0.0434425697427146
main,AMKR,0.0,0.0371576359492502,NEW_POSITION_REVIEW,target-only position from production target,0.0371576359492502
main,ARW,0.0,0.0350434216544164,NEW_POSITION_REVIEW,target-only position from production target,0.0350434216544164
main,BE,0.0,0.0331863068649973,NEW_POSITION_REVIEW,target-only position from production target,0.0331863068649973
main,CAT,0.0,0.1203838033186998,NEW_POSITION_REVIEW,target-only position from production target,0.1203838033186998
main,CSCO,0.0,0.1037561669616538,NEW_POSITION_REVIEW,target-only position from production target,0.1037561669616538
main,ESI,0.0,0.04,NEW_POSITION_REVIEW,target-only position from production target,0.04
main,GE,0.0,0.0317382794815016,NEW_POSITION_REVIEW,target-only position from production target,0.0317382794815016
main,KIM,0.0,0.04,NEW_POSITION_REVIEW,target-only position from production target,0.04
main,KLAC,0.0,0.0371576359492502,NEW_POSITION_REVIEW,target-only position from production target,0.0371576359492502
main,LRCX,0.0,0.0434425697427146,NEW_POSITION_REVIEW,target-only position from production target,0.0434425697427146
main,NUE,0.0,0.0476238394096215,NEW_POSITION_REVIEW,target-only position from production target,0.0476238394096215
main,NXPI,0.0,0.0590799019049841,NEW_POSITION_REVIEW,target-only position from production target,0.0590799019049841
main,R,0.0,0.0381913986188053,NEW_POSITION_REVIEW,target-only position from production target,0.0381913986188053
main,ROST,0.0,0.0494595052657465,NEW_POSITION_REVIEW,target-only position from production target,0.0494595052657465
main,TKR,0.0,0.0453149700749329,NEW_POSITION_REVIEW,target-only position from production target,0.0453149700749329
main,UMC,0.0,0.0638367534196476,NEW_POSITION_REVIEW,target-only position from production target,0.0638367534196476
main,VRT,0.0,0.08,NEW_POSITION_REVIEW,target-only position from production target,0.08
concentrated,AMAT,0.0,0.2409579598134265,NEW_POSITION_REVIEW,target-only position from production target,0.2409579598134265
concentrated,AMD,0.0,0.2660056702683129,NEW_POSITION_REVIEW,target-only position from production target,0.2660056702683129
concentrated,TKR,0.0,0.282888082691254,NEW_POSITION_REVIEW,target-only position from production target,0.282888082691254
