portfolio,as_of_date,order_batch_id,client_order_id,ticker,side,quantity,reference_price,limit_price,gross_value_usd,estimated_fee_usd,cash_impact_usd,preview_status,lifecycle_status,source_orders_preview
main,2026-05-13,739315715cc64fb3edae0a7c5a2117a9a82d655a3091bb728d2841039b1bbda2,r1k-M-20260513-S-MU-12f5f84ae59f,MU,SELL,56.0,803.6300048828125,801.6209298706056,45003.2802734375,112.50820068359376,44890.77207275391,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-13,739315715cc64fb3edae0a7c5a2117a9a82d655a3091bb728d2841039b1bbda2,r1k-M-20260513-S-AMAT-c1045832d2fb,AMAT,SELL,62.0,436.6099853515625,435.5184603881836,27069.819091796875,67.67454772949219,27002.14454406738,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-13,739315715cc64fb3edae0a7c5a2117a9a82d655a3091bb728d2841039b1bbda2,r1k-M-20260513-S-LRCX-d661fb63878b,LRCX,SELL,82.0,295.44000244140625,294.7014024353027,24226.080200195312,60.56520050048828,24165.514999694824,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-13,739315715cc64fb3edae0a7c5a2117a9a82d655a3091bb728d2841039b1bbda2,r1k-M-20260513-S-BE-db4cbda00c3b,BE,SELL,79.0,289.760009765625,289.035609741211,22891.04077148437,57.22760192871094,22833.813169555666,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-13,739315715cc64fb3edae0a7c5a2117a9a82d655a3091bb728d2841039b1bbda2,r1k-M-20260513-S-WDC-60236d05aaf7,WDC,SELL,46.0,494.0899963378906,492.8547713470459,22728.13983154297,56.820349578857424,22671.31948196411,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-13,739315715cc64fb3edae0a7c5a2117a9a82d655a3091bb728d2841039b1bbda2,r1k-M-20260513-S-GOOG-527790269169,GOOG,SELL,52.0,399.0400085449219,398.0424085235596,20750.080444335938,51.875201110839846,20698.205243225097,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-13,739315715cc64fb3edae0a7c5a2117a9a82d655a3091bb728d2841039b1bbda2,r1k-M-20260513-S-ETR-c0c9175b3288,ETR,SELL,168.0,112.3499984741211,112.0691234779358,18874.799743652344,47.18699935913086,18827.61274429321,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-13,739315715cc64fb3edae0a7c5a2117a9a82d655a3091bb728d2841039b1bbda2,r1k-M-20260513-S-SCCO-51baeab20afa,SCCO,SELL,74.0,191.88999938964844,191.41027439117437,14199.859954833984,35.49964988708496,14164.3603049469,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-13,739315715cc64fb3edae0a7c5a2117a9a82d655a3091bb728d2841039b1bbda2,r1k-M-20260513-S-KO-b48217691dd2,KO,SELL,170.0,80.26000213623047,80.05935213088989,13644.20036315918,34.11050090789795,13610.08986225128,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-13,739315715cc64fb3edae0a7c5a2117a9a82d655a3091bb728d2841039b1bbda2,r1k-M-20260513-S-RGLD-573bbce50d5c,RGLD,SELL,50.0,244.9900054931641,244.3775304794312,12249.500274658203,30.623750686645508,12218.876523971558,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
