portfolio,metric_source,cagr,cagr_target,cagr_pass,cagr_gap_pp,max_dd,max_dd_target,max_dd_pass,max_dd_improvement_needed_pp,sharpe,avg_turnover_monthly,target_pass
main,broker_ledger_next_close,0.33456953577953397,0.35,False,1.543,-0.26233862234479555,-0.25,False,1.2339,1.2511404095300012,0.0,False
concentrated,broker_ledger_next_close,0.40608448651423723,0.5,False,9.3916,-0.29942350136210616,-0.25,False,4.9424,1.3249504374920587,0.0,False
