portfolio,metric_source,official_source_pass,cagr,cagr_target,cagr_pass,cagr_gap_pp,max_dd,max_dd_target,max_dd_pass,max_dd_improvement_needed_pp,sharpe,avg_turnover_monthly,target_pass
main,broker_ledger_next_close,True,0.34423943947854885,0.3,True,0.0,-0.2718646315133716,-0.25,False,2.1865,1.2607281105861643,0.0,False
concentrated,broker_ledger_next_close,True,0.44604493718599425,0.5,False,5.3955,-0.24622274008482314,-0.28,True,0.0,1.3953057738990242,0.0,False
