portfolio,metric_source,cagr,cagr_target,cagr_pass,cagr_gap_pp,max_dd,max_dd_target,max_dd_pass,max_dd_improvement_needed_pp,sharpe,avg_turnover_monthly,target_pass
main,broker_ledger_next_close,0.21450845224050852,0.3,False,8.5492,-0.3244829545050305,-0.15,False,17.4483,1.0441382304338422,0.0,False
concentrated,broker_ledger_next_close,0.3661236888812105,0.5,False,13.3876,-0.4257565647965047,-0.18,False,24.5757,1.1000820875105732,0.0,False
