portfolio,official_metric_mode,status,valid_for_production,target_pass,cagr,cagr_target,cagr_gap_pp,max_dd,max_dd_target,max_dd_gap_pp,sharpe,start_date,end_date,years,ending_capital_usd,avg_cash_weight,latest_cash_weight,latest_position_count,broker_trade_count,total_fees_usd,order_preview_count,order_preview_buy_count,order_preview_sell_count,journal_trade_count,journal_win_rate,journal_avg_realized_return,journal_avg_holding_days,journal_profit_factor,legacy_cagr,legacy_max_dd,legacy_sharpe
main,broker_ledger_next_close,completed,True,False,0.22404588262280578,0.35,12.5954,-0.3166413540806112,-0.25,6.6641,1.045196126191876,2019-06-03,2026-06-12,7.025325119780972,413816.08616594935,0.059795479784954135,0.2672876167703361,17,2411,40517.583564714194,32,15,17,1696,0.5395047169811321,0.05632447583908069,67.93514150943396,2.466979615105332,0.32537455012835537,-0.16567509070271047,1.8079405595235116
concentrated,broker_ledger_next_close,completed,True,False,0.30793436180231337,0.5,19.2066,-0.37903130226782866,-0.25,12.9031,1.0634252752191533,2019-06-03,2026-06-12,7.025325119780972,659256.1661732411,0.000495771199334629,2.9701827796609382e-05,4,538,68245.99152157546,8,4,4,328,0.6097560975609756,0.06602016350780054,51.92987804878049,3.532566671345159,0.4224209608068923,-0.18188130780445244,1.6344927772858575
