portfolio,metric_source,cagr,cagr_target,cagr_pass,cagr_gap_pp,max_dd,max_dd_target,max_dd_pass,max_dd_improvement_needed_pp,sharpe,avg_turnover_monthly,target_pass
main,broker_ledger_next_close,0.20347971738915804,0.3,False,9.652,-0.3345476089128743,-0.15,False,18.4548,0.9914893272915797,0.0,False
concentrated,broker_ledger_next_close,0.36413434089941177,0.5,False,13.5866,-0.38448929995729797,-0.18,False,20.4489,1.1855100487526875,0.0,False
