date,state,multiplier,leader_basket_level,ret5,ret10,ret20,dd20,dd50,severe_trigger,caution_trigger,reentry_fast,reentry_full,available_tickers,target_tickers
2019-05-31,normal,1.0,100.78896371784975,0.0,0.0,0.0,0.0,0.0,False,False,True,True,2,2
2019-06-03,normal,1.0,100.92468594893974,0.0,0.0,0.0,0.0,0.0,False,False,True,True,2,2
2019-06-04,normal,1.0,103.50726192676058,0.0,0.0,0.0,0.0,0.0,False,False,True,True,2,2
2019-06-05,normal,1.0,104.67535865016738,0.0,0.0,0.0,0.0,0.0,False,False,True,True,2,2
2019-06-06,normal,1.0,104.94823172957886,0.0,0.0,0.0,0.0,0.0,False,False,True,True,2,2
2019-06-07,normal,1.0,105.95992974825005,0.05130488338858186,0.0,0.0,0.0,0.0,False,False,True,True,2,2
2019-06-10,normal,1.0,106.87282302052108,0.058936394160202354,0.0,0.0,0.0,0.0,False,False,True,True,2,2
2019-06-11,normal,1.0,106.0603396033385,0.02466568653303214,0.0,0.0,0.0,0.0,False,False,True,True,2,2
2019-06-12,normal,1.0,107.33142721638772,0.0253743440717229,0.0,0.0,0.0,0.0,False,False,True,True,2,2
2019-06-13,normal,1.0,106.62054331863132,0.015934633309130142,0.0,0.0,-0.006623259526058578,0.0,False,False,True,True,2,2
2019-06-14,normal,1.0,105.98222568840293,0.0002104186007469977,0.05152609749110315,0.0,-0.012570423807602094,0.0,False,False,True,True,2,2
2019-06-17,normal,1.0,105.9008646445561,-0.009094532627610619,0.04930586257294789,0.0,-0.013328459417086824,0.0,False,False,True,True,2,2
2019-06-18,normal,1.0,107.16012949829911,0.010369473632403814,0.035290930351565386,0.0,-0.001595969815469389,0.0,False,False,True,True,2,2
2019-06-19,normal,1.0,108.99564950721931,0.015505451981705276,0.04127323672699945,0.0,0.0,0.0,False,False,True,True,2,2
2019-06-20,normal,1.0,108.1203647277986,0.014066908331963113,0.030225692667156245,0.0,-0.008030456108826023,0.0,False,False,True,True,2,2
2019-06-21,normal,1.0,107.1855496160896,0.011354016391621702,0.01156682408861065,0.0,-0.016607083854386473,0.0,False,False,True,True,2,2
2019-06-24,normal,1.0,106.81201644944304,0.008603818372447725,-0.0005689619620731223,0.0,-0.020034130423082996,0.0,False,False,True,True,2,2
2019-06-25,normal,1.0,105.27073712171965,-0.017631486499924853,-0.007444842101882232,0.0,-0.03417487213792825,0.0,False,False,True,True,2,2
2019-06-26,normal,1.0,106.45525122175535,-0.023307336549205138,-0.008163275355185018,0.0,-0.023307336549205138,0.0,False,False,True,True,2,2
2019-06-27,normal,1.0,106.24059619764583,-0.017385887800926647,-0.0035635451589289824,0.0,-0.025276727300854396,0.0,False,False,True,True,2,2
2019-06-28,normal,1.0,107.42572741239337,0.002240766569411745,0.013620224661392344,0.065848119176249,-0.014403529883290966,0.0,False,False,True,True,2,2
2019-07-01,normal,1.0,107.59684008325922,0.007347709180152595,0.016014745907840133,0.06611022934166066,-0.012833626206956383,0.0,False,False,True,True,2,2
2019-07-02,normal,1.0,108.955117050907,0.03499908929988105,0.016750516829455497,0.052632588503801925,-0.00037187223981471895,0.0,False,False,True,True,2,2
2019-07-03,normal,1.0,109.51524835763851,0.028744445208333858,0.0047671522007379785,0.046237144729032176,0.0,0.0,False,False,True,True,2,2
2019-07-05,normal,1.0,109.18934782114503,0.027755412987455985,0.009886972690461127,0.04041150595556764,-0.0029758462075454295,-0.0029758462075454295,False,False,True,True,2,2
2019-07-08,normal,1.0,109.25441873374089,0.01702284327410153,0.019301754061638254,0.031091838144081674,-0.0023816740390876223,-0.0023816740390876223,False,False,True,True,2,2
2019-07-09,normal,1.0,109.81721148733304,0.02063602799446218,0.02813536470695177,0.027550394792571264,0.0,0.0,False,False,True,True,2,2
2019-07-10,normal,1.0,109.18111630747832,0.0020742417858696793,0.03714592765924385,0.02942453999121053,-0.005792308612098451,-0.005792308612098451,False,False,True,True,2,2
2019-07-11,normal,1.0,109.94924639921324,0.003962900583099005,0.03282125717010986,0.024390052855141953,0.0,0.0,False,False,True,True,2,2
2019-07-12,normal,1.0,110.97695075388232,0.016371587232716367,0.04458140038507663,0.040858987392627055,0.0,0.0,False,False,True,True,2,2
2019-07-15,normal,1.0,110.98220049637423,0.015814296416184703,0.03310634397966905,0.047177484483781784,0.0,0.0,False,False,True,True,2,2
2019-07-16,normal,1.0,111.05019198766075,0.0112275706478846,0.03209529110454645,0.04862403494426393,0.0,0.0,False,False,True,True,2,2
2019-07-17,normal,1.0,110.7137714104067,0.014037730651260905,0.016141090084626164,0.03316197851518998,-0.003029446156125881,-0.003029446156125881,False,False,True,True,2,2
2019-07-18,normal,1.0,110.84169147918124,0.008116882190603025,0.012111949170868108,0.01693684087675118,-0.0018775339758321241,-0.0018775339758321241,False,False,True,True,2,2
2019-07-19,normal,1.0,110.10653548721844,-0.007843207627809434,0.00839997384704394,0.018369996849531223,-0.008497567483243706,-0.008497567483243706,False,False,True,True,2,2
2019-07-22,normal,1.0,109.66118290666631,-0.011902968077760145,0.0037230912730104038,0.023096707526749416,-0.012507939483335395,-0.012507939483335395,False,False,True,True,2,2
2019-07-23,normal,1.0,110.51069681996563,-0.00485812008100861,0.0063149056804505665,0.034627942561811675,-0.00485812008100861,-0.00485812008100861,False,False,True,True,2,2
2019-07-24,normal,1.0,111.26945533576757,0.005019103931533486,0.019127291411896064,0.05698372005424335,0.0,0.0,False,False,True,True,2,2
2019-07-25,normal,1.0,111.83944052693728,0.009001568222580358,0.017191515081976583,0.05057701938973591,0.0,0.0,False,False,True,True,2,2
2019-07-26,normal,1.0,111.73236881534669,0.014766002044601434,0.006806981596923611,0.051691846753986415,-0.0009573698785161344,-0.0009573698785161344,False,False,True,True,2,2
2019-07-29,normal,1.0,111.60041650907382,0.017683865439040547,0.005570406875468281,0.03886116666126327,-0.0021372068452532034,-0.0021372068452532034,False,False,True,True,2,2
2019-07-30,normal,1.0,111.633176312501,0.010157202197032866,0.005249737208063765,0.037513520156525315,-0.0018442886826368632,-0.0018442886826368632,False,False,True,True,2,2
2019-07-31,normal,1.0,110.17897508336269,-0.00980035580397376,-0.004830440876786302,0.011232680626499292,-0.014846868293968751,-0.014846868293968751,False,False,True,True,2,2
2019-08-01,normal,1.0,109.65902095801195,-0.019495980654518408,-0.01066990683186586,0.001312808969796908,-0.019495980654518408,-0.019495980654518408,False,False,True,True,2,2
2019-08-02,normal,1.0,109.3525981500468,-0.021298847330738946,-0.006847344109370823,0.0014951122262327754,-0.0222358263343736,-0.0222358263343736,False,False,True,True,2,2
2019-08-05,normal,1.0,105.95194036771383,-0.05061339659875497,-0.03382457165457953,-0.030227412349109528,-0.052642432146335794,-0.052642432146335794,False,False,False,True,2,2
2019-08-06,normal,1.0,108.23024765816744,-0.030483130255181123,-0.020635551375748684,-0.014450957255900176,-0.03227119924567701,-0.03227119924567701,False,False,True,True,2,2
2019-08-07,normal,1.0,108.26470213875689,-0.01737421266768402,-0.027004295005700563,-0.008393522613751259,-0.03196312831446424,-0.03196312831446424,False,False,True,True,2,2
2019-08-08,normal,1.0,110.44081775934296,0.007129343254216769,-0.01250563093846535,0.0044708934006230105,-0.01250563093846535,-0.01250563093846535,False,False,True,True,2,2
2019-08-09,normal,1.0,109.85450455351189,0.004589798614353935,-0.016806806136350994,-0.010114228159500693,-0.017748085684918147,-0.017748085684918147,False,False,True,True,2,2
2019-08-12,normal,1.0,108.64606681044962,0.02542781598322441,-0.026472568750529613,-0.021049624854040716,-0.028553198240637734,-0.028553198240637734,False,False,True,True,2,2
2019-08-13,normal,1.0,109.98376049180382,0.01620168919112741,-0.014775319266020714,-0.009603148601268763,-0.016592357994552942,-0.016592357994552942,False,False,True,True,2,2
2019-08-14,normal,1.0,106.25221076773425,-0.018588619663344574,-0.03563986969979882,-0.040298154293143984,-0.04995759754232054,-0.04995759754232054,False,False,False,True,2,2
2019-08-15,normal,1.0,106.98780448793322,-0.03126573436765079,-0.024359295265836245,-0.03476929068672574,-0.0433803675710942,-0.0433803675710942,False,False,False,True,2,2
2019-08-16,normal,1.0,108.38199362818825,-0.013404192493593592,-0.008875916423373376,-0.015662484078707295,-0.03091437942159836,-0.03091437942159836,False,False,True,True,2,2
2019-08-19,normal,1.0,110.22718111734522,0.014552890438768618,0.04035075464209403,0.005161335995806704,-0.01441583936754165,-0.01441583936754165,False,False,True,True,2,2
