portfolio_kind,ticker,current_weight,target_weight,cleanup_action,cleanup_reason,projected_weight_after_cleanup_review
concentrated,MU,0.286499712101757,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
concentrated,SNDK,0.2796310417307979,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
concentrated,AMD,0.1060100474782498,0.5,INCREASE_TO_MEANINGFUL_WEIGHT_REVIEW,target is meaningful and current is under target,0.5
concentrated,UMC,0.0869956878050484,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
concentrated,TXN,0.0720771943051862,0.0,FULL_EXIT_REVIEW,concentrated position below minimum meaningful weight,0.0
concentrated,CASH,0.1687863165789604,0.0,CASH_NO_ACTION,cash row,0.1687863165789604
main,FLEX,0.1112067271927576,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,SNDK,0.1046002282321185,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,RVMD,0.076632187464255,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,NXT,0.0671885507632306,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,ALAB,0.0644238588138091,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,WDC,0.0631824008342036,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,CIEN,0.0579625518890725,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,MRVL,0.0568530497912316,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,HPE,0.0567882591842141,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,UMC,0.0543941987279216,0.05710938992221,INCREASE_TO_MEANINGFUL_WEIGHT_REVIEW,target is meaningful and current is under target,0.05710938992221
main,AMD,0.0510428873638461,0.0379604465071992,TRIM_REVIEW,current weight materially above target,0.0379604465071992
main,MU,0.0480817642884927,0.0,HOLD_REVIEW,protected HOLD/SHAKEOUT state,0.0480817642884927
main,QCOM,0.0389728262018619,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,ON,0.0383974022446127,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,CASH,0.1102731070083718,0.0134051648915195,CASH_NO_ACTION,cash row,0.1102731070083718
main,AAPL,0.0,0.0773722843849992,NEW_POSITION_REVIEW,target-only position from production target,0.0773722843849992
main,AMAT,0.0,0.0574049817333289,NEW_POSITION_REVIEW,target-only position from production target,0.0574049817333289
main,CAT,0.0,0.1284118457545142,NEW_POSITION_REVIEW,target-only position from production target,0.1284118457545142
main,COHU,0.0,0.0318968591339443,NEW_POSITION_REVIEW,target-only position from production target,0.0318968591339443
main,CRS,0.0,0.0400138748650227,NEW_POSITION_REVIEW,target-only position from production target,0.0400138748650227
main,DVA,0.0,0.0394863111567993,NEW_POSITION_REVIEW,target-only position from production target,0.0394863111567993
main,GE,0.0,0.0405841289608193,NEW_POSITION_REVIEW,target-only position from production target,0.0405841289608193
main,GEV,0.0,0.0494648324119078,NEW_POSITION_REVIEW,target-only position from production target,0.0494648324119078
main,GOOGL,0.0,0.0935412810645347,NEW_POSITION_REVIEW,target-only position from production target,0.0935412810645347
main,KIM,0.0,0.04,NEW_POSITION_REVIEW,target-only position from production target,0.04
main,KLAC,0.0,0.0379604465071992,NEW_POSITION_REVIEW,target-only position from production target,0.0379604465071992
main,LRCX,0.0,0.0574049817333289,NEW_POSITION_REVIEW,target-only position from production target,0.0574049817333289
main,OKE,0.0,0.0377944543173768,NEW_POSITION_REVIEW,target-only position from production target,0.0377944543173768
main,STM,0.0,0.0401887166552952,NEW_POSITION_REVIEW,target-only position from production target,0.0401887166552952
main,TKR,0.0,0.04,NEW_POSITION_REVIEW,target-only position from production target,0.04
main,VRT,0.0,0.08,NEW_POSITION_REVIEW,target-only position from production target,0.08
concentrated,AMAT,0.0,0.3,NEW_POSITION_REVIEW,target-only position from production target,0.3
concentrated,DELL,0.0,0.2,NEW_POSITION_REVIEW,target-only position from production target,0.2
