as_of_date,snapshot_semantics,portfolio_kind,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd,first_entry_date,latest_entry_date,holding_days,open_lot_count,open_lot_quantity,avg_entry_price,entry_reasons,entry_sleeves,daily_review_action,daily_review_reason,monster_recommendation,monster_stage,monster_priority_score,monster_reason,risk_state,account_source,approval_status,target_weight,position_state,is_emerging_seat,cleanup_action,cleanup_reason,projected_weight_after_cleanup_review,operator_review_only
2026-07-02,current_broker_ledger_mark_to_market,concentrated,equity,MU,449.0,975.5599975585938,438026.4389038086,0.286499712101757,1035.5,-26913.061096191406,92941.65610347746,2026-06-01,2026-06-01,31.0,1.0,449.0,1035.5,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only,0.0,BUY_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
2026-07-02,current_broker_ledger_mark_to_market,concentrated,equity,SNDK,245.0,1745.0,427525.0,0.2796310417307979,1187.0,136710.0,46742.17124328613,2026-05-01,2026-05-01,62.0,1.0,245.0,1187.0,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only,0.0,EXIT_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
2026-07-02,current_broker_ledger_mark_to_market,concentrated,equity,AMD,313.0,517.8200073242188,162077.66229248047,0.1060100474782498,510.1300048828125,2406.970764160156,17651.073496179582,2026-06-01,2026-06-01,31.0,1.0,313.0,510.1300048828125,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only,0.5,EXIT_REVIEW,False,INCREASE_TO_MEANINGFUL_WEIGHT_REVIEW,target is meaningful and current is under target,0.5,True
2026-07-02,current_broker_ledger_mark_to_market,concentrated,equity,UMC,5420.0,24.540000915527344,133006.8049621582,0.0869956878050484,22.88999938964844,8943.008270263672,0.0,2026-06-01,2026-06-01,31.0,1.0,5420.0,22.88999938964844,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only,0.0,EXIT_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
2026-07-02,current_broker_ledger_mark_to_market,concentrated,equity,TXN,376.0,293.0799865722656,110198.07495117188,0.0720771943051862,293.20001220703125,-45.129638671875,0.0,2026-06-01,2026-06-01,31.0,1.0,376.0,293.20001220703125,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only,0.0,EXIT_REVIEW,False,FULL_EXIT_REVIEW,concentrated position below minimum meaningful weight,0.0,True
2026-07-02,current_broker_ledger_mark_to_market,main,equity,FLEX,610.0,136.86000061035156,83484.60037231445,0.1112067271927576,148.00999450683594,-6801.496276855469,0.0,2026-06-01,2026-06-01,31.0,1.0,610.0,148.00999450683594,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only,0.0,BUY_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
2026-07-02,current_broker_ledger_mark_to_market,main,equity,SNDK,45.0,1745.0,78525.0,0.1046002282321185,727.6529549991383,45780.61702503878,25257.790087693164,2026-03-02,2026-05-01,122.0,2.0,45.0,783.1457899305556,target_rebalance,"future_winner,unassigned",EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only,0.0,EXIT_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
2026-07-02,current_broker_ledger_mark_to_market,main,equity,RVMD,304.0,189.2400054931641,57528.96166992188,0.076632187464255,163.67999267578125,7770.243896484375,13127.365573081968,2026-06-01,2026-06-01,31.0,1.0,304.0,163.67999267578125,target_rebalance,early_scout,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only,0.0,EXIT_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
2026-07-02,current_broker_ledger_mark_to_market,main,equity,NXT,447.0,112.83999633789062,50439.47836303711,0.0671885507632306,145.02000427246094,-14384.46354675293,427.6709059238434,2026-06-01,2026-06-01,31.0,1.0,447.0,145.02000427246094,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only,0.0,BUY_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
2026-07-02,current_broker_ledger_mark_to_market,main,equity,ALAB,119.0,406.4200134277344,48363.98159790039,0.0644238588138091,320.0899963378906,10273.272033691406,9505.066629638672,2026-06-01,2026-06-01,31.0,1.0,119.0,320.0899963378906,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only,0.0,EXIT_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
2026-07-02,current_broker_ledger_mark_to_market,main,equity,WDC,88.0,539.0,47432.0,0.0631824008342036,320.96348500007633,19187.213319993283,54247.99327073548,2026-05-01,2026-05-01,62.0,1.0,88.0,431.4075012207031,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only,0.0,EXIT_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
