portfolio,official_metric_mode,status,valid_for_production,target_pass,cagr,cagr_target,cagr_gap_pp,max_dd,max_dd_target,max_dd_gap_pp,sharpe,start_date,end_date,years,ending_capital_usd,avg_cash_weight,latest_cash_weight,latest_position_count,broker_trade_count,total_fees_usd,order_preview_count,order_preview_buy_count,order_preview_sell_count,journal_trade_count,journal_win_rate,journal_avg_realized_return,journal_avg_holding_days,journal_profit_factor,legacy_cagr,legacy_max_dd,legacy_sharpe
main,broker_ledger_next_close,completed,True,False,0.32689367839232153,0.35,2.3106,-0.2844980835986508,-0.25,3.4498,1.1918905381974925,2019-06-03,2026-06-05,7.006160164271047,725453.4758303023,0.23346246957326552,0.06457757176208845,15,1758,41328.32080055714,13,8,5,0,,,,,0.317699385222838,-0.19281783810898356,1.699721152759062
concentrated,broker_ledger_next_close,completed,True,False,0.3865800079525741,0.5,11.342,-0.2725669999703043,-0.25,2.2567,1.3054127894269458,2019-06-03,2026-06-05,7.006160164271047,987390.4970583735,0.44357320470609507,0.11725773480520121,5,597,36465.99032403827,5,3,2,0,,,,,0.4364046957677792,-0.1540654967318993,1.6700804199864066
