ticker,side,quantity,reference_price,limit_price,gross_value_usd,estimated_fee_usd,cash_impact_usd,current_shares,current_weight,target_weight,target_value_usd,current_value_usd,trade_value_delta_usd,order_type,time_in_force,reason,status,estimated_cash_after_usd,client_order_id,idempotency_key
SNDK,SELL,16.0,2184.75,2179.288125,34956.0,87.39,34868.61,59.0,0.16553991581765518,0.12,93439.88079007046,128900.25,-35460.369209929544,limit,day,target_rebalance,ready,149876.57893540163,r1k-M-20260618-S-SNDK-834f79d1bc72,834f79d1bc72a01140a2a849464013ecb6e34eb86cc61da733a8133c48154af1
MRVL,SELL,89.0,310.5799865722656,309.80353660583495,27641.61880493164,69.1040470123291,27572.51475791931,303.0,0.12085512327588087,0.0852738284618378,66399.80304989201,94105.73593139648,-27705.932881504472,limit,day,target_rebalance,ready,177449.09369332093,r1k-M-20260618-S-MRVL-e58cae6de61f,e58cae6de61f299670d90e326c5e1ea6de6a2913be7ed8d5a12e37ec6cf3d8c0
WDC,SELL,34.0,746.22998046875,744.3644055175781,25371.8193359375,63.42954833984375,25308.389787597655,150.0,0.1437516779223555,0.110277712681726,85869.46938985099,111934.4970703125,-26065.027680461513,limit,day,target_rebalance,ready,202757.48348091857,r1k-M-20260618-S-WDC-b53749a4349d,b53749a4349d70371d22c4891d54ad4bc67d04a350e01edda04a63893cc767f9
MU,SELL,12.0,1133.989990234375,1131.155015258789,13607.8798828125,34.01969970703125,13573.86018310547,34.0,0.049515037059506946,0.0316741819265406,24663.598194491315,38555.65966796875,-13892.061473477435,limit,day,target_rebalance,ready,216331.34366402403,r1k-M-20260618-S-MU-5d4f6b3b2da8,5d4f6b3b2da8630ef8739fe3d7647d36dd70e104cdc9c193eb24d3f26133ffa5
STM,SELL,64.0,78.38999938964844,78.19402439117432,5016.9599609375,12.54239990234375,5004.417561035156,1113.0,0.11204817718040189,0.1055945698045618,82222.86678847525,87248.06932067871,-5025.202532203461,limit,day,target_rebalance,ready,221335.7612250592,r1k-M-20260618-S-STM-057d9aee1cbc,057d9aee1cbccea0ad89c1aaf1b389d7cc0810802518e98a4916dbe1ea1b45c1
CIEN,BUY,67.0,428.2200012207031,429.29055122375485,28690.74008178711,71.72685020446778,-28762.466931991577,101.0,0.05554401793871347,0.0925910374940505,72097.4625472752,43250.220123291016,28847.24242398418,limit,day,target_rebalance,ready,192573.29429306762,r1k-M-20260618-B-CIEN-4633ff49b545,4633ff49b545f6d6de70d53bd5cb4be624cb5c536a0d2c7594508d34cedcf641
LITE,BUY,19.0,850.0,852.125,16150.0,40.375,-16190.375,39.0,0.04257282828664234,0.0634636229244537,49416.944671391146,33150.0,16266.944671391146,limit,day,target_rebalance,ready,176382.91929306762,r1k-M-20260618-B-LITE-19f3ccad7e95,19f3ccad7e959dc1903dade17018318993f43f9472cf2d891b8990938ea1b20b
PWR,BUY,17.0,702.25,704.005625,11938.25,29.845625000000002,-11968.095625,41.0,0.036976395633064194,0.0526891145903299,41027.204885456566,28792.25,12234.954885456566,limit,day,target_rebalance,ready,164414.82366806763,r1k-M-20260618-B-PWR-68dd195a3642,68dd195a3642490d12badc9387950306b1868efe4e1e7ee38699b08ea69c1745
FIX,BUY,3.0,1967.4100341796875,1972.3285592651366,5902.2301025390625,14.755575256347656,-5916.98567779541,12.0,0.03031971386590008,0.0395958649552322,30831.940843305212,23608.92041015625,7223.020433148962,limit,day,target_rebalance,ready,158497.83799027224,r1k-M-20260618-B-FIX-ca140f8efb09,ca140f8efb095f09ff7e4d1ab5eed72ac4cecd8a9ccbd59bbf4bb809b4d896d0
ON,BUY,39.0,121.62000274658203,121.92405275344848,4743.180107116699,11.857950267791749,-4755.038057384491,322.0,0.050293267354289246,0.0565396080764896,44025.45198820411,39161.640884399414,4863.811103804699,limit,day,target_rebalance,ready,153742.79993288775,r1k-M-20260618-B-ON-b707b8f29e61,b707b8f29e61c7f6c6b30f2e55512080a8c6b401ac719b6ff4d14c4a279031df
COHR,BUY,5.0,389.57000732421875,390.5439323425293,1947.8500366210938,4.869625091552734,-1952.7196617126465,45.0,0.022513706372090447,0.0253950217725554,19774.23172574017,17530.650329589844,2243.5813961503263,limit,day,target_rebalance,ready,151790.0802711751,r1k-M-20260618-B-COHR-3450a73f9ae2,3450a73f9ae218d4208f8087f09e55befc8e1b098160c9ff1e12973dc7b6d0b7
KEYS,BUY,5.0,363.6700134277344,364.5791884613037,1818.3500671386719,4.54587516784668,-1822.8959423065185,19.0,0.008873808737814091,0.0112527069689671,8762.096647882341,6909.730255126953,1852.366392755388,limit,day,target_rebalance,ready,149967.18432886858,r1k-M-20260618-B-KEYS-616fdd790c88,616fdd790c88454e1585bec582b01882f54d958cc33a3b04418ee30406b2ff05
