rebalance_date,ticker,Name,sector,weight,portfolio_sleeve_label,portfolio_candidate_gate_label,leader_onset_score,alpha_selector_style,alpha_selector_score,target_stock_names,weighting_mode,active_rebalance_interval_months,research_only_backtest,production_activation_allowed
2019-05-31,HEI,HEICO CORP,Industrials,0.2545025023356718,future_winner,future_relaxed,0.4942310220354384,leader_onset_shadow,1.0,4,alpha_selector,1,True,False
2019-05-31,SBAC,SBA COMMUNICATIONS REIT CORP CLASS,Real Estate,0.25392814368374356,future_winner,future_relaxed,0.457990584877088,leader_onset_shadow,0.9988709677419355,4,alpha_selector,1,True,False
2019-05-31,FDS,FACTSET RESEARCH SYSTEMS INC,Financials,0.24756581441944286,early_scout,early_relaxed,0.41750449507576387,leader_onset_shadow,0.9862779156327545,4,alpha_selector,1,True,False
2019-05-31,AWI,ARMSTRONG WORLD INDUSTRIES INC,Industrials,0.2440035395611419,early_scout,early_relaxed,0.4237014895761225,leader_onset_shadow,0.9791563275434244,4,alpha_selector,1,True,False
2019-06-28,HD,HOME DEPOT INC,Consumer Discretionary,0.26339179706823845,core_compounder,core_strict,0.5040057289303804,leader_onset_shadow,1.0,4,alpha_selector,1,True,False
2019-06-28,KBR,KBR INC,Industrials,0.2509257851492575,early_scout,early_relaxed,0.538368802504804,leader_onset_shadow,0.9760487804878047,4,alpha_selector,1,True,False
2019-06-28,HEI,HEICO CORP,Industrials,0.24541343074142574,future_winner,future_relaxed,0.5648600969833419,leader_onset_shadow,0.9652682926829269,4,alpha_selector,1,True,False
2019-06-28,ACM,AECOM,Industrials,0.24026898704107827,early_scout,early_relaxed,0.4614689142017162,leader_onset_shadow,0.9550975609756097,4,alpha_selector,1,True,False
2019-07-31,HD,HOME DEPOT INC,Consumer Discretionary,0.2526516260873356,core_compounder,core_strict,0.510611139574453,leader_onset_shadow,1.0,4,alpha_selector,1,True,False
2019-07-31,CTAS,CINTAS CORP,Industrials,0.2526516260873356,early_scout,early_relaxed,0.5892881704772105,leader_onset_shadow,1.0,4,alpha_selector,1,True,False
2019-07-31,TER,TERADYNE INC,Information Technology,0.24735745330506106,early_scout,early_relaxed,0.5980920491823485,leader_onset_shadow,0.9894673123486681,4,alpha_selector,1,True,False
2019-07-31,SHW,SHERWIN WILLIAMS,Materials,0.24733929452026787,future_winner,future_relaxed,0.48976287882118086,leader_onset_shadow,0.9894309927360775,4,alpha_selector,1,True,False
2019-08-30,HD,HOME DEPOT INC,Consumer Discretionary,0.25250301093805627,core_compounder,core_strict,0.5514151047256234,leader_onset_shadow,1.0,4,alpha_selector,1,True,False
2019-08-30,RMD,RESMED INC,Health Care,0.25250301093805627,future_winner,future_relaxed,0.5427541557771252,leader_onset_shadow,1.0,4,alpha_selector,1,True,False
2019-08-30,MLM,MARTIN MARIETTA MATERIALS INC,Materials,0.24819817272427366,early_scout,early_relaxed,0.4581540396936294,leader_onset_shadow,0.9914390243902439,4,alpha_selector,1,True,False
2019-08-30,JD,JD.com,Internet,0.2467958053996138,early_scout,early_relaxed,0.5055773263243244,leader_onset_shadow,0.9886341463414634,4,alpha_selector,1,True,False
2019-09-30,HD,HOME DEPOT INC,Consumer Discretionary,0.25,core_compounder,core_strict,0.48154294413890397,leader_onset_shadow,1.0,4,alpha_selector,1,True,False
2019-09-30,SYY,SYSCO CORP,Consumer Staples,0.25,future_winner,future_relaxed,0.5224169375507158,leader_onset_shadow,1.0,4,alpha_selector,1,True,False
2019-09-30,SHW,SHERWIN WILLIAMS,Materials,0.25,future_winner,future_relaxed,0.5762388489992802,leader_onset_shadow,1.0,4,alpha_selector,1,True,False
2019-09-30,MLM,MARTIN MARIETTA MATERIALS INC,Materials,0.25,early_scout,early_relaxed,0.4948965662372211,leader_onset_shadow,1.0,4,alpha_selector,1,True,False
2019-10-31,BKNG,BOOKING HOLDINGS INC,Consumer Discretionary,0.2501756439413419,early_scout,early_relaxed,0.5409590936438506,leader_onset_shadow,1.0,4,alpha_selector,1,True,False
