portfolio,rebalance_date,row_count,ticker_count,category,present_count,row_any_feature_coverage_ratio,average_present_column_coverage_ratio
main,2019-05-31,18,18,price_momentum,1,0.0,0.0
main,2019-05-31,18,18,macro_regime,1,1.0,1.0
main,2019-05-31,18,18,theme_leadership,0,,
main,2019-05-31,18,18,sec_smart_money,0,,
main,2019-05-31,18,18,quality_confirmation,0,,
main,2019-05-31,18,18,broker_policy,1,1.0,1.0
main,2019-06-28,18,18,price_momentum,1,0.0,0.0
main,2019-06-28,18,18,macro_regime,1,1.0,1.0
main,2019-06-28,18,18,theme_leadership,0,,
main,2019-06-28,18,18,sec_smart_money,0,,
main,2019-06-28,18,18,quality_confirmation,0,,
main,2019-06-28,18,18,broker_policy,1,1.0,1.0
main,2019-07-31,18,18,price_momentum,1,0.0,0.0
main,2019-07-31,18,18,macro_regime,1,1.0,1.0
main,2019-07-31,18,18,theme_leadership,0,,
main,2019-07-31,18,18,sec_smart_money,0,,
main,2019-07-31,18,18,quality_confirmation,0,,
main,2019-07-31,18,18,broker_policy,1,1.0,1.0
main,2019-08-30,18,18,price_momentum,1,0.0,0.0
main,2019-08-30,18,18,macro_regime,1,1.0,1.0
main,2019-08-30,18,18,theme_leadership,0,,
main,2019-08-30,18,18,sec_smart_money,0,,
main,2019-08-30,18,18,quality_confirmation,0,,
main,2019-08-30,18,18,broker_policy,1,1.0,1.0
main,2019-09-30,18,18,price_momentum,1,0.0,0.0
main,2019-09-30,18,18,macro_regime,1,1.0,1.0
main,2019-09-30,18,18,theme_leadership,0,,
main,2019-09-30,18,18,sec_smart_money,0,,
main,2019-09-30,18,18,quality_confirmation,0,,
main,2019-09-30,18,18,broker_policy,1,1.0,1.0
main,2019-10-31,29,29,price_momentum,1,0.0,0.0
main,2019-10-31,29,29,macro_regime,1,0.9655172413793104,0.9655172413793104
main,2019-10-31,29,29,theme_leadership,0,,
main,2019-10-31,29,29,sec_smart_money,0,,
main,2019-10-31,29,29,quality_confirmation,0,,
main,2019-10-31,29,29,broker_policy,1,1.0,1.0
main,2019-11-29,38,38,price_momentum,1,0.0,0.0
main,2019-11-29,38,38,macro_regime,1,0.6842105263157895,0.6842105263157895
main,2019-11-29,38,38,theme_leadership,0,,
main,2019-11-29,38,38,sec_smart_money,0,,
main,2019-11-29,38,38,quality_confirmation,0,,
main,2019-11-29,38,38,broker_policy,1,1.0,1.0
main,2019-12-31,18,18,price_momentum,1,0.0,0.0
main,2019-12-31,18,18,macro_regime,1,1.0,1.0
main,2019-12-31,18,18,theme_leadership,0,,
main,2019-12-31,18,18,sec_smart_money,0,,
main,2019-12-31,18,18,quality_confirmation,0,,
main,2019-12-31,18,18,broker_policy,1,1.0,1.0
main,2020-01-31,18,18,price_momentum,1,0.0,0.0
main,2020-01-31,18,18,macro_regime,1,1.0,1.0
main,2020-01-31,18,18,theme_leadership,0,,
main,2020-01-31,18,18,sec_smart_money,0,,
main,2020-01-31,18,18,quality_confirmation,0,,
main,2020-01-31,18,18,broker_policy,1,1.0,1.0
main,2020-02-28,18,18,price_momentum,1,0.0,0.0
main,2020-02-28,18,18,macro_regime,1,1.0,1.0
main,2020-02-28,18,18,theme_leadership,0,,
main,2020-02-28,18,18,sec_smart_money,0,,
main,2020-02-28,18,18,quality_confirmation,0,,
main,2020-02-28,18,18,broker_policy,1,1.0,1.0
main,2020-03-31,18,18,price_momentum,1,0.0,0.0
main,2020-03-31,18,18,macro_regime,1,1.0,1.0
main,2020-03-31,18,18,theme_leadership,0,,
main,2020-03-31,18,18,sec_smart_money,0,,
main,2020-03-31,18,18,quality_confirmation,0,,
main,2020-03-31,18,18,broker_policy,1,1.0,1.0
main,2020-04-30,18,18,price_momentum,1,0.0,0.0
main,2020-04-30,18,18,macro_regime,1,1.0,1.0
main,2020-04-30,18,18,theme_leadership,0,,
main,2020-04-30,18,18,sec_smart_money,0,,
main,2020-04-30,18,18,quality_confirmation,0,,
main,2020-04-30,18,18,broker_policy,1,1.0,1.0
main,2020-05-29,18,18,price_momentum,1,0.0,0.0
main,2020-05-29,18,18,macro_regime,1,1.0,1.0
main,2020-05-29,18,18,theme_leadership,0,,
main,2020-05-29,18,18,sec_smart_money,0,,
main,2020-05-29,18,18,quality_confirmation,0,,
main,2020-05-29,18,18,broker_policy,1,1.0,1.0
main,2020-06-30,18,18,price_momentum,1,0.0,0.0
main,2020-06-30,18,18,macro_regime,1,1.0,1.0
main,2020-06-30,18,18,theme_leadership,0,,
main,2020-06-30,18,18,sec_smart_money,0,,
main,2020-06-30,18,18,quality_confirmation,0,,
main,2020-06-30,18,18,broker_policy,1,1.0,1.0
main,2020-07-31,18,18,price_momentum,1,0.0,0.0
main,2020-07-31,18,18,macro_regime,1,1.0,1.0
main,2020-07-31,18,18,theme_leadership,0,,
main,2020-07-31,18,18,sec_smart_money,0,,
main,2020-07-31,18,18,quality_confirmation,0,,
main,2020-07-31,18,18,broker_policy,1,1.0,1.0
main,2020-08-31,18,18,price_momentum,1,0.0,0.0
main,2020-08-31,18,18,macro_regime,1,1.0,1.0
main,2020-08-31,18,18,theme_leadership,0,,
main,2020-08-31,18,18,sec_smart_money,0,,
main,2020-08-31,18,18,quality_confirmation,0,,
main,2020-08-31,18,18,broker_policy,1,1.0,1.0
main,2020-09-30,25,25,price_momentum,1,0.0,0.0
main,2020-09-30,25,25,macro_regime,1,0.72,0.72
main,2020-09-30,25,25,theme_leadership,0,,
main,2020-09-30,25,25,sec_smart_money,0,,
main,2020-09-30,25,25,quality_confirmation,0,,
main,2020-09-30,25,25,broker_policy,1,1.0,1.0
main,2020-10-30,17,17,price_momentum,1,0.0,0.0
main,2020-10-30,17,17,macro_regime,1,1.0,1.0
main,2020-10-30,17,17,theme_leadership,0,,
main,2020-10-30,17,17,sec_smart_money,0,,
main,2020-10-30,17,17,quality_confirmation,0,,
main,2020-10-30,17,17,broker_policy,1,1.0,1.0
main,2020-11-30,23,23,price_momentum,1,0.0,0.0
main,2020-11-30,23,23,macro_regime,1,0.8260869565217391,0.8260869565217391
main,2020-11-30,23,23,theme_leadership,0,,
main,2020-11-30,23,23,sec_smart_money,0,,
main,2020-11-30,23,23,quality_confirmation,0,,
main,2020-11-30,23,23,broker_policy,1,1.0,1.0
main,2020-12-31,18,18,price_momentum,1,0.0,0.0
main,2020-12-31,18,18,macro_regime,1,1.0,1.0
main,2020-12-31,18,18,theme_leadership,0,,
main,2020-12-31,18,18,sec_smart_money,0,,
main,2020-12-31,18,18,quality_confirmation,0,,
main,2020-12-31,18,18,broker_policy,1,1.0,1.0
main,2021-01-29,17,17,price_momentum,1,0.0,0.0
main,2021-01-29,17,17,macro_regime,1,1.0,1.0
main,2021-01-29,17,17,theme_leadership,0,,
main,2021-01-29,17,17,sec_smart_money,0,,
main,2021-01-29,17,17,quality_confirmation,0,,
main,2021-01-29,17,17,broker_policy,1,1.0,1.0
main,2021-02-26,17,17,price_momentum,1,0.0,0.0
main,2021-02-26,17,17,macro_regime,1,1.0,1.0
main,2021-02-26,17,17,theme_leadership,0,,
main,2021-02-26,17,17,sec_smart_money,0,,
main,2021-02-26,17,17,quality_confirmation,0,,
main,2021-02-26,17,17,broker_policy,1,1.0,1.0
main,2021-03-31,21,21,price_momentum,1,0.0,0.0
main,2021-03-31,21,21,macro_regime,1,0.9523809523809523,0.9523809523809523
main,2021-03-31,21,21,theme_leadership,0,,
main,2021-03-31,21,21,sec_smart_money,0,,
main,2021-03-31,21,21,quality_confirmation,0,,
main,2021-03-31,21,21,broker_policy,1,1.0,1.0
main,2021-04-30,20,20,price_momentum,1,0.0,0.0
main,2021-04-30,20,20,macro_regime,1,1.0,1.0
main,2021-04-30,20,20,theme_leadership,0,,
main,2021-04-30,20,20,sec_smart_money,0,,
main,2021-04-30,20,20,quality_confirmation,0,,
main,2021-04-30,20,20,broker_policy,1,1.0,1.0
main,2021-05-28,24,24,price_momentum,1,0.0,0.0
main,2021-05-28,24,24,macro_regime,1,0.8333333333333334,0.8333333333333334
main,2021-05-28,24,24,theme_leadership,0,,
main,2021-05-28,24,24,sec_smart_money,0,,
main,2021-05-28,24,24,quality_confirmation,0,,
main,2021-05-28,24,24,broker_policy,1,1.0,1.0
main,2021-06-30,18,18,price_momentum,1,0.0,0.0
main,2021-06-30,18,18,macro_regime,1,1.0,1.0
main,2021-06-30,18,18,theme_leadership,0,,
main,2021-06-30,18,18,sec_smart_money,0,,
main,2021-06-30,18,18,quality_confirmation,0,,
main,2021-06-30,18,18,broker_policy,1,1.0,1.0
main,2021-07-30,23,23,price_momentum,1,0.0,0.0
main,2021-07-30,23,23,macro_regime,1,1.0,1.0
main,2021-07-30,23,23,theme_leadership,0,,
main,2021-07-30,23,23,sec_smart_money,0,,
main,2021-07-30,23,23,quality_confirmation,0,,
main,2021-07-30,23,23,broker_policy,1,1.0,1.0
main,2021-08-31,30,30,price_momentum,1,0.0,0.0
main,2021-08-31,30,30,macro_regime,1,1.0,1.0
main,2021-08-31,30,30,theme_leadership,0,,
main,2021-08-31,30,30,sec_smart_money,0,,
main,2021-08-31,30,30,quality_confirmation,0,,
main,2021-08-31,30,30,broker_policy,1,1.0,1.0
main,2021-09-30,17,17,price_momentum,1,0.0,0.0
main,2021-09-30,17,17,macro_regime,1,1.0,1.0
main,2021-09-30,17,17,theme_leadership,0,,
main,2021-09-30,17,17,sec_smart_money,0,,
main,2021-09-30,17,17,quality_confirmation,0,,
main,2021-09-30,17,17,broker_policy,1,1.0,1.0
main,2021-10-29,24,24,price_momentum,1,0.0,0.0
main,2021-10-29,24,24,macro_regime,1,1.0,1.0
main,2021-10-29,24,24,theme_leadership,0,,
main,2021-10-29,24,24,sec_smart_money,0,,
main,2021-10-29,24,24,quality_confirmation,0,,
main,2021-10-29,24,24,broker_policy,1,1.0,1.0
main,2021-11-30,30,30,price_momentum,1,0.0,0.0
main,2021-11-30,30,30,macro_regime,1,0.7,0.7
main,2021-11-30,30,30,theme_leadership,0,,
main,2021-11-30,30,30,sec_smart_money,0,,
main,2021-11-30,30,30,quality_confirmation,0,,
main,2021-11-30,30,30,broker_policy,1,1.0,1.0
main,2021-12-31,17,17,price_momentum,1,0.0,0.0
main,2021-12-31,17,17,macro_regime,1,1.0,1.0
main,2021-12-31,17,17,theme_leadership,0,,
main,2021-12-31,17,17,sec_smart_money,0,,
main,2021-12-31,17,17,quality_confirmation,0,,
main,2021-12-31,17,17,broker_policy,1,1.0,1.0
main,2022-01-31,21,21,price_momentum,1,0.0,0.0
main,2022-01-31,21,21,macro_regime,1,0.9523809523809523,0.9523809523809523
main,2022-01-31,21,21,theme_leadership,0,,
main,2022-01-31,21,21,sec_smart_money,0,,
main,2022-01-31,21,21,quality_confirmation,0,,
main,2022-01-31,21,21,broker_policy,1,1.0,1.0
main,2022-02-28,18,18,price_momentum,1,0.0,0.0
main,2022-02-28,18,18,macro_regime,1,1.0,1.0
main,2022-02-28,18,18,theme_leadership,0,,
main,2022-02-28,18,18,sec_smart_money,0,,
main,2022-02-28,18,18,quality_confirmation,0,,
main,2022-02-28,18,18,broker_policy,1,1.0,1.0
main,2022-03-31,25,25,price_momentum,1,0.0,0.0
main,2022-03-31,25,25,macro_regime,1,0.88,0.88
main,2022-03-31,25,25,theme_leadership,0,,
main,2022-03-31,25,25,sec_smart_money,0,,
main,2022-03-31,25,25,quality_confirmation,0,,
main,2022-03-31,25,25,broker_policy,1,1.0,1.0
main,2022-04-29,25,25,price_momentum,1,0.0,0.0
main,2022-04-29,25,25,macro_regime,1,0.96,0.96
main,2022-04-29,25,25,theme_leadership,0,,
main,2022-04-29,25,25,sec_smart_money,0,,
main,2022-04-29,25,25,quality_confirmation,0,,
main,2022-04-29,25,25,broker_policy,1,1.0,1.0
main,2022-05-31,28,28,price_momentum,1,0.0,0.0
main,2022-05-31,28,28,macro_regime,1,0.75,0.75
main,2022-05-31,28,28,theme_leadership,0,,
main,2022-05-31,28,28,sec_smart_money,0,,
main,2022-05-31,28,28,quality_confirmation,0,,
main,2022-05-31,28,28,broker_policy,1,1.0,1.0
main,2022-06-30,24,24,price_momentum,1,0.0,0.0
main,2022-06-30,24,24,macro_regime,1,0.75,0.75
main,2022-06-30,24,24,theme_leadership,0,,
main,2022-06-30,24,24,sec_smart_money,0,,
main,2022-06-30,24,24,quality_confirmation,0,,
main,2022-06-30,24,24,broker_policy,1,1.0,1.0
main,2022-07-29,18,18,price_momentum,1,0.0,0.0
main,2022-07-29,18,18,macro_regime,1,1.0,1.0
main,2022-07-29,18,18,theme_leadership,0,,
main,2022-07-29,18,18,sec_smart_money,0,,
main,2022-07-29,18,18,quality_confirmation,0,,
main,2022-07-29,18,18,broker_policy,1,1.0,1.0
main,2022-08-31,24,24,price_momentum,1,0.0,0.0
main,2022-08-31,24,24,macro_regime,1,0.875,0.875
main,2022-08-31,24,24,theme_leadership,0,,
main,2022-08-31,24,24,sec_smart_money,0,,
main,2022-08-31,24,24,quality_confirmation,0,,
main,2022-08-31,24,24,broker_policy,1,1.0,1.0
main,2022-09-30,18,18,price_momentum,1,0.0,0.0
main,2022-09-30,18,18,macro_regime,1,1.0,1.0
main,2022-09-30,18,18,theme_leadership,0,,
main,2022-09-30,18,18,sec_smart_money,0,,
main,2022-09-30,18,18,quality_confirmation,0,,
main,2022-09-30,18,18,broker_policy,1,1.0,1.0
main,2022-10-31,27,27,price_momentum,1,0.0,0.0
main,2022-10-31,27,27,macro_regime,1,0.7777777777777778,0.7777777777777778
main,2022-10-31,27,27,theme_leadership,0,,
main,2022-10-31,27,27,sec_smart_money,0,,
main,2022-10-31,27,27,quality_confirmation,0,,
main,2022-10-31,27,27,broker_policy,1,1.0,1.0
main,2022-11-30,33,33,price_momentum,1,0.0,0.0
main,2022-11-30,33,33,macro_regime,1,0.9696969696969697,0.9696969696969697
main,2022-11-30,33,33,theme_leadership,0,,
main,2022-11-30,33,33,sec_smart_money,0,,
main,2022-11-30,33,33,quality_confirmation,0,,
main,2022-11-30,33,33,broker_policy,1,1.0,1.0
main,2022-12-30,18,18,price_momentum,1,0.0,0.0
main,2022-12-30,18,18,macro_regime,1,1.0,1.0
main,2022-12-30,18,18,theme_leadership,0,,
main,2022-12-30,18,18,sec_smart_money,0,,
main,2022-12-30,18,18,quality_confirmation,0,,
main,2022-12-30,18,18,broker_policy,1,1.0,1.0
main,2023-01-31,18,18,price_momentum,1,0.0,0.0
main,2023-01-31,18,18,macro_regime,1,1.0,1.0
main,2023-01-31,18,18,theme_leadership,0,,
main,2023-01-31,18,18,sec_smart_money,0,,
main,2023-01-31,18,18,quality_confirmation,0,,
main,2023-01-31,18,18,broker_policy,1,1.0,1.0
main,2023-02-28,26,26,price_momentum,1,0.0,0.0
main,2023-02-28,26,26,macro_regime,1,0.8076923076923077,0.8076923076923077
main,2023-02-28,26,26,theme_leadership,0,,
main,2023-02-28,26,26,sec_smart_money,0,,
main,2023-02-28,26,26,quality_confirmation,0,,
main,2023-02-28,26,26,broker_policy,1,1.0,1.0
main,2023-03-31,18,18,price_momentum,1,0.0,0.0
main,2023-03-31,18,18,macro_regime,1,1.0,1.0
main,2023-03-31,18,18,theme_leadership,0,,
main,2023-03-31,18,18,sec_smart_money,0,,
main,2023-03-31,18,18,quality_confirmation,0,,
main,2023-03-31,18,18,broker_policy,1,1.0,1.0
main,2023-04-28,18,18,price_momentum,1,0.0,0.0
main,2023-04-28,18,18,macro_regime,1,1.0,1.0
main,2023-04-28,18,18,theme_leadership,0,,
main,2023-04-28,18,18,sec_smart_money,0,,
main,2023-04-28,18,18,quality_confirmation,0,,
main,2023-04-28,18,18,broker_policy,1,1.0,1.0
main,2023-05-31,24,24,price_momentum,1,0.0,0.0
main,2023-05-31,24,24,macro_regime,1,0.9583333333333334,0.9583333333333334
main,2023-05-31,24,24,theme_leadership,0,,
main,2023-05-31,24,24,sec_smart_money,0,,
main,2023-05-31,24,24,quality_confirmation,0,,
main,2023-05-31,24,24,broker_policy,1,1.0,1.0
main,2023-06-30,18,18,price_momentum,1,0.0,0.0
main,2023-06-30,18,18,macro_regime,1,1.0,1.0
main,2023-06-30,18,18,theme_leadership,0,,
main,2023-06-30,18,18,sec_smart_money,0,,
main,2023-06-30,18,18,quality_confirmation,0,,
main,2023-06-30,18,18,broker_policy,1,1.0,1.0
main,2023-07-31,18,18,price_momentum,1,0.0,0.0
main,2023-07-31,18,18,macro_regime,1,1.0,1.0
main,2023-07-31,18,18,theme_leadership,0,,
main,2023-07-31,18,18,sec_smart_money,0,,
main,2023-07-31,18,18,quality_confirmation,0,,
main,2023-07-31,18,18,broker_policy,1,1.0,1.0
main,2023-08-31,18,18,price_momentum,1,0.0,0.0
main,2023-08-31,18,18,macro_regime,1,1.0,1.0
main,2023-08-31,18,18,theme_leadership,0,,
main,2023-08-31,18,18,sec_smart_money,0,,
main,2023-08-31,18,18,quality_confirmation,0,,
main,2023-08-31,18,18,broker_policy,1,1.0,1.0
main,2023-09-29,18,18,price_momentum,1,0.0,0.0
main,2023-09-29,18,18,macro_regime,1,1.0,1.0
main,2023-09-29,18,18,theme_leadership,0,,
main,2023-09-29,18,18,sec_smart_money,0,,
main,2023-09-29,18,18,quality_confirmation,0,,
main,2023-09-29,18,18,broker_policy,1,1.0,1.0
main,2023-10-31,26,26,price_momentum,1,0.0,0.0
main,2023-10-31,26,26,macro_regime,1,0.6923076923076923,0.6923076923076923
main,2023-10-31,26,26,theme_leadership,0,,
main,2023-10-31,26,26,sec_smart_money,0,,
main,2023-10-31,26,26,quality_confirmation,0,,
