portfolio,metric_source,official_source_pass,cagr,cagr_target,cagr_pass,cagr_gap_pp,max_dd,max_dd_target,max_dd_pass,max_dd_improvement_needed_pp,sharpe,avg_turnover_monthly,target_pass
main,broker_ledger_next_close,True,0.3433467646244528,0.35,False,0.6653,-0.2593350230450131,-0.25,False,0.9335,1.2708383020209202,0.0,False
concentrated,broker_ledger_next_close,True,0.4456994566932744,0.5,False,5.4301,-0.25878262050008727,-0.25,False,0.8783,1.4014706395996714,0.0,False
