rebalance_date,hard_stop,target_n,weighting_mode,active_rebalance_interval_months,gross_return,original_gross_return,cost,net_return,return_delta,risk_exit_count,n_positions
2019-04-30,-0.08,3,score_power,1,-0.017253482466971788,-0.017253482466971788,0.0025,-0.019753482466971787,0.0,0,3
2019-05-31,-0.08,3,score_power,1,0.061551672604137284,0.061551672604137284,0.005,0.056551672604137286,0.0,0,3
2019-06-28,-0.08,3,score_power,1,0.00670445473402757,0.00670445473402757,0.001406929642504075,0.0052975250915234945,0.0,0,3
2019-07-31,-0.08,3,score_power,1,-0.011214462587357117,-0.011214462587357117,0.004073708863352759,-0.015288171450709875,0.0,0,3
2019-08-30,-0.08,3,score_power,1,-0.01100676499246422,-0.01100676499246422,0.002648969756730195,-0.013655734749194416,0.0,0,3
2019-09-30,-0.08,3,score_power,1,0.011237657402062048,0.011237657402062048,0.0022784305494948473,0.008959226852567202,0.0,0,3
2019-10-31,-0.08,3,score_power,1,-0.012864779351169786,-0.012864779351169786,0.0030687000256941037,-0.015933479376863888,0.0,0,3
2019-11-29,-0.08,3,score_power,1,0.027876946596651037,0.027876946596651037,0.005,0.022876946596651036,0.0,0,3
2019-12-31,-0.08,3,score_power,1,0.07650932901784957,0.07650932901784957,0.0009121609115910157,0.07559716810625855,0.0,0,3
2020-01-31,-0.08,3,score_power,1,-0.05641026007005062,-0.05641026007005062,0.0005795793185320945,-0.056989839388582715,0.0,0,3
2020-02-28,-0.08,3,score_power,1,-0.07916508163238362,-0.07916508163238362,0.0026338600329413836,-0.081798941665325,0.0,0,3
2020-03-31,-0.08,3,score_power,1,0.10728235110351442,0.10728235110351442,0.0037151245021535564,0.10356722660136086,0.0,0,3
2020-04-30,-0.08,3,score_power,1,0.23798224201701135,0.23798224201701135,0.00352133757008767,0.2344609044469237,0.0,0,3
2020-05-29,-0.08,3,score_power,1,0.05817475039182009,0.05817475039182009,0.0028394043008717795,0.055335346090948305,0.0,0,3
2020-06-30,-0.08,3,score_power,1,0.11620109420668567,0.11620109420668567,0.005,0.11120109420668567,0.0,0,3
2020-07-31,-0.08,3,score_power,1,0.15708798394874954,0.15708798394874954,0.004369646512116203,0.15271833743663332,0.0,0,3
2020-08-31,-0.08,3,score_power,1,-0.04273508583645158,-0.04273508583645158,0.005,-0.04773508583645158,0.0,0,3
2020-09-30,-0.08,3,score_power,1,0.06163769549215477,0.06163769549215477,0.005,0.05663769549215477,0.0,0,3
2020-10-30,-0.08,3,score_power,1,0.13231646698558575,0.13231646698558575,0.003427560392498306,0.12888890659308744,0.0,0,3
2020-11-30,-0.08,3,score_power,1,0.04917828835592453,0.04917828835592453,0.0006917723935055878,0.048486515962418944,0.0,0,3
