months,cagr,sharpe,max_dd,terminal_multiple,avg_monthly_return,vol_ann,policy_id,avg_cash_weight,avg_turnover_monthly,research_only,production_activation_allowed
83,0.2986897606788055,1.9216525674538716,-0.10755091073653755,6.096479674630298,0.022847878713095196,0.14267643860326681,fast_reentry,0.08469879518072292,0.5112334819104977,True,False
83,0.2861565780596427,1.920986749708514,-0.10452163369661938,5.700974292742517,0.02196120163631453,0.13718700541571274,bargain_reentry,0.1134939759036145,0.5008750598786061,True,False
83,0.28248823648041,1.905095287941477,-0.10489510921391854,5.589452666068856,0.021713611008829556,0.13677181070953284,crisis_ladder,0.12313253012048193,0.49419951542304363,True,False
