ab_verdict,arm,avg_cash_weight,broker_metrics_path,cagr,cap_infeasible_date_count,cash_abs_delta_sum,cash_interest_accrued_usd,delta_avg_cash_weight_pp,delta_cagr_pp,delta_max_dd_pp,delta_sharpe,delta_trade_count,delta_windows.is.cagr_pp,delta_windows.is.max_dd_pp,delta_windows.oos.cagr_pp,delta_windows.oos.max_dd_pp,delta_windows.oos2.cagr_pp,delta_windows.oos2.max_dd_pp,description,eligible_events,end_date,gross_traded_usd,max_dd,max_weight_after,metric_mode,portfolio_kind,sharpe,signal,start_date,status,target_35_50_25_restored,target_book_path,target_cagr,target_contract_pass,total_abs_weight_delta,total_fees_usd,trade_count,windows.is.cagr,windows.is.max_dd,windows.oos.cagr,windows.oos.max_dd,windows.oos2.cagr,windows.oos2.max_dd,years,mdd_contract_pass,cagr_contract_pass,contract_pass
reject_oos_cagr_worse,w4_sec_top_quintile_tilt10,0.4103111338763709,H:\codex\r1000_run287_closeout_20260707\outputs\run287_best_path_source_broker_ab\signal_replays\w4_sec_score\concentrated\w4_sec_top_quintile_tilt10\broker\metrics.json,0.4956290053586112,0,0.0,28169.923577961003,-0.01884770420488291,1.1576181547898745,0.698904816805912,0.04647681316985164,0,2.0765024945236465,1.178634420687985,-3.0588083364906815,0.698904816805912,-0.28228466324233814,0.698904816805912,shift 10% of stock gross toward selected top-quintile w4 sec score rows,131,2026-07-02,26028197.47032833,-0.22256298767442206,0.3,broker_ledger_next_close_cash_carry,concentrated,1.5339932888472372,w4_sec_score,2019-06-03,completed,False,H:\codex\r1000_run287_closeout_20260707\outputs\run287_best_path_source_broker_ab\signal_replays\w4_sec_score\concentrated\w4_sec_top_quintile_tilt10\target_book.csv,0.5,False,8.919915310714847,65070.49367582083,725,0.29645209472960765,-0.19659895858975984,1.1567955453199708,-0.22256298767442206,0.7361848707707594,-0.22256298767442206,7.080082135523614,True,False,False
reject_oos_cagr_worse,w4_sec_top_quintile_tilt05,0.41039686316467294,H:\codex\r1000_run287_closeout_20260707\outputs\run287_best_path_source_broker_ab\signal_replays\w4_sec_score\concentrated\w4_sec_top_quintile_tilt05\broker\metrics.json,0.49373886585971305,0,0.0,27743.40306836155,-0.010274775374680134,0.9686042049000587,0.3524876765289453,0.029958509880578577,0,1.4298229797678363,0.576429000254175,-1.212289253423915,0.3524876765289453,0.0018810798046775545,0.3524876765289453,shift 5% of stock gross toward selected top-quintile w4 sec score rows,131,2026-07-02,25838787.522112846,-0.22602715907719173,0.3,broker_ledger_next_close_cash_carry,concentrated,1.5174749855579641,w4_sec_score,2019-06-03,completed,False,H:\codex\r1000_run287_closeout_20260707\outputs\run287_best_path_source_broker_ab\signal_replays\w4_sec_score\concentrated\w4_sec_top_quintile_tilt05\target_book.csv,0.5,False,4.607105456756041,64596.968805282115,725,0.28998529958204955,-0.20262101279409794,1.1752607361506384,-0.22602715907719173,0.7390265282012296,-0.22602715907719173,7.080082135523614,True,False,False
reject_oos_cagr_worse,macro_regime_top_quintile_tilt05,0.4104214374365981,H:\codex\r1000_run287_closeout_20260707\outputs\run287_best_path_source_broker_ab\signal_replays\macro_regime_score\concentrated\macro_regime_top_quintile_tilt05\broker\metrics.json,0.47760809266537096,0,0.0,25812.486617657873,-0.007817348182165285,-0.6444731145341498,-0.17252112570549372,0.00047597186834291705,0,-0.37841013868658013,0.144670287413462,-1.7585764110362057,-0.17252112570549372,-0.5420587892923656,-0.17252112570549372,shift 5% of stock gross toward selected top-quintile macro regime score rows,129,2026-07-02,24575295.172394753,-0.23127724709953612,0.3,broker_ledger_next_close_cash_carry,concentrated,1.4879924475457285,macro_regime_score,2019-06-03,completed,False,H:\codex\r1000_run287_closeout_20260707\outputs\run287_best_path_source_broker_ab\signal_replays\macro_regime_score\concentrated\macro_regime_top_quintile_tilt05\target_book.csv,0.5,False,4.356783510129221,61438.23793098689,725,0.2719029683975054,-0.20693859992250507,1.1697978645745155,-0.23127724709953612,0.7335871295102592,-0.23127724709953612,7.080082135523614,True,False,False
reject_oos_cagr_worse,technical_momentum_top_quintile_tilt05,0.4106283790677598,H:\codex\r1000_run287_closeout_20260707\outputs\run287_best_path_source_broker_ab\signal_replays\technical_momentum_score\concentrated\technical_momentum_top_quintile_tilt05\broker\metrics.json,0.4749600269583405,0,0.0,25753.836658130615,0.012876814934004166,-0.9092796852371965,0.8218387094520274,0.010309890910189523,0,-0.503615007245628,0.5095946154338171,-2.5652448162519548,0.8218387094520274,-1.4051038204252464,0.8218387094520274,shift 5% of stock gross toward selected top-quintile technical momentum score rows,129,2026-07-02,24831942.18505001,-0.2213336487479609,0.3,broker_ledger_next_close_cash_carry,concentrated,1.497826366587575,technical_momentum_score,2019-06-03,completed,False,H:\codex\r1000_run287_closeout_20260707\outputs\run287_best_path_source_broker_ab\signal_replays\technical_momentum_score\concentrated\technical_momentum_top_quintile_tilt05\target_book.csv,0.5,False,4.849243757222438,62079.85546262503,725,0.2706509197119149,-0.20328935664230152,1.161731180522358,-0.2213336487479609,0.7249566791989304,-0.2213336487479609,7.080082135523614,True,False,False
reject_oos_cagr_worse,risk_control_top_quintile_tilt05,0.4104712563448399,H:\codex\r1000_run287_closeout_20260707\outputs\run287_best_path_source_broker_ab\signal_replays\risk_control_score\concentrated\risk_control_top_quintile_tilt05\broker\metrics.json,0.4737206021454894,0,0.0,26383.867023575393,-0.002835457357985849,-1.0332221665223074,0.6814072367538504,0.011633294646836934,1,0.4167210945139832,0.8491595743953639,-7.116178529159267,0.6814072367538504,-3.393341856026355,0.6814072367538504,shift 5% of stock gross toward selected top-quintile risk control score rows,129,2026-07-02,25130863.848394394,-0.22273796347494268,0.3,broker_ledger_next_close_cash_carry,concentrated,1.4991497703242225,risk_control_score,2019-06-03,completed,False,H:\codex\r1000_run287_closeout_20260707\outputs\run287_best_path_source_broker_ab\signal_replays\risk_control_score\concentrated\risk_control_top_quintile_tilt05\target_book.csv,0.5,False,5.066507888970528,62827.159620985985,726,0.279854280729511,-0.19989370705268605,1.116221843393285,-0.22273796347494268,0.7050742988429193,-0.22273796347494268,7.080082135523614,True,False,False
reject_oos_cagr_worse,macro_regime_top_quintile_tilt10,0.41055589479815197,H:\codex\r1000_run287_closeout_20260707\outputs\run287_best_path_source_broker_ab\signal_replays\macro_regime_score\concentrated\macro_regime_top_quintile_tilt10\broker\metrics.json,0.47155708254000284,0,0.0,25222.759895516832,0.005628387973222182,-1.2495741270709626,-0.09654369918835615,0.003412681209602919,0,-0.7203634996107322,0.30078563552115023,-3.464048463613567,-0.09654369918835615,-1.263971873672043,-0.09654369918835615,shift 10% of stock gross toward selected top-quintile macro regime score rows,129,2026-07-02,24206750.389603615,-0.23051747283436475,0.3,broker_ledger_next_close_cash_carry,concentrated,1.4909291568869885,macro_regime_score,2019-06-03,completed,False,H:\codex\r1000_run287_closeout_20260707\outputs\run287_best_path_source_broker_ab\signal_replays\macro_regime_score\concentrated\macro_regime_top_quintile_tilt10\target_book.csv,0.5,False,8.486416546221673,60516.875974009046,725,0.26848343478826386,-0.2053774464414282,1.152743144048742,-0.23051747283436475,0.7263679986664624,-0.23051747283436475,7.080082135523614,True,False,False
reject_mdd_worse,financial_statement_proxy_top_quintile_tilt05,0.41064255415721146,H:\codex\r1000_run287_closeout_20260707\outputs\run287_best_path_source_broker_ab\signal_replays\financial_statement_proxy_score\concentrated\financial_statement_proxy_top_quintile_tilt05\broker\metrics.json,0.4708800177239061,0,0.0,25754.090923002124,0.014294323879171511,-1.3172806086806377,-0.36326403826586473,-0.0060106195911144855,2,-0.01872916165874816,0.04763394515698849,-6.760286318752584,-0.36326403826586473,-1.8961508247782755,-0.36326403826586473,shift 5% of stock gross toward selected top-quintile financial statement proxy score rows,129,2026-07-02,24483937.459680557,-0.23318467622513983,0.3,broker_ledger_next_close_cash_carry,concentrated,1.481505856086271,financial_statement_proxy_score,2019-06-03,completed,False,H:\codex\r1000_run287_closeout_20260707\outputs\run287_best_path_source_broker_ab\signal_replays\financial_statement_proxy_score\concentrated\financial_statement_proxy_top_quintile_tilt05\target_book.csv,0.5,False,4.761093567125996,61209.8436492014,727,0.2754997781677837,-0.2079089633450698,1.1197807654973517,-0.23318467622513983,0.7200462091554001,-0.23318467622513983,7.080082135523614,True,False,False
reject_oos_cagr_worse,technical_momentum_top_quintile_tilt10,0.4105750757514618,H:\codex\r1000_run287_closeout_20260707\outputs\run287_best_path_source_broker_ab\signal_replays\technical_momentum_score\concentrated\technical_momentum_top_quintile_tilt10\broker\metrics.json,0.46510161994610333,0,0.0,24958.442322196996,0.007546483304204932,-1.8951203864609134,1.6827362913538813,0.017073006041843142,1,-1.0288929058209773,0.7224978354488321,-5.421881983118837,1.6827362913538813,-2.7767444619095194,1.6827362913538813,shift 10% of stock gross toward selected top-quintile technical momentum score rows,129,2026-07-02,24621151.45279789,-0.21272467292894237,0.3,broker_ledger_next_close_cash_carry,concentrated,1.5045894817192287,technical_momentum_score,2019-06-03,completed,False,H:\codex\r1000_run287_closeout_20260707\outputs\run287_best_path_source_broker_ab\signal_replays\technical_momentum_score\concentrated\technical_momentum_top_quintile_tilt10\target_book.csv,0.5,False,9.482797212595637,61552.878631994725,726,0.2653981407261614,-0.20116032444215137,1.1331648088536892,-0.21272467292894237,0.7112402727840876,-0.21272467292894237,7.080082135523614,True,False,False
reject_oos_cagr_worse,risk_control_top_quintile_tilt10,0.4105430175306137,H:\codex\r1000_run287_closeout_20260707\outputs\run287_best_path_source_broker_ab\signal_replays\risk_control_score\concentrated\risk_control_top_quintile_tilt10\broker\metrics.json,0.46322736573674206,0,0.0,26310.5477198406,0.004340661219393027,-2.0825458073970404,1.408742457918033,0.02134170833260085,1,0.842060345927198,1.7128087149235305,-14.146957957429107,1.408742457918033,-6.816560054691334,1.408742457918033,shift 10% of stock gross toward selected top-quintile risk control score rows,129,2026-07-02,25342510.99877262,-0.21546461126330085,0.3,broker_ledger_next_close_cash_carry,concentrated,1.5088581840099864,risk_control_score,2019-06-03,completed,False,H:\codex\r1000_run287_closeout_20260707\outputs\run287_best_path_source_broker_ab\signal_replays\risk_control_score\concentrated\risk_control_top_quintile_tilt10\target_book.csv,0.5,False,10.095049105138589,63356.27749693156,726,0.28410767324364317,-0.1912572156474044,1.0459140491105865,-0.21546461126330085,0.6708421168562695,-0.21546461126330085,7.080082135523614,True,False,False
reject_mdd_worse,financial_statement_proxy_top_quintile_tilt10,0.4106008553523579,H:\codex\r1000_run287_closeout_20260707\outputs\run287_best_path_source_broker_ab\signal_replays\financial_statement_proxy_score\concentrated\financial_statement_proxy_top_quintile_tilt10\broker\metrics.json,0.45657317767640726,0,0.0,25004.61290452099,0.010124443393816351,-2.7479646134305202,-0.4447352507025548,-0.013087664050976056,2,-0.06862901471944571,0.0969793842901856,-13.807510521531974,-0.4447352507025548,-4.24742358359429,-0.4447352507025548,shift 10% of stock gross toward selected top-quintile financial statement proxy score rows,129,2026-07-02,24033824.003754616,-0.23399938834950673,0.3,broker_ledger_next_close_cash_carry,concentrated,1.4744288116264095,financial_statement_proxy_score,2019-06-03,completed,False,H:\codex\r1000_run287_closeout_20260707\outputs\run287_best_path_source_broker_ab\signal_replays\financial_statement_proxy_score\concentrated\financial_statement_proxy_top_quintile_tilt10\target_book.csv,0.5,False,9.371594545467028,60084.56000938654,727,0.27500077963717673,-0.20741550895373784,1.0493085234695578,-0.23399938834950673,0.6965334815672399,-0.23399938834950673,7.080082135523614,True,False,False
