rebalance_date,net_return,drawdown,regime_state
2023-08-31,-0.05951005554021368,-0.07782977389122725,
2022-05-31,-0.05334802438722067,-0.12742288093604037,
2021-12-31,-0.05261395765787529,-0.05916277779579249,
2025-02-28,-0.04940154230729176,-0.07764137175725816,
2026-02-27,-0.044045274669466825,-0.04404527466946673,
2022-11-30,-0.042880637535118546,-0.05620980031868772,
2020-02-28,-0.04251421474862001,-0.07041533229821761,
2022-03-31,-0.03788520393122813,-0.09412509794213797,
2021-08-31,-0.0374515870060648,-0.03745158700606477,
2021-02-26,-0.03533916496599583,-0.03533916496599587,
