rebalance_date,ticker,action,reason,stage,score,bad_months,distribution_risk,theme_event_risk,theme_structural_growth
2019-04-30,NOW,enter,monster_scout,scout,1.3991064104455901,0,0.3686241438518359,0.35,1.0
2019-04-30,ALGN,enter,monster_scout,scout,1.379174579874733,0,0.550661671154226,0.35,0.35
2019-04-30,CDNS,enter,monster_scout,scout,1.3609303319627026,0,0.4075870137461478,0.35,0.35
2019-05-31,NOW,hold,hold,confirm,0.9182163224092048,0,0.5259785323702689,0.35,1.0
2019-05-31,ALGN,trim,distribution_trim,scout,0.4806580376921354,0,0.8927193619392482,0.35,0.35
2019-05-31,CDNS,hold,watch_stale,scout,0.3193982846249879,1,0.5259785323702689,0.35,0.35
2019-05-31,SBAC,enter,monster_scout,scout,0.9904555096447043,0,0.5259785323702689,0.35,0.35
2019-05-31,BR,enter,monster_scout,scout,0.9691007100338646,0,0.5259785323702689,0.35,0.35
2019-05-31,SHOP,enter,monster_scout,scout,0.9437698511235185,0,0.5259785323702689,0.35,0.35
2019-06-28,NOW,hold,hold,confirm,0.8007565067780389,0,0.0516149525445256,0.35,1.0
2019-06-28,ALGN,trim,distribution_trim,scout,0.12272172428812878,1,0.8285089292913953,0.35,0.35
2019-06-28,CDNS,hold,hold,confirm,0.8172650420678548,0,0.1786029725647888,0.35,0.35
2019-06-28,SBAC,hold,hold,scout,0.6820299891343341,0,0.0516149525445256,0.35,0.35
2019-06-28,BR,hold,hold,confirm,0.8647763732671372,0,0.1597246486476164,0.35,0.35
2019-06-28,SHOP,hold,hold,confirm,0.7763688045084536,0,0.3644009412265197,0.35,0.35
2019-06-28,ADBE,enter,monster_scout,scout,1.1436430627339493,0,0.0516149525445256,0.15,1.0
2019-06-28,HEI,enter,monster_scout,scout,1.0833163488106181,0,0.513782130732816,0.35,0.35
2019-07-31,NOW,hold,watch_stale,confirm,0.055517659791883445,1,0.2846848712565041,0.35,1.0
2019-07-31,ALGN,exit,failed_recovery_after_peak,scout,,,,,
2019-07-31,CDNS,hold,hold,confirm,0.5897519598359616,0,0.2846848712565041,0.35,0.35
2019-07-31,SBAC,hold,hold,confirm,0.8065897022356845,0,0.2846848712565041,0.35,0.35
