rebalance_date,net_return,drawdown,regime_state
2018-09-28,-0.23279377284798425,-0.2327937728479843,
2022-03-31,-0.1880984652643046,-0.2884711266661252,
2022-05-31,-0.15685498264292985,-0.4416165194076924,
2021-12-31,-0.15044256106181988,-0.18197632348667692,
2018-11-30,-0.14669453672826302,-0.318288531334491,
2022-11-30,-0.132765992873359,-0.44516678342145577,
2020-02-28,-0.11178264999621043,-0.24713760572742516,
2025-10-31,-0.0908519447042389,-0.09085194470423896,
2023-03-31,-0.08518128763125551,-0.4215259292895145,
2024-03-28,-0.07516426361278594,-0.16060177630483774,
