portfolio,metric_source,cagr,cagr_target,cagr_pass,cagr_gap_pp,max_dd,max_dd_target,max_dd_pass,max_dd_improvement_needed_pp,sharpe,avg_turnover_monthly,target_pass
main,broker_ledger_next_close,0.04948144369674923,0.3,False,25.0519,-0.282117638447668,-0.15,False,13.2118,0.35021064317549383,0.0,False
concentrated,broker_ledger_next_close,0.010089655684249799,0.5,False,48.991,-0.44898377478152485,-0.18,False,26.8984,0.20241098962714632,0.0,False
