rebalance_date,net_return,drawdown,regime_state
2022-05-31,-0.12726150875486633,-0.2461081044373461,bear
2026-02-27,-0.11213664424862331,-0.11213664424862335,neutral
2020-02-28,-0.09377993179437552,-0.12633027521424212,bear
2022-03-31,-0.08834337001758773,-0.1508315986479819,neutral
2021-12-31,-0.08656669840205264,-0.09177870785427145,bull
2022-11-30,-0.07222774886400421,-0.23202435617045802,neutral
2023-08-31,-0.07213653100653303,-0.24191072776045153,bull
2024-11-29,-0.07058124728139818,-0.07058124728139825,bull
2023-03-31,-0.060834886472778335,-0.2101017123405523,bull
2025-02-28,-0.05394074769482521,-0.12609813053928953,neutral
