rebalance_date,ticker,Name,sector,weight,portfolio_sleeve_label,portfolio_candidate_gate_label,leader_onset_score,alpha_selector_style,alpha_selector_score,target_stock_names,weighting_mode,active_rebalance_interval_months,research_only_backtest,production_activation_allowed,dynamic_regime_state,dynamic_regime_source_variant,dynamic_regime_multiplier
2021-02-26,LPX,LOUISIANA PACIFIC CORP,Materials,0.36000000000000004,early_scout,early_relaxed,0.6190551317104063,rs_heavy,0.9685503685503686,2,alpha_selector,1,True,False,neutral,rs_heavy_N2_cap0.4,0.9
2021-02-26,TROW,T ROWE PRICE GROUP INC,Financials,0.36000000000000004,future_winner,future_relaxed,0.39439600391557583,rs_heavy,0.9152334152334151,2,alpha_selector,1,True,False,neutral,rs_heavy_N2_cap0.4,0.9
2021-03-31,NDAQ,NASDAQ INC,Financials,0.5,early_scout,early_relaxed,0.5144061296425564,rs_heavy,0.9637767220902613,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2021-03-31,HUBB,HUBBELL INC,Industrials,0.49999999999999994,future_winner,future_relaxed,0.5571879104192986,rs_heavy,0.9628266033254157,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2021-04-30,ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,0.5,early_scout,early_relaxed,0.5261351448821472,rs_heavy,0.989816933638444,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2021-04-30,NDAQ,NASDAQ INC,Financials,0.5,early_scout,early_relaxed,0.44310399644964044,rs_heavy,0.9248283752860412,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2021-05-28,NDAQ,NASDAQ INC,Financials,0.5,early_scout,early_relaxed,0.5873598104846497,rs_heavy,0.9818706697459585,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2021-05-28,GEN,GEN DIGITAL INC,Information Technology,0.49999999999999994,future_winner,future_relaxed,0.5275417207828149,rs_heavy,0.9517898383371823,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2021-06-30,SPGI,S&P GLOBAL INC,Financials,0.5,future_winner,future_relaxed,0.6169197696767919,rs_heavy,1.0,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2021-06-30,NDAQ,NASDAQ INC,Financials,0.5,future_winner,future_relaxed,0.6649622835914819,rs_heavy,1.0,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2021-07-30,MCO,MOODYS CORP,Financials,0.36000000000000004,future_winner,future_relaxed,0.7091524527567628,rs_heavy,1.0,2,alpha_selector,1,True,False,neutral,rs_heavy_N2_cap0.4,0.9
2021-07-30,NDAQ,NASDAQ INC,Financials,0.36000000000000004,future_winner,future_relaxed,0.5775594144188294,rs_heavy,0.979761904761905,2,alpha_selector,1,True,False,neutral,rs_heavy_N2_cap0.4,0.9
2021-08-31,DHR,DANAHER CORP,Health Care,0.5,core_compounder,core_strict,0.600472864726478,rs_heavy,1.0,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2021-08-31,MCO,MOODYS CORP,Financials,0.5,future_winner,future_relaxed,0.6414880402375958,rs_heavy,0.9990070093457946,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2021-09-30,RGEN,Repligen,Health Care,0.36000000000000004,future_winner,future_relaxed,0.6968808206881579,rs_heavy,1.0,2,alpha_selector,1,True,False,neutral,rs_heavy_N2_cap0.4,0.9
2021-09-30,MPWR,MONOLITHIC POWER SYSTEMS INC,Information Technology,0.36000000000000004,future_winner,future_relaxed,0.5365759209759634,rs_heavy,0.9897522522522522,2,alpha_selector,1,True,False,neutral,rs_heavy_N2_cap0.4,0.9
2021-10-29,FDS,FACTSET RESEARCH SYSTEMS INC,Financials,0.5,future_winner,future_relaxed,0.7139739605973626,rs_heavy,1.0,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2021-10-29,ODFL,OLD DOMINION FREIGHT LINE INC,Industrials,0.5,future_winner,future_relaxed,0.6048159270245428,rs_heavy,0.9975055432372506,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2021-11-30,FDS,FACTSET RESEARCH SYSTEMS INC,Financials,0.36000000000000004,future_winner,future_relaxed,0.7258192515487134,rs_heavy,1.0,2,alpha_selector,1,True,False,neutral,rs_heavy_N2_cap0.4,0.9
2021-11-30,HLI,HOULIHAN LOKEY INC CLASS A,Financials,0.36000000000000004,core_compounder,core_strict,0.5752781199757288,rs_heavy,0.9863534675615214,2,alpha_selector,1,True,False,neutral,rs_heavy_N2_cap0.4,0.9
2021-12-31,FDS,FACTSET RESEARCH SYSTEMS INC,Financials,0.5,future_winner,future_relaxed,0.6208265050694151,rs_heavy,0.9814977973568283,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2021-12-31,STE,STERIS,Health Care,0.5,future_winner,future_relaxed,0.5117270791099713,rs_heavy,0.9481828193832598,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2022-01-31,ATO,ATMOS ENERGY CORP,Utilities,0.36000000000000004,early_scout,early_relaxed,0.5600424830899076,rs_heavy,0.9969162995594714,2,alpha_selector,1,True,False,neutral,rs_heavy_N2_cap0.4,0.9
2022-01-31,AAPL,APPLE INC,Information Technology,0.36000000000000004,core_compounder,core_strict,0.5632661352017586,rs_heavy,0.9749449339207047,2,alpha_selector,1,True,False,neutral,rs_heavy_N2_cap0.4,0.9
2022-02-28,FCX,FREEPORT MCMORAN INC,Materials,0.30000000000000004,future_winner,future_relaxed,0.7826204731874241,rs_heavy,1.0,2,alpha_selector,1,True,False,bear,rs_heavy_N2_cap0.4,0.75
2022-02-28,RGLD,ROYAL GOLD INC,Materials,0.30000000000000004,early_scout,early_relaxed,0.6756753741856861,rs_heavy,0.9765458422174841,2,alpha_selector,1,True,False,bear,rs_heavy_N2_cap0.4,0.75
2022-03-31,SCCO,SOUTHERN COPPER CORP,Materials,0.36000000000000004,future_winner,future_relaxed,0.6494737251097713,rs_heavy,1.0,2,alpha_selector,1,True,False,neutral,rs_heavy_N2_cap0.4,0.9
2022-03-31,RGLD,ROYAL GOLD INC,Materials,0.36000000000000004,future_winner,future_relaxed,0.6960962980155064,rs_heavy,0.9918874172185431,2,alpha_selector,1,True,False,neutral,rs_heavy_N2_cap0.4,0.9
2022-04-29,FCX,FREEPORT MCMORAN INC,Materials,0.30000000000000004,future_winner,future_relaxed,0.5880139955993017,rs_heavy,0.9918668122270742,2,alpha_selector,1,True,False,bear,rs_heavy_N2_cap0.4,0.75
2022-04-29,LYB,LYONDELLBASELL INDUSTRIES NV CLASS,Materials,0.30000000000000004,future_winner,future_relaxed,0.47799556659198905,rs_heavy,0.9723799126637555,2,alpha_selector,1,True,False,bear,rs_heavy_N2_cap0.4,0.75
2022-05-31,HALO,HALOZYME THERAPEUTICS INC,Health Care,0.30000000000000004,early_scout,early_relaxed,0.6827718068738692,rs_heavy,1.0,2,alpha_selector,1,True,False,bear,rs_heavy_N2_cap0.4,0.75
2022-05-31,UTHR,UNITED THERAPEUTICS CORP,Health Care,0.30000000000000004,future_winner,future_relaxed,0.6745245974998775,rs_heavy,0.9980113636363636,2,alpha_selector,1,True,False,bear,rs_heavy_N2_cap0.4,0.75
2022-06-30,UTHR,UNITED THERAPEUTICS CORP,Health Care,0.30000000000000004,future_winner,future_relaxed,0.664449504601088,rs_heavy,1.0,2,alpha_selector,1,True,False,bear,rs_heavy_N2_cap0.4,0.75
2022-06-30,RBA,RB GLOBAL INC,Industrials,0.30000000000000004,early_scout,early_relaxed,0.39978156708991597,rs_heavy,0.9748858447488584,2,alpha_selector,1,True,False,bear,rs_heavy_N2_cap0.4,0.75
2022-07-29,ENPH,Enphase Energy,Information Technology,0.30000000000000004,future_winner,future_relaxed,0.5352107503897577,rs_heavy,0.972621681415929,2,alpha_selector,1,True,False,bear,rs_heavy_N2_cap0.4,0.75
2022-07-29,MNST,MONSTER BEVERAGE CORP,Consumer Staples,0.30000000000000004,early_scout,early_relaxed,0.5588960814514478,rs_heavy,0.9634402654867256,2,alpha_selector,1,True,False,bear,rs_heavy_N2_cap0.4,0.75
2022-08-31,BJ,BJS WHOLESALE CLUB HOLDINGS INC,Consumer Staples,0.30000000000000004,future_winner,future_relaxed,0.5021497856330321,rs_heavy,0.9999438202247191,2,alpha_selector,1,True,False,bear,rs_heavy_N2_cap0.4,0.75
2022-08-31,FSLR,FIRST SOLAR INC,Information Technology,0.30000000000000004,early_scout,early_relaxed,0.6565152191639904,rs_heavy,0.9869101123595506,2,alpha_selector,1,True,False,bear,rs_heavy_N2_cap0.4,0.75
2022-09-30,HUBB,HUBBELL INC,Industrials,0.30000000000000004,future_winner,future_relaxed,0.5906907288144925,rs_heavy,0.9895555555555556,2,alpha_selector,1,True,False,bear,rs_heavy_N2_cap0.4,0.75
2022-09-30,ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,0.30000000000000004,early_scout,early_relaxed,0.47743241068815184,rs_heavy,0.9626111111111112,2,alpha_selector,1,True,False,bear,rs_heavy_N2_cap0.4,0.75
2022-10-31,GILD,GILEAD SCIENCES INC,Health Care,0.30000000000000004,future_winner,future_relaxed,0.7141187549963969,rs_heavy,1.0,2,alpha_selector,1,True,False,bear,rs_heavy_N2_cap0.4,0.75
2022-10-31,CHH,CHOICE HOTELS INTERNATIONAL INC,Consumer Discretionary,0.30000000000000004,early_scout,early_relaxed,0.5081920565034237,rs_heavy,0.9720942982456141,2,alpha_selector,1,True,False,bear,rs_heavy_N2_cap0.4,0.75
2022-11-30,CPRT,COPART INC,Industrials,0.36000000000000004,early_scout,early_relaxed,0.4679730242404547,rs_heavy,0.9795805739514349,2,alpha_selector,1,True,False,neutral,rs_heavy_N2_cap0.4,0.9
2022-11-30,DKS,DICKS SPORTING INC,Consumer Discretionary,0.36000000000000004,early_scout,early_relaxed,0.5307151640573662,rs_heavy,0.9609823399558499,2,alpha_selector,1,True,False,neutral,rs_heavy_N2_cap0.4,0.9
2022-12-30,TPR,TAPESTRY INC,Consumer Discretionary,0.30000000000000004,early_scout,early_relaxed,0.5206390636201988,rs_heavy,0.9751677852348992,2,alpha_selector,1,True,False,bear,rs_heavy_N2_cap0.4,0.75
2022-12-30,EXP,EAGLE MATERIALS INC,Materials,0.30000000000000004,early_scout,early_relaxed,0.46234859556530306,rs_heavy,0.9409955257270692,2,alpha_selector,1,True,False,bear,rs_heavy_N2_cap0.4,0.75
2023-01-31,BEN,FRANKLIN RESOURCES INC,Financials,0.36000000000000004,early_scout,early_relaxed,0.558874819645385,rs_heavy,1.0,2,alpha_selector,1,True,False,neutral,rs_heavy_N2_cap0.4,0.9
2023-01-31,TPR,TAPESTRY INC,Consumer Discretionary,0.36000000000000004,early_scout,early_relaxed,0.5940044825442163,rs_heavy,0.9874172185430465,2,alpha_selector,1,True,False,neutral,rs_heavy_N2_cap0.4,0.9
2023-02-28,MGM,MGM RESORTS INTERNATIONAL,Consumer Discretionary,0.36000000000000004,early_scout,early_relaxed,0.5854268220465683,rs_heavy,1.0,2,alpha_selector,1,True,False,neutral,rs_heavy_N2_cap0.4,0.9
2023-02-28,BKNG,BOOKING HOLDINGS INC,Consumer Discretionary,0.36000000000000004,early_scout,early_relaxed,0.6474403699825785,rs_heavy,0.9932346723044397,2,alpha_selector,1,True,False,neutral,rs_heavy_N2_cap0.4,0.9
2023-03-31,BKNG,BOOKING HOLDINGS INC,Consumer Discretionary,0.5,early_scout,early_relaxed,0.6513773331419938,rs_heavy,0.9956357758620689,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2023-03-31,ADI,ANALOG DEVICES INC,Information Technology,0.49999999999999994,future_winner,future_relaxed,0.5613486337051872,rs_heavy,0.9727370689655171,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2023-04-28,ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,0.36000000000000004,early_scout,early_relaxed,0.6226880126391839,rs_heavy,1.0,2,alpha_selector,1,True,False,neutral,rs_heavy_N2_cap0.4,0.9
2023-04-28,BYD,BOYD GAMING CORP,Consumer Discretionary,0.36000000000000004,early_scout,early_relaxed,0.5650267374156025,rs_heavy,0.997663043478261,2,alpha_selector,1,True,False,neutral,rs_heavy_N2_cap0.4,0.9
2023-05-31,AAPL,APPLE INC,Information Technology,0.5,core_compounder,core_strict,0.7221031613687966,rs_heavy,1.0,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2023-05-31,GOOGL,ALPHABET INC CLASS A,Communication,0.5,core_compounder,core_strict,0.6265466515343792,rs_heavy,1.0,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2023-06-30,LPX,LOUISIANA PACIFIC CORP,Materials,0.5,early_scout,early_relaxed,0.705657734470349,rs_heavy,1.0,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2023-06-30,OC,OWENS CORNING,Industrials,0.5,early_scout,early_relaxed,0.5673592911438515,rs_heavy,0.9630978260869566,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2023-07-31,LPX,LOUISIANA PACIFIC CORP,Materials,0.5,early_scout,early_relaxed,0.6480507823622925,rs_heavy,1.0,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2023-07-31,ON,ON SEMICONDUCTOR CORP,Information Technology,0.5,future_winner,future_relaxed,0.694501337552801,rs_heavy,0.9997840172786178,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2023-08-31,EXE,EXPAND ENERGY CORP,Energy,0.5,early_scout,early_relaxed,0.6493332571025024,rs_heavy,1.0,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2023-08-31,BR,BROADRIDGE FINANCIAL SOLUTIONS INC,Industrials,0.49999999999999994,early_scout,early_relaxed,0.5406168817775971,rs_heavy,0.9978236607142856,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2023-09-29,FANG,DIAMONDBACK ENERGY INC,Energy,0.30000000000000004,future_winner,future_relaxed,0.7103462975535731,rs_heavy,1.0,2,alpha_selector,1,True,False,bear,rs_heavy_N2_cap0.4,0.75
2023-09-29,DTM,DT MIDSTREAM INC,Energy,0.30000000000000004,early_scout,early_relaxed,0.5502920904113948,rs_heavy,1.0,2,alpha_selector,1,True,False,bear,rs_heavy_N2_cap0.4,0.75
2023-10-31,CHRD,CHORD ENERGY CORP,Energy,0.30000000000000004,early_scout,early_relaxed,0.5718132487580364,rs_heavy,1.0,2,alpha_selector,1,True,False,bear,rs_heavy_N2_cap0.4,0.75
2023-10-31,FANG,DIAMONDBACK ENERGY INC,Energy,0.30000000000000004,early_scout,early_relaxed,0.48953420994875035,rs_heavy,0.9495689655172415,2,alpha_selector,1,True,False,bear,rs_heavy_N2_cap0.4,0.75
2023-11-30,CTAS,CINTAS CORP,Industrials,0.36000000000000004,early_scout,early_relaxed,0.389145143139345,rs_heavy,0.9449781659388645,2,alpha_selector,1,True,False,neutral,rs_heavy_N2_cap0.4,0.9
2023-11-30,RGA,REINSURANCE GROUP OF AMERICA INC,Financials,0.36000000000000004,future_winner,future_relaxed,0.4756550002959067,rs_heavy,0.9264192139737991,2,alpha_selector,1,True,False,neutral,rs_heavy_N2_cap0.4,0.9
2023-12-29,CTAS,CINTAS CORP,Industrials,0.5,early_scout,early_relaxed,0.47258279518134744,rs_heavy,0.9748407643312101,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2023-12-29,DKS,DICKS SPORTING INC,Consumer Discretionary,0.5,early_scout,early_relaxed,0.508225276634867,rs_heavy,0.9406581740976646,2,alpha_selector,1,True,False,bull,rs_heavy_N2_cap0.5,1.0
2024-01-31,TPR,TAPESTRY INC,Consumer Discretionary,0.36000000000000004,early_scout,early_relaxed,0.4632162232857383,rs_heavy,0.9245771670190274,2,alpha_selector,1,True,False,neutral,rs_heavy_N2_cap0.4,0.9
2024-01-31,DKS,DICKS SPORTING INC,Consumer Discretionary,0.36000000000000004,early_scout,early_relaxed,0.4736353875737919,rs_heavy,0.9137420718816069,2,alpha_selector,1,True,False,neutral,rs_heavy_N2_cap0.4,0.9
2024-02-29,AWI,ARMSTRONG WORLD INDUSTRIES INC,Industrials,0.36000000000000004,early_scout,early_relaxed,0.6196426738499338,rs_heavy,0.9708677685950413,2,alpha_selector,1,True,False,neutral,rs_heavy_N2_cap0.4,0.9
2024-02-29,AAON,AAON INC,Industrials,0.36000000000000004,early_scout,early_relaxed,0.45618254942325104,rs_heavy,0.9306301652892562,2,alpha_selector,1,True,False,neutral,rs_heavy_N2_cap0.4,0.9
2024-03-28,CROX,CROCS INC,Consumer Discretionary,0.5,early_scout,early_relaxed,0.5875633781559203,rs_heavy,0.9313152400835072,2,alpha_selector,1,True,False,strong_bull,rs_heavy_N2_cap0.5,1.0
2024-03-28,FANG,DIAMONDBACK ENERGY INC,Energy,0.49999999999999994,future_winner,future_relaxed,0.5693492471412086,rs_heavy,0.9311586638830899,2,alpha_selector,1,True,False,strong_bull,rs_heavy_N2_cap0.5,1.0
2024-04-30,FANG,DIAMONDBACK ENERGY INC,Energy,0.36000000000000004,future_winner,future_relaxed,0.5904233361631563,rs_heavy,0.9725708502024293,2,alpha_selector,1,True,False,neutral,rs_heavy_N2_cap0.4,0.9
2024-04-30,AAON,AAON INC,Industrials,0.36000000000000004,early_scout,early_relaxed,0.6103238171614048,rs_heavy,0.9613866396761134,2,alpha_selector,1,True,False,neutral,rs_heavy_N2_cap0.4,0.9
2024-05-31,FSLR,FIRST SOLAR INC,Information Technology,0.36000000000000004,future_winner,future_relaxed,0.7376434505286453,rs_heavy,1.0,2,alpha_selector,1,True,False,neutral,rs_heavy_N2_cap0.4,0.9
2024-05-31,PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,0.36000000000000004,early_scout,early_relaxed,0.6304702492852636,rs_heavy,1.0,2,alpha_selector,1,True,False,neutral,rs_heavy_N2_cap0.4,0.9
