rebalance_date,next_rebalance_date,gross_return,cost,net_return,turnover,missing_tickers,cash_weight,rebalance_action,active_rebalance_interval_months,next_scheduled_rebalance_date,target_n,weighting_mode,portfolio_mode,raw_gross_return,position_risk_return_delta,position_risk_exit_count,position_risk_enabled,position_risk_hard_stop,equity,equity_value_usd,bench_return,benchmark_equity,benchmark_value_usd,target_stock_names
2019-04-30,2019-05-31,0.006335883639524975,0.00125,0.005085883639524975,0.25,0,0.0,initial_rebalance,1,2019-05-31,1,conviction_curve,concentrated_alpha,0.006335883639524975,0.0,0,True,-0.08,1.005085883639525,100508.58836395248,-0.06131893163869451,0.9386810683613055,93868.10683613055,1
2019-05-31,2019-06-28,0.036119748291485676,0.00375,0.03236974829148567,0.75,0,0.0,rebalance,1,2019-06-28,1,conviction_curve,concentrated_alpha,0.036119748291485676,0.0,0,True,-0.08,1.037620260704262,103762.02607042619,0.08011805644118142,1.0138863711765451,101388.6371176545,1
2019-06-28,2019-07-31,0.007912499684624708,0.00125,0.006662499684624707,0.25,0,0.0,rebalance,1,2019-07-31,1,conviction_curve,concentrated_alpha,0.007912499684624708,0.0,0,True,-0.08,1.0445334053639643,104453.34053639643,-0.0036331987329345505,1.0102027204974469,101020.27204974469,1
2019-07-31,2019-08-30,0.004437870422266177,0.00375,0.000687870422266177,0.75,0,0.0,rebalance,1,2019-08-30,1,conviction_curve,concentrated_alpha,0.004437870422266177,0.0,0,True,-0.08,1.0452519089985832,104525.19089985832,-0.01601118650035893,0.9940281763363923,99402.81763363924,1
2019-08-30,2019-09-30,-0.020773155177505886,0.00125,-0.022023155177505888,0.25,0,0.0,rebalance,1,2019-09-30,1,conviction_curve,concentrated_alpha,-0.020773155177505886,0.0,0,True,-0.08,1.0222321640071232,102223.21640071232,0.011691962549935209,1.0056503165476978,100565.03165476977,1
2019-09-30,2019-10-31,0.01179063787527701,0.00375,0.00804063787527701,0.75,0,0.0,rebalance,1,2019-10-31,1,conviction_curve,concentrated_alpha,0.01179063787527701,0.0,0,True,-0.08,1.0304515626623654,103045.15626623653,0.043077969560411544,1.0489716902723578,104897.16902723578,1
2019-10-31,2019-11-29,-0.03098658730996584,0.00125,-0.03223658730996584,0.25,0,0.0,rebalance,1,2019-11-29,1,conviction_curve,concentrated_alpha,-0.03098658730996584,0.0,0,True,-0.08,0.9972333208939094,99723.33208939094,0.01531182851795454,1.0650333649139971,106503.3364913997,1
2019-11-29,2019-12-31,0.016982576005568406,0.00375,0.013232576005568406,0.75,0,0.0,rebalance,1,2019-12-31,1,conviction_curve,concentrated_alpha,0.016982576005568406,0.0,0,True,-0.08,1.0104292866079234,101042.92866079234,0.046238282266118924,1.114278678263725,111427.8678263725,1
2019-12-31,2020-01-31,0.0071337502623906035,0.00375,0.0033837502623906036,0.75,0,0.0,rebalance,1,2020-01-31,1,conviction_curve,concentrated_alpha,0.0071337502623906035,0.0,0,True,-0.08,1.01384832697161,101384.83269716101,-0.0027410715656029927,1.1112243606625787,111122.43606625787,1
2020-01-31,2020-02-28,-0.031226530412981124,0.00375,-0.03497653041298113,0.75,0,0.0,rebalance,1,2020-02-28,1,conviction_curve,concentrated_alpha,-0.031226530412981124,0.0,0,True,-0.08,0.9783874301291375,97838.74301291375,-0.048843923519200194,1.0569478029777035,105694.78029777035,1
