rebalance_date,ticker,original_weight,defended_weight,cash_after_defense,list_action,reason,period_forward_return,bench_return,risk_adjusted_return,risk_return_cap,risk_exit_proxy,relative_trim_or_exit,sector,regime_state,theme_horizon_primary,theme_holding_profile_primary,theme_event_risk_sensitivity_max,theme_structural_growth_max,market_style_regime_label,style_cash_defense_preference,style_row_breakout_fit,style_row_turnaround_fit,score,main_v2_score,risk_penalty,stage2_overext_penalty,explosion_exit_score,rs_acceleration_score
2019-04-30,NOW,0.15,0.15,,hold,hold,-0.0507028931635488,-0.0613189316386945,-0.0507028931635488,-0.08,False,False,Information Technology,bull,structural_growth,long_duration,0.35,1.0,balanced,0.0776769537413854,0.2146342195976226,0.0389214573745471,5.203476093550078,2.1174179993625697,-1.4886780862138385,0.0,0.0,0.6736343088997025
2019-04-30,CPRT,0.1231821000289224,0.1231821000289224,,hold,hold,0.0538130359332365,-0.0613189316386945,0.0538130359332365,-0.08,False,False,Industrials,bull,unknown,neutral,0.35,0.35,balanced,0.0776769537413854,0.2920193463913233,0.0766164655398237,1.5055738056616224,2.06448624242588,0.565865619299991,0.0,0.0,1.2796444592410705
2019-04-30,SBUX,0.1161826591261392,0.1161826591261392,,hold,hold,-0.0221359199847093,-0.0613189316386945,-0.0221359199847093,-0.08,False,False,Consumer Discretionary,bull,unknown,neutral,0.35,0.35,balanced,0.0776769537413854,0.220295418310486,0.0313187768533695,4.6036020748642965,2.219982753648197,-2.86667860806364,0.0,0.0,-0.587394687154555
2019-04-30,SHOP,0.0920401673355868,0.0920401673355868,,hold,hold,0.1256331321500048,-0.0613189316386945,0.1256331321500048,-0.08,False,False,Software,bull,unknown,neutral,0.35,0.35,balanced,0.0776769537413854,0.2190145097934925,0.0224145689721155,1.6194172479351996,1.8442878026025544,0.142771896336415,0.0,0.0,0.2438391334429317
2019-04-30,PAYC,0.0745697331548774,0.0,,risk_exit_proxy,distribution_risk_decay,0.0169293313903675,-0.0613189316386945,0.0169293313903675,-0.08,True,False,Industrials,bull,unknown,neutral,0.35,0.35,balanced,0.0776769537413854,0.2190145097934925,0.0031772548334453,2.238039378192654,1.786919341008623,1.2932240338293617,0.0,0.0,-0.1737423452751199
2019-04-30,CDNS,0.0677139059861565,0.0,,risk_exit_proxy,hard_stop,-0.0883620380174052,-0.0613189316386945,-0.08,-0.08,True,False,Information Technology,bull,unknown,neutral,0.35,0.35,balanced,0.0776769537413854,0.2447966640028731,0.0144255032497541,1.9735652428484167,1.7625844693045636,-0.3255599703468446,0.0,0.0,0.6111607208766316
2019-04-30,MCO,0.0644060356531915,0.0644060356531915,,hold,hold,-0.0552856805459049,-0.0613189316386945,-0.0552856805459049,-0.08,False,False,Financials,bull,unknown,neutral,0.35,0.35,balanced,0.0776769537413854,0.2920193463913233,0.206513531981624,1.8963072067402027,1.1920778277370208,-0.3932009945673662,0.0,0.0,0.9132088021954556
2019-04-30,ALGN,0.0565317796281089,0.0,,risk_exit_proxy,hard_stop,-0.1456680915583611,-0.0613189316386945,-0.08,-0.08,True,False,Health Care,bull,unknown,neutral,0.35,0.35,balanced,0.0776769537413854,0.2117100028267807,0.0208321953257487,0.1389527303122917,1.7200789489878856,0.5299112999466552,0.0,0.0,2.3490759482672883
2019-04-30,ADBE,0.0518787196116888,0.0518787196116888,,hold,hold,-0.067766327218911,-0.0613189316386945,-0.067766327218911,-0.08,False,False,Information Technology,bull,structural_growth,long_duration,0.15,1.0,balanced,0.0776769537413854,0.2920193463913233,0.0167240720548085,4.223246741604429,1.163524296606724,-2.743620564626012,0.0,0.0,0.0740587584877435
2019-04-30,UI,0.0268088238587447,0.0,,risk_exit_proxy,hard_stop,-0.2859317322565419,-0.0613189316386945,-0.08,-0.08,True,False,Information Technology,bull,unknown,neutral,0.35,0.35,balanced,0.0776769537413854,0.2525967346284947,0.0022179684140994,0.3142830391276934,1.5799447935002864,1.179417695837046,0.0,0.0,-1.7785870976969198
